ID	label	verdict	asserted	correct	quote	URL	quote verified	confidence	remark
COHO:0000144	Prospective Investigation of the Vasculature in Uppsala Seniors	correct	Sweden	Sweden	individuals at the age of 70 years living in the community of Uppsala, Sweden were randomly selected from the community register	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8895748/fullTextXML	yes	high	
COHO:0000145	Psoriasis Association Genetics Extension	wrong	United_Kingdom	United_States|Canada|Estonia|Germany	USA UMich/NPF/HFH UMich/FIMR/NPF 1,351 2,694 Canada UToronto/MU UToronto 362 20 PAGE Immunochip Estonia UTartu/EGCUT EGCUT 1,295 898 Germany CAU Kiel CAU Kiel/KORA/HNR 572 2,290	https://researchonline.lshtm.ac.uk/2064717/1/NIHMS416128-supplement-1.pdf	yes	high	
COHO:0000147	Research on Adolescent Development and Relationships	wrong	United_States	Netherlands	Participants were recruited via 230 randomly selected elementary schools from several medium-sized cities in the center of the Netherlands.	https://journals.sagepub.com/doi/abs/10.1177/08902070221119782	yes	high	
COHO:0000148	Rotterdam Study	correct	Netherlands	Netherlands	All inhabitants of the suburb Ommoord in Rotterdam, Netherlands, aged ≥55 y	https://academic.oup.com/view-large/122148328	no	high	
COHO:0000149	Saguenay-Lac-Saint-Jean asthma study	correct	Canada	Canada	a familial collection was built in the Saguenay-Lac-Saint-Jean (SLSJ) region, which is localized in northeastern Quebec, Canada	https://pubmed.ncbi.nlm.nih.gov/24646526/	no	high	
COHO:0000150	Sahlgrenska Academy Study on Ischemic Stroke	correct	Sweden	Sweden	were recruited consecutively at the stroke unit at the Sahlgrenska University Hospital, Gothenburg, Sweden during 1998–2003	https://pmc.ncbi.nlm.nih.gov/articles/PMC9684578/	yes	high	
COHO:0000151	SardiNIA Study of Aging	correct	Italy	Italy	recruited 6,148 Sardinians aged 14 and older, from a cluster of four towns in the Lanusei Valley in the Ogliastra region	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000338.v1.p1	yes	medium	
COHO:0000152	Scania Diabetes Registry	correct	Sweden	Sweden	The Scania Diabetes Registry contains over 7000 diabetes patients recruited at hospitals in Scania, Sweden as from 1996.	https://researchdata.se/en/catalogue/dataset/ext0074-1	yes	high	
COHO:0000153	Shanghai Study	unverified	China		Shanghai Women’s Health Study	https://pmc.ncbi.nlm.nih.gov/articles/PMC3679924/	no	low	Candidate only: multiple Shanghai cohorts exist; no example study or population identifies the intended cohort.
COHO:0000155	Simons Simplex Collection	incomplete	United_States	United_States|Canada	The simplex families were recruited through 12 university affiliated research clinics located in Canada and the United States.	https://doi.org/10.1371/journal.pone.0137725	yes	high	
COHO:0000156	Singapore Chinese Study	correct	Singapore	Singapore	The cohort was drawn from permanent resident or citizens of Singapore who resided in government-built housing estates.	https://medicine.nus.edu.sg/research-programmes/introduction-to-the-singapore-chinese-health-study-schs/our-methodology/	no	high	
COHO:0000158	Spit for Science	correct	United_States	United_States	Students at Virginia Commonwealth University will once again be asked to fill out a follow-up survey	https://news.vcu.edu/article/spit_for_science_project_continues_at_vcu	yes	medium	
COHO:0000159	Sweden Bipolar Disorder Cohort	correct	Sweden	Sweden	recruited participants from two primary sources: (1) the Swedish National Quality Register for bipolar disorder (BipoläR)	https://pmc.ncbi.nlm.nih.gov/articles/PMC12144026/	yes	medium	
COHO:0000160	Swedish Twin Registry	correct	Sweden	Sweden	all twin births that take place and are registered in Sweden	https://ki.se/en/research/research-infrastructure-and-environments/core-facilities-for-research/the-swedish-twin-registry/information-for-twins	yes	high	
COHO:0000161	Taiwan Type 2 Diabetes Study	correct	Taiwan	Taiwan	We conducted a two-stage GWAS to identify genetic variants for T2D in the Han-Chinese residing in Taiwan.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2824763/	yes	medium	
COHO:0000162	TEENs of Attica: Genes and Environment	correct	Greece	Greece	attending public secondary schools located in the wider Athens area of Attica in Greece were recruited in the study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3652032/fullTextXML	yes	high	
COHO:0000163	The English Longitudinal Study of Ageing	correct	United_Kingdom	United_Kingdom	a representative cohort of men and women living in England aged ≥50 years	https://pmc.ncbi.nlm.nih.gov/articles/PMC3900867/	yes	medium	
COHO:0000164	The Fenland Study	correct	United_Kingdom	United_Kingdom	recruited 12,435 participants via general practices from 3 centers (Cambridge, Ely, Wisbech) in Cambridgeshire, United Kingdom	https://pmc.ncbi.nlm.nih.gov/articles/PMC7315099/	yes	high	
COHO:0000165	The Helmholtz-Gemeinschaft Deutscher Forschungszentren	correct	Germany	Germany	LUCY (LUng Cancer in the Young) is an multicenter study with 31 recruiting hospitals in Germany.	https://www.downstate.edu/research/centers-departments/henri-begleiter-neurodynamics-laboratory/_documents/2012-Hartz-IncreasedgeneticvulnerabilitytosmokingatCHRNA5inearly-onsetsmokers-Supplement.pdf	yes	medium	
COHO:0000166	The MANOLIS cohort	correct	Greece	Greece	adults from isolated Mylopotamos villages, Crete, Greece, the Hellenic Isolated Cohorts MANOLIS study	https://pmc.ncbi.nlm.nih.gov/articles/PMC10261406/	yes	high	
COHO:0000167	The Netherlands AAA GWAS dataset	correct	Netherlands	Netherlands	The AAA sample set from Utrecht was recruited in 2007-2009 from 8 centres in The Netherlands	https://eprints.whiterose.ac.uk/id/eprint/110164/7/341.full.pdf	no	high	
COHO:0000168	The Norwegian Biobank for Myeloma	correct	Norway	Norway	Norwegian Biobank for Myeloma (Trondheim, Norway)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4932178/fullTextXML	yes	high	
COHO:0000169	The Pakistan Risk Of Myocardial Infarction Study	correct	Pakistan	Pakistan	PROMIS participants were recruited from multiple centres in urban Pakistan	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8431908/fullTextXML	yes	high	
COHO:0000170	The Secondary Manifestations of ARTerial disease study	correct	Netherlands	Netherlands	631 cases of AAA and 6342 AAA free controls recruited from University Medical Center Utrecht, the Netherlands	https://pmc.ncbi.nlm.nih.gov/articles/PMC3573227/	yes	high	
COHO:0000171	The Hellenic study of Interactions between Single nucleotide polymorphisms and Eating in Atherosclerosis Susceptibility	correct	Greece	Greece	recruited from three hospitals in the area of Athens (Greece)	https://iris.unito.it/retrieve/e27ce42e-1c5a-2581-e053-d805fe0acbaa/dam_2019_preprint_suppl.pdf	no	high	
COHO:0000173	Twins Early Development Study	correct	United_Kingdom	United_Kingdom	recruited over 16,000 twin pairs born between 1994 and 1996 in England and Wales through national birth records	https://pmc.ncbi.nlm.nih.gov/articles/PMC7056571/	yes	medium	
COHO:0000175	UK Adult Twin Register	correct	United_Kingdom	United_Kingdom	a cohort of volunteer adult twins from all over the United Kingdom	https://pmc.ncbi.nlm.nih.gov/articles/PMC3600616/	yes	high	
COHO:0000176	UK Biobank	correct	United_Kingdom	United_Kingdom	We recruited 500,000 people from across the UK to be part of UK Biobank between 2006 and 2010.	https://www.ukbiobank.ac.uk/taking-part/	no	high	
COHO:0000177	UK Brain Expression Consortium	incomplete	United_Kingdom	United_Kingdom|United_States	Edinburgh, UK (Millar et al. 2007), and the Sun Health Research Institute (SHRI) an affiliate of Sun Health Corporation, USA	https://ukbec.wordpress.com/materials-methods/	yes	high	
COHO:0000178	UK Childhood Cancer Study	correct	United_Kingdom	United_Kingdom	An investigation into the possible causes of childhood cancer has been carried out throughout England, Scotland and Wales	https://pmc.ncbi.nlm.nih.gov/articles/PMC2374433/	yes	medium	
COHO:0000179	UK Household Longitudinal Study	correct	United_Kingdom	United_Kingdom	The UKHLS is a longitudinal survey of the members of approximately 40,000 households in the UK	https://www.gov.uk/government/publications/state-of-the-nation-2024-local-to-national-mapping-opportunities-for-all/technical-annex	yes	medium	
COHO:0000180	UK Inflammatory Bowel Disease Genetics Consortium	correct	United_Kingdom	United_Kingdom	building a vast database of genetic and clinical data from patients across the UK	https://www.crohnsandcolitis.org.uk/our-work/research-and-evidence/our-past-research-projects/using-genetics-to-discover-what-causes-ibd-and-why-people-react-in-different-ways-to-drugs	yes	high	
COHO:0000181	Viking Health Study	correct	United_Kingdom	United_Kingdom	Over 2,000 volunteers from the archipelago of Shetland were recruited to the Viking Health Study Shetland in 2013–2015.	https://www.nature.com/articles/s41598-019-47436-6	yes	medium	
COHO:0000182	Wellcome Trust Case Control Consortium	correct	United_Kingdom	United_Kingdom	Individuals included in the study were living within England, Scotland and Wales (‘Great Britain’)	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2719288/unicode	yes	medium	
COHO:0000183	Basquecolon cohort	correct	Spain	Spain	Participants were diagnosed and/or treated according to usual clinical practice in the Donostia University Hospital, San Sebastian, Spain	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10545678/supplementaryFiles	no	high	
COHO:0000184	INTERVAL study	correct	United_Kingdom	United_Kingdom	we recruited whole blood donors aged 18 years or older from 25 centres across England, UK	https://pmc.ncbi.nlm.nih.gov/articles/PMC5714430/	yes	high	
COHO:0000185	CONVERGE	correct	China	China	from 58 provincial mental health centres and psychiatric departments of general medical hospitals in 45 cities and 23 provinces of China	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4522619/fullTextXML	yes	high	
COHO:0000187	China Atherosclerosis Study	correct	China	China	1,010 cases from the Northern provinces in China were enrolled from Fuwai Hospital, National Center For Cardiovascular Diseases.	https://hub.hku.hk/bitstream/10722/250015/2/Supplementary%20Materials.pdf	no	high	
COHO:0000188	Diabetes Prediction and Prevention	correct	Finland	Finland	In 1994, an ongoing birth cohort study (Type 1 Diabetes prediction and prevention study [DIPP]) was launched in Finland	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2605239/fullTextXML	yes	high	
COHO:0000190	German Chronic Kidney Disease Study	correct	Germany	Germany	Mehr als 5000 Patienten wurden deutschlandweit zwischen 2010 und 2012 rekrutiert.	https://www.gckd.de/studienhintergrund/	yes	high	
COHO:0000191	German Longevity Study	correct	Germany	Germany	recruited as part of the FoCus cohort [41] and as blood donors at the University Hospital Schleswig-Holstein in Kiel and Lübeck, Germany	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504529/	yes	medium	
COHO:0000193	TwinGene Study	correct	Sweden	Sweden	STR—Twingene | Sweden	https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.716364/full	yes	medium	
COHO:0000194	Uppsala Longitudinal Study of Adult Men	correct	Sweden	Sweden	based on all available men, born between 1920 and 1924 and living in Uppsala County, Sweden	https://www.uu.se/en/research/ulsam	yes	high	
COHO:0000195	Baltimore Longitudinal Study of Ageing	correct	United_States	United_States	volunteers continually recruited since 1958, primarily from the Baltimore-Washington, DC, area	https://pmc.ncbi.nlm.nih.gov/articles/PMC2646088/	yes	medium	
COHO:0000196	Motor Neuron Disease Biobank study	correct	United_Kingdom	United_Kingdom	Samples were obtained from sporadic and familial MND patients attending MND clinics in the UK	https://link.springer.com/article/10.1186/s12863-015-0236-6	no	high	
COHO:0000198	Ely Study	correct	United_Kingdom	United_Kingdom	We recruited from a population-based cohort in Cambridgeshire, UK, (Medical Research Council Ely Study)	https://pubmed.ncbi.nlm.nih.gov/20576086/	yes	high	
COHO:0000199	Genetic Asthma Susceptibility to Indoor Pollution in Peru	correct	Peru	Peru	the GASP study which evaluates the association between genetics, environment and asthma status among children and adolescents residing in Peru.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8429514/unicode	yes	high	
COHO:0000200	Parkinson's Progression Markers Initiative	incomplete	United_States	United_States|Austria|Canada|France|Germany|Greece|Israel|Italy|Netherlands|Norway|Spain|United_Kingdom|Australia	Austria, Canada, France, Germany, Greece, Israel, Italy, the Netherlands, Norway, Spain, the UK, and the USA	https://www.sciencedirect.com/science/article/pii/S1474442223001096	yes	high	"""Israel, and Australia"" https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2018.01133/full"
COHO:0000202	Study of Health in Pomerania	correct	Germany	Germany	A sample of 7008 women and men aged 20 to 79 years in a north-east region of Germany	https://pubmed.ncbi.nlm.nih.gov/11565448/	no	high	
COHO:0000203	The Cooperative Health Research in South Tyrol	correct	Italy	Italy	baseline assessment was carried out in Vinschgau/Val Venosta (Bozen/Bolzano, Italy) between 2011 and 2018	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8615508/fullTextXML	yes	high	
COHO:0000204	The Health Effects of Arsenic Longitudinal Study	correct	Bangladesh	Bangladesh	a cohort of adults in Araihazar, Bangladesh, a rural area east of the capital city, Dhaka.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3285587/fullTextXML	yes	high	
