ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000093	EGA	FOUND	example added	EGAS00001006772		S3 Swedish schizophrenia case-control study	Population-based sampling was used to recruit cases with schizophrenia, based on data from the Swedish national patient register, as well as controls who had never been hospitalized for schizophrenia or bipolar disorder.	https://www.ebi.ac.uk/ebisearch/ws/rest/ega/entry/EGAS00001006772?fields=name,description,EGA,PUBMED,submitter_keywords&format=json	Quote is the study description in EBI Search's EGA index (the EGA web page shows only the title). The name differs: the record says 'Swedish national patient register', of which the Hospital Discharge Register is the inpatient part ('the Swedish Hospital Discharge Register and the Hospital Outpatient Register (both part of the National Patient Register)', PMC13246895); cases and controls were selected by hospitalisation, i.e. inpatient data. The record lists no publications and has 11 datasets. Other EGA hits are the Finnish hospital discharge register (FINRISK EGAS00001001047), not this one.
COHO:0000094	EGA	NOT FOUND	removed from subset						"No EGA study uses the NIMH Human Genetics Initiative. Both local candidates are acronym false positives and both are pending release: EGAS00001001224 (WTCCC exome chip AITD) says 'we want to involve the HGI group to perform co-clustering of data sets', i.e. a data-analysis group, not the NIMH repository; EGAS00001004560 (IBD exome sequencing) has no mention at all. Other 'HGI' hits are the COVID-19 Host Genetics Initiative (EGAS00001005304, EGAS00001006266). EGA site search: ""NIMH Genetics Initiative"" 1 (not EGAS), ""NIMH Human Genetics Initiative"" 0, NIMH repository 6 (0 EGAS); EBI Search EGA: same queries 0 (NIMH repository 1, dbGaP); Europe PMC papers citing an EGA accession: ""NIMH Human Genetics Initiative"" 0; the 'Genetics Initiative' NIMH hits are other initiatives (e.g. the Anorexia Nervosa Genetics Initiative). EGA subset membership looks mistaken (from the HGI acronym)."
COHO:0000095	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search: 'Hunter Community Study' 0, 'Hunter Community' 0, 'Hunter Newcastle' 0, 'Hunter' 19 (all hunter-gatherer or unrelated studies), 'Newcastle' 2 (UK muscle-disease studies), 'HCS' 3 (unrelated); EBI Search ega '""Hunter Community Study""' 0, '""Hunter Community""' 0, 'Newcastle AND Australia' 0; local ega_studies/ega_study_cohorts 0; Europe PMC '""Hunter Community Study"" AND EGAS00001*' 0, '... AND EGAD00001*' 0, '""Hunter Community"" AND (""Genome-phenome Archive"" OR ""ega-archive.org"")' 0. EGA subset membership looks mistaken."
COHO:0000096	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001001178	PMID:27135926	Landscape of somatic mutations in 560 breast cancer whole-genome sequences.	For contributions towards instruments, specimens and collections: Tayside Tissue Bank (funded by CRUK, University of Dundee, Chief Scientist Office & Breast Cancer Campaign), Asan Bio-Resource Center of the Korea Biobank Network, Seoul, South Korea, OSBREAC consortium, The Icelandic Centre for Research (RANNIS), The Swedish Cancer Society and the Swedish Research Council, and Fondation Jean Dausset-Centre d’Etudes du polymorphisme humain. Icelandic Cancer Registry	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4910866/fullTextXML	"ICGC 560-breast-cancer EGA study (includes Icelandic tumours, University of Iceland); the registry is named only in the acknowledgements (also thanked as a 'contributor' in PMC5052682, same EGAS), and the methods and supplementary notes do not say its patients or data were analysed. Local candidates rejected: EGAS50000001270 'ICR' = immune checkpoint receptors; EGAS00001002336 'ICR' = Institute of Cancer Research. Other searches: EGA site 'Icelandic Cancer Registry' 0, 'Icelandic cancer' 0, 'Iceland' 4 (InterPregGen preeclampsia); EBI Search ega '""Icelandic Cancer Registry""' 0; Europe PMC '""Icelandic Cancer Registry"" AND EGAS00001*' 6 (all ICGC breast or PCAWG papers, acknowledgement/affiliation only). Icelandic registry-based methylation studies went to GEO, not EGA."
COHO:0000097	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search: full name 0 EGAS, 'IMPACT prostate' 6 (all unrelated prostate-tumour studies), 'IMPACT BRCA' 1 (Penn DNA-repair carriers, not IMPACT), 'BRCA2 prostate screening' 0, 'targeted prostate screening' 0 EGAS, 'Eeles' 1 (CRUK-ICGC prostate tumours); EBI Search ega '""IMPACT study"" AND prostate' 0, 'prostate AND screening AND BRCA' 1 (EGAS00001001615, BRCA2 prostate tumours from kConFab/Toronto, not IMPACT); local tables 0; Europe PMC '""IMPACT study"" AND prostate AND BRCA AND EGAS00001*' 1 (MSK-IMPACT, acronym clash), full name AND (EGAS00001* OR ""European Genome-phenome Archive"") 0; IMPACT papers checked (5-year results, serum testosterone, stress biomarkers) have no EGA deposit. EGA subset membership looks mistaken."
COHO:0000098	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001000924	PMID:28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	We used METAL (release 2011-03-05) to perform a standard error weighted meta-analysis of our sequencing and GWAS cohorts with the publicly available International Inflammatory Bowel Disease Genetics Consortium (IIBDGC) meta-analysis summary statistics	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5289481/fullTextXML	The paper of EGA study EGAS00001000924 (new UKIBDGC Core Exome genotypes; its data availability names this EGAS) meta-analysed IIBDGC summary statistics (IBD, CD, UC), so IIBDGC data were used only at summary level, and the EGA dataset itself holds UK cases, not the IIBDGC genotyped CD collection. Local candidate EGAS00001000228 rejected: its EGA record names only the UK IBD Genetics Consortium (UK exome sequencing of 75 extreme IBD cases); 'IIBDGC' appears only in a locally stored abstract, not on the EGA page. EGA site 'IIBDGC' 0; the 31 EGA IBD/Crohn studies do not name IIBDGC; EBI Search ega 'IIBDGC' 1 (dbGaP phs000367).
COHO:0000099	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search: 'Indiana Sisters' 0, 'Indiana' 10 results but 0 EGAS (dbGaP Indiana Biobank/INGENIOUS), 'bone mineral density sisters' 0, 'bone mineral density' 2 EGAS (Crohn SBNO2 iQTL; childhood ALL survivors), unrelated; EBI Search ega '""Indiana Sisters""' 0, 'Indiana AND sisters' 2 (dbGaP phs only); local tables 0; Europe PMC '""Indiana Sisters Study"" AND (EGAS00001* OR EGAD00001* OR EGAD00010* OR ""European Genome-phenome Archive"")' 0. EGA subset membership looks mistaken."
COHO:0000100	EGA	FOUND	example added	EGAS00001002169	PMID:28056824	The emerging landscape of dynamic DNA methylation in early childhood.	MeDALL epigenetics study includes illumina 450k methylation measurements from 4 cohorts: Infancia y Medio Ambiente (INMA), Etudes des Déterminants pré et postnatals précoces du développement et de la santé de l’ENfant (EDEN), Children’s Allergy Environment Stockholm Epidemiology study(BAMSE), and Prevention and Incidence of Asthma and Mite Allergy (PIAMA)	https://ega-archive.org/studies/EGAS00001002169	Local candidate confirmed on the EGA record itself: INMA named in full as one of four cohorts whose 450k methylation data make up the study (Spanish birth cohorts, matches definition).
COHO:0000102	EGA	FOUND	example added	EGAS00001000048		Paroxysmal neurological disorders	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS.	https://ega-archive.org/studies/EGAS00001000048	Local candidate confirmed on the EGA record: migraine cases from IHGC member sites exome-sequenced (same text on sibling studies EGAS00001000190 and EGAS00001000386). PMID left blank: all papers linked to these EGA studies are EuroEPINOMICS epilepsy papers, none on the IHGC migraine samples. EGA site search 'migraine' found no other IHGC study.
COHO:0000104	EGA	FOUND	example added	EGAS00001001077	PMID:30218040	Autosomal genetic variation is associated with DNA methylation in regions variably escaping X-chromosome inactivation.	Samples were contributed by LifeLines, the Leiden Longevity Study, the Netherlands Twin Registry (NTR), the Rotterdam Study, the Genetic Research in Isolated Populations program, the Cohort on Diabetes and Atherosclerosis Maastricht (CODAM) study, the Prospective ALS study Netherlands (PAN), Avon Longitudinal Study of Parents and Children (ALSPAC), International Schizophrenia Consortium, Cooperative Health Research in the Ausburg Region (KORA), TwinsUK.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6138682/fullTextXML	Luijk 2018 (a publication of the BIOS EGA study; 'Raw data were submitted to the European Genome-phenome Archive (EGA) under accession EGAS00001001077') acknowledges the ISC as a sample contributor, and its methods use 'The Aberdeen case-control sample ... described elsewhere 61, 62' (ref 62 = the ISC's 2008 CNV paper) as a replication cohort with genotype and methylation data. So ISC-member samples were analysed, though the EGA deposit itself holds the Dutch BIOS data. Weaker alternative: PGC CNV call set EGAS00001001960, whose record lists the ISC paper only as a reference. EGA site 'International Schizophrenia Consortium' 0 EGAS (dbGaP only).
COHO:0000105	EGA	FOUND	example added	EGAS00001000458	PMID:34440402	Hearing Function: Identification of New Candidate Genes Further Explaining the Complexity of This Sensory Ability.	This study includes Phase 2 whole-genome sequencing data (at 4x depth)of 100 individuals from an Italian genetic isolate population (Val Borbera, abbreviated VBI) of the Italian Network of Genetic Isolates (INGI).	https://ega-archive.org/studies/EGAS00001000458	EGA record names INGI in full (Val Borbera isolate, matches definition). Linked paper PMID:34440402 analysed INGI-FVG, INGI-VBI and INGI-CAR and cites EGAS00001000458 in its data availability (PMC8394865). Sibling INGI studies: EGAS00001000460 (Carlantino), EGAS00001000398 (VBSEQ).
COHO:0000107	EGA	FOUND	example added	EGAS00001000644	PMID:24974849	Whole-genome sequence variation, population structure and demographic history of the Dutch population.	Samples where contributed by LifeLines (http://lifelines.nl/lifelines-research/general), The Leiden Longevity Study (http://www.healthy-ageing.nl; http://www.langleven.net), The Netherlands Twin Registry	https://ega-archive.org/studies/EGAS00001000644	Genome of the Netherlands EGA record names the Leiden Longevity Study (full name, Leiden URLs) as one of five BBMRI-NL biobanks contributing the sequenced trios. PMID is the main GoNL paper linked from the record.
COHO:0000109	EGA	FOUND	example added	EGAS00001002619	PMID:28961250	Estimation of kinship coefficient in structured and admixed populations using sparse sequencing data.	We generated whole-exome sequencing data and Illumina OmniExpress array genotyping data for 1,299 Chinese and 1,229 Malays from the Singapore Living Biobank.	https://ega-archive.org/studies/EGAS00001002619	EGA record names the Singapore Living Biobank and describes it exactly as the definition does (healthy Chinese and Malay participants sampled from MEC and SH2012 for phenotype recall of high-impact variant carriers). Other 'living biobank' EGA hits are unrelated organoid biobanks.
COHO:0000110	EGA	NOT FOUND	removed from subset						"No EGA (EGAS) study found. EGA site search 'Contraceptive and Reproductive Experiences' 1 result, a dbGaP study (phs000851 African American Breast Cancer GWAS, which lists the Los Angeles CARE component) shown in EGA's federated search, not an EGAS accession; ""Women's CARE"" 5 results, 0 EGAS; 'Womens CARE' 0; 'Contraceptive Reproductive' 2, 0 EGAS; 'CARE breast cancer' 5 EGAS, all unrelated ('standard of care' etc.); EBI Search ega '""Contraceptive and Reproductive Experiences""' 0; local tables 0; Europe PMC '""Contraceptive and Reproductive Experiences"" AND (EGAS00001* OR EGAS00000* OR EGAD0* OR ""European Genome-phenome Archive"")' 0. The data sit in dbGaP, so EGA subset membership looks mistaken."
COHO:0000113	EGA	FOUND	example added	EGAS00001002123	PMID:28053049	Genome-wide association study with additional genetic and post-transcriptional analyses reveals novel regulators of plasma factor XI levels.	Individual GWAS analyses, including a total of 16,169 European individuals from the ARIC, GHS, MARTHA and PROCARDIS studies, were meta-analyzed, and results are presented here.	https://ega-archive.org/studies/EGAS00001002123	Local candidate confirmed. MARTHA is an acronym here, confirmed as the Marseille cohort by the paper (https://pmc.ncbi.nlm.nih.gov/articles/PMC5703348/): thrombosis (factor XI) GWAS whose co-authors include the MARTHA investigators at INSERM UMR_S 1062 Marseille (Suchon, Morange, Trégouët), and 'The MARTHA project was supported by grants from the Program Hospitalier de Recherche Clinique'. MARTHA was a discovery cohort whose GWAS results are in the deposited meta-analysis. No other EGA study names MARTHA (EGA site 'MARTHA' 1, 'Marseille Thrombosis' 0).
COHO:0000115	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001008117 rejected: acronym clash, it is a Rotterdam Study plasma microRNA ageing study whose 'mirAge' biomarker matched MIRAGE. EGA site search 'MIRAGE' 1 (that same study), 'Multi-Institutional Research on Alzheimer Genetic Epidemiology' 0; EBI Search ega 'MIRAGE AND Alzheimer' 0, 'MIRAGE' 4 (miRNA/tendinopathy/dbGaP, unrelated); Europe PMC '(""MIRAGE study"" OR ""Multi-Institutional Research on Alzheimer Genetic Epidemiology"" OR ""MIRAGE Study Group"") AND (EGAS00001* OR EGAS5* OR EGAD0* OR ""European Genome-phenome Archive"")' 0. EGA subset membership looks mistaken (it rests on the acronym clash)."
COHO:0000116	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'Molecular Genetics of Schizophrenia' 4 results, 0 EGAS (all dbGaP phs000021/phs000167 federated entries); EBI Search ega '""Molecular Genetics of Schizophrenia""' 2 (dbGaP only); local tables 0; Europe PMC '""Molecular Genetics of Schizophrenia"" AND (EGAS00001* OR EGAS5* OR EGAD0* OR ""European Genome-phenome Archive"")' 9, all using MGS from dbGaP (e.g. as controls) and EGA only for WTCCC2 or HRC data, none depositing MGS data in EGA. The PGC CNV call set EGAS00001001960 may include MGS samples, but neither its EGA record nor the open text of its paper names MGS. The MGS data sit in dbGaP; EGA subset membership looks mistaken."
COHO:0000117	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001000086		Dilgom_Exome	The FINRISK study is part of the MORGAM Project (MONICA Risk, Genetics, Archiving and Monigraph), sponsored by the EU and MDECODE (Molecular Diversity and Epidemiology of Common Disease) program coordinated by the University of Michigan.	https://ega-archive.org/studies/EGAS00001000086	"Local candidate; the EGA record names MORGAM, but only to say FINRISK (source of the exome-sequenced DILGOM participants) is part of it. Participants of a MORGAM member cohort were analysed, but this is not a MORGAM analysis, so whether it counts as using the aggregation is a curator's call. The other candidates EGAS00001001047/EGAS00001001046 (FINRISK genotyping; 1046 pending release) name MORGAM only as '(cf. MORGAM)' for phenotyping procedures. EGA site 'MORGAM' 2 (these); Europe PMC '(MORGAM OR ""MONICA Risk, Genetics, Archiving"") AND (EGAS* OR EGAD* OR ""European Genome-phenome Archive"")' 2 (data-sharing policy papers only). No paper linked to the EGA study."
COHO:0000118	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001001047		Finnish_population_cohort_genotyping_B	DNA samples were collected in the followingsurvey years: 1987, 1992, 1997, 2002, 2007, and 2012. The MONICA and EHES (EU)procedures were applied in phenotype collection (cf. MORGAM)	https://ega-archive.org/studies/EGAS00001001047	Local candidate; FINRISK genotyping whose DNA includes the 1987 and 1992 surveys (the Finnish contribution to MONICA), but the record names MONICA only for the phenotyping procedures, not as the source of participants; EGAS00001000086 names MONICA only inside MORGAM's name. No EGA study names MONICA as a cohort: EGA site 'MONICA' 2 (these two), 'MONICA Augsburg' 0, 'Northern Sweden MONICA' 0, 'Monitoring of Trends and Determinants in Cardiovascular Disease' 0; the KORA EGA studies (KORA controls) do not mention MONICA; Europe PMC MONICA-phrase variants AND EGA accessions 7 (none deposit MONICA data; FINRISK 2002 microbiome EGAS00001005020 cites the WHO MONICA protocol only). No paper linked to the EGA study.
COHO:0000119	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'Multi-Ethnic Study of Atherosclerosis' 12 results, 0 EGAS (dbGaP federated entries); 'MESA' 2 EGAS, both acronym clashes (Multimodal Epigenetic Sequencing Analysis of cfDNA: EGAS00001006462, EGAS50000001267); EBI Search ega '""Multi-Ethnic Study of Atherosclerosis""' 10, none EGAS; local tables 0; Europe PMC '""Multi-Ethnic Study of Atherosclerosis"" AND (EGAS00001* OR EGAS5* OR EGAD0*)' 15, all use MESA via dbGaP and cite EGA only for other cohorts (INTERVAL, HRC, UK controls etc.). MESA data sit in dbGaP; EGA subset membership looks mistaken."
COHO:0000120	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001000121 (UK10K NEURO IOP COLLIER) rejected: acronym clash, its 'MFS' is 'The Maudsley family study (MFS)', a UK family set, not the seven-collection multicenter pedigree project. EGA site search 'Multicenter Family Study' 2 EGAS (Italian INRP de novo CNV study; MASTER cancer trial), unrelated; 'multiplex schizophrenia pedigrees' 0; 'schizophrenia families' 8 EGAS (UK10K Finnish, Edinburgh and UCL sets, two single-pedigree psychosis studies, a bipolar family exome study), none naming the Multicenter Family Study; EBI Search ega '""Multicenter Family Study""' 0; Europe PMC '(""Multicenter Family Study"" OR ""multiplex schizophrenia pedigrees"" OR ""multicenter schizophrenia family"") AND schizophrenia AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 0. EGA subset membership looks mistaken (it rests on the acronym clash)."
COHO:0000121	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001002305	PMID:35027648	Polygenic risk modeling for prediction of epithelial ovarian cancer risk.	MEC: NIH (CA54281, CA164973, CA63464)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8904525/supplementaryFiles	"Weak lead. The quote is from the OCAC 'Funding for individual studies' list in the Supplementary Information (MOESM1 docx) of Dareng 2022, whose OncoArray data are the OCAC EGA deposit EGAS00001002305. MEC is only an acronym there; US NIH grants suggest the Hawaii/Los Angeles cohort rather than Singapore's MEC, but neither the full name nor MEC's presence in the deposited data is stated. Rejected: local candidates EGAS00001002811 ('MEC' = mucoepidermoid carcinoma) and EGAS00001002619 (Singapore's 'Multi-Ethnic Cohort (MEC)'). Otherwise no EGA link: EGA site 'Multiethnic Cohort' 31 results, 2 EGAS (GoDARTS T2D-GENES, GCAT), neither mentioning the MEC; EBI Search ega '""Multiethnic Cohort""' 4 (dbGaP phs000517, phs000220, phs000356, phs000306); in Flannick 2019 Supplementary Table 1 the MEC T2D exomes are listed with dbGaP phs001429 only, no EGA dataset."
COHO:0000122	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001002123	PMID:28053049	Genome-wide association study with additional genetic and post-transcriptional analyses reveals novel regulators of plasma factor XI levels.	Individual GWAS analyses, including a total of 16,169 European individuals from the ARIC, GHS, MARTHA and PROCARDIS studies, were meta-analysed and further replicated in 2,045 individuals from the F5L family, GAIT2 and MEGA studies.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5703348/	The only EGA link found. MEGA appears only as an acronym, used for replication; the context fits the Dutch MEGA study (thrombosis/coagulation study with LUMC Clinical Epidemiology co-authors Rosendaal, van Hylckama Vlieg, de Haan), but the expansion is only in Supplementary Table S1, which is not open access. The EGA deposit holds only the discovery meta-analysis (ARIC, GHS, MARTHA, PROCARDIS), not MEGA data. Other searches: EGA site 'Multiple Environmental and Genetic Assessment' 3 results, 0 EGAS; 'MEGA study' 3 EGAS, all the Illumina MEGA array or a 'mega-analysis'; 'venous thrombosis' 0 EGAS; EBI Search ega full name 0; Europe PMC full name/'MEGA study' AND thrombosis AND EGA terms 0.
COHO:0000123	EGA	FOUND	example added	EGAS00001000825	PMID:32150548	The influence of rare variants in circulating metabolic biomarkers.	Participants in the INTERVAL randomised controlled trial were recruited with the active collaboration of NHS Blood and Transplant England	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7108731/fullTextXML	Local candidate (INTERVAL WES) confirmed through its paper: the analysed participants are INTERVAL blood donors recruited through NHSBT ('a large cohort of 7,142 healthy blood donors'), and the paper's data availability points to this study's dataset EGAD00001002221. The EGA record itself does not name NHSBT. Alternative: EGAS00001001355 (INTERVAL WGS; Gilly 2018, PMC6220258, same NHSBT statement).
COHO:0000124	EGA	FOUND	example added	EGAS00001005412	PMID:36539618	Deciphering colorectal cancer genetics through multi-omic analysis of 100,204 cases and 154,587 controls of European and east Asian ancestries.	Genotype data of 7,281 individuals with colorectal cancer from the National Study of Colorectal Cancer Genetics (NSCCG) study.	https://ega-archive.org/studies/EGAS00001005412	Local candidate confirmed: dedicated NSCCG EGA study naming the cohort in full. Its linked paper PMID:36539618 analysed NSCCG and gives 'EGAS00001005412 (NSCCG)' in its data availability (PMC10094749).
COHO:0000125	EGA	FOUND	example added	EGAS00001000644	PMID:24974849	Whole-genome sequence variation, population structure and demographic history of the Dutch population.	Samples where contributed by LifeLines (http://lifelines.nl/lifelines-research/general), The Leiden Longevity Study (http://www.healthy-ageing.nl; http://www.langleven.net), The Netherlands Twin Registry (NTR: http://www.tweelingenregister. org)	https://ega-archive.org/studies/EGAS00001000644	Genome of the Netherlands EGA record names the Netherlands Twin Registry (full name, NTR acronym and URL) as one of five BBMRI-NL biobanks contributing the sequenced trios; PMID is the main GoNL paper linked from the record. EGA site 'Netherlands Twin Registry' 3 results, only this EGAS; 'Netherlands Twin Register' 0.
COHO:0000126	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001002305	PMID:35027648	Polygenic risk modeling for prediction of epithelial ovarian cancer risk.	NEC: National Institutes of Health R01-CA54419 and P50-CA105009 and Department of Defense W81XWH-10-1-02802	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8904525/supplementaryFiles	Weak lead. The quote is from the 'OCAC FUNDING AND ACKNOWLEDGEMENT, Funding for individual studies' section of the Supplementary Information (41431_2021_987_MOESM1_ESM.docx) of Dareng 2022, whose main text says 'OncoArray germline genotype data for the OCAC studies have been deposited at the European Genome-phenome Archive ... under accession EGAS00001002305'. NEC is only an acronym in a boilerplate OCAC acknowledgement; the full name and NEC's presence in the deposited OncoArray data are not stated (the EGA record says only 'cases and controls from multiple studies participating in the Ovarian Cancer Association Consortium'). No EGA record or open paper text names the New England study: EGA site 'New England ovarian' 3 and 'New England Case-Control' 4 results, 0 EGAS; the 130 EGA 'ovarian cancer' studies mention no New England, Massachusetts or New Hampshire source; Europe PMC NECC full name AND ovarian AND EGA terms 0.
COHO:0000127	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001002937 (GoDARTS T2D-GENES exomes) rejected: it names NIDDK only as the funder of the T2D-GENES consortium ('a NIDDK-funded international research consortium'), not the gastroparesis (GpCRC) cohort. EGA site search 'gastroparesis' 0, 'Gastroparesis Clinical Research Consortium' 0, 'GpCRC' 0; EBI Search ega 'gastroparesis' 0; Europe PMC '(gastroparesis OR ""Gastroparesis Clinical Research Consortium"" OR GpCRC) AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 5, none a gastroparesis cohort study. EGA subset membership looks mistaken (it rests on the NIDDK name clash)."
COHO:0000128	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001005421 (COIN CRC GWAS) rejected: acronym clash, its 'NBS' is the 'WTCCC2 project National Blood Donors (NBS) Cohort'. EGA site search 'Nijmegen Biomedical Study' 1 result, a dbGaP OncoArray lung-cancer entry, 0 EGAS; 'Nijmegen' 1 EGAS (300-Obese Radboud cohort, unrelated); EBI Search ega '""Nijmegen Biomedical Study""' 0; Europe PMC '""Nijmegen Biomedical Study"" AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 1 and '(""Nijmegen Biomedical Study"" OR ""Nijmegen Biomedical"") AND (EGA OR ""Genome-phenome"")' 3: USE-IMT carotid paper (EGA link is H3Africa AWI-Gen data only), OCAC pooled-DNA and KRAS papers (no EGA deposit). EGA subset membership looks mistaken (it rests on the acronym clash)."
COHO:0000129	EGA	FOUND	example added	EGAS00001007915	PMID:41857591	Baseline epigenetic clock measures in the Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA).	In NICOLA we have 551,839 directly genotyped and 18,148,478 imputed Single Nucleotide Polymorphisms (SNPs) currently available for 2969 participants.	https://ega-archive.org/studies/EGAS00001007915	Local candidate confirmed: the cohort's own EGA study, which names it in full ('The Northern Ireland COhort for the Longitudinal study of Ageing (NICOLA) is a representative sample of ~8,500 people from across Northern Ireland') and holds its genotype, methylation and epigenetic-clock datasets. PMID is the linked epigenetic-clock paper (the record also holds an epigenetic-clock dataset); the other linked papers are the cohort profiles (PMID:36899371, PMID:37011634).
COHO:0000131	EGA	FOUND	example added	EGAS00001001266	PMID:33239696	Genetic predisposition to hypertension is associated with preeclampsia in European and Central Asian women.	The Norwegian MoBa (Mother, Father and Child Cohort Study) is a longitudinal study of over 110,000 pregnant women, their children and partners, recruited between 1999 and 2008 from maternity units throughout Norway	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7688949/fullTextXML	InterPregGen preeclampsia GWAS: the paper's methods include 1564 validated preeclampsia cases and 999 controls from the MoBa Preeclampsia case-control study, and its data availability lists the meta-analysis datasets EGAD00010001983/EGAD00010001984, which belong to EGAS00001001266 (the EGA record: maternal cases 'from Europe (UK, Iceland, Norway, Denmark, Finland)'). The local candidate EGAS00001000498 (MoBa autism exomes, names MoBa directly) is still 'pending for release', so a released study was preferred.
COHO:0000133	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001005744 rejected: word clash ('IN UTERO ORIGIN OF MYELOFIBROSIS', twin case study). EGA site search 'Outcome Reduction with Initial Glargine Intervention' 0, 'glargine' 0, 'dysglycaemia' 0, 'ORIGIN trial' 3 EGAS, all only using the word 'origin' (cancer of unknown primary, ROBUST lymphoma trial, serum metabolome); EBI Search ega '""Initial Glargine Intervention""' 0; Europe PMC '(""Outcome Reduction with Initial Glargine Intervention"" OR ""ORIGIN trial"") AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 1 (conference abstracts). EGA subset membership looks mistaken (it rests on the word clash)."
COHO:0000137	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'PanCareLIFE' 0, 'PanCare' 0, 'childhood cancer survivors' 2 EGAS (St. Jude Lifetime Cohort; bone density in childhood ALL survivors), 'cisplatin ototoxicity' 0 EGAS (dbGaP Platinum Study), 'ovarian reserve' 1 EGAS (ovarian ageing GWAS, not PanCareLIFE); EBI Search ega 'PanCareLIFE' 0; local tables 0; Europe PMC '(PanCareLIFE OR ""PanCare"") AND (EGAS* OR EGAD* OR ""European Genome-phenome Archive"")' 2 (health-cloud policy paper; neuroblastoma cell study), neither using PanCareLIFE data. EGA subset membership looks mistaken."
COHO:0000138	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'Parkinson Environment and Gene' 1 result, 0 EGAS (dbGaP NGRC Parkinson GWAS, not PEG), 'Parkinson California' 0, 'PEG Parkinson' 0; EBI Search ega '""Parkinson Environment""' 0; local tables 0; Europe PMC '(""Parkinson Environment and Gene"" OR ""Parkinson's Environment and Gene"" OR ""PEG study"") AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 1: Horvath 2016 epigenetic clock paper, where the PEG blood and saliva methylation data are in GEO (GSE72775, GSE78874) and the only EGA data are another group's African samples. EGA subset membership looks mistaken."
COHO:0000140	EGA	FOUND	example added	EGAS50000000708		Saliva Microbiota of Finnish children from the PANIC study	Saliva Microbiota of Finnish children aged between 6-8 yrs in the PANIC study. Baseline data. Studied for various lifestyle conditions and oral diseases (without caries/with caries).	https://ega-archive.org/studies/EGAS50000000708	Local candidate confirmed; acronym checked by context: Finnish children at PANIC baseline, 16S saliva microbiota of 407 participants with caries status. A matching Europe PMC preprint (PPR1231243, doi:10.64898/2025.12.16.694580, no PMID) states it 'examined 400 Finnish children ... aged 7-9 years who provided stimulated saliva samples ... at baseline of the Physical Activity and Nutrition in Children study'. No paper is linked on the EGA record, so PMID is blank and the title is the study's own.
COHO:0000141	EGA	FOUND	example added	EGAS00001004869	PMID:33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	PopCol is a cohort study in Stockholm, Sweden that includes a data-rich set of individuals with data available from bowel symptoms questionnaires, gastroenterology visits and biospecimens (genotype and 16S sequencing from blood and stool samples, respectively).	https://ega-archive.org/studies/EGAS00001004869	Local candidate confirmed: the cohort's own EGA study (genotypes and 16S data), described exactly as in the definition. Its linked MiBioGen paper PMID:33462485 analysed PopCol and states 'POPCOL is available on EGA (EGAS00001004869)' (PMC8515199).
