name,cohorts,id,label,match,candidates,note
cleft lip and/or palate,1,MONDO:0016044,cleft lip/palate,judged,"MONDO:1010034 cleft lip with or without cleft palate, non-human animal (0.948) | MONDO:0022776 cleft lip and/or palate with mucous cysts of lower (0.947) | MONDO:0019508 van der Woude syndrome (0.942) | MONDO:0016044 cleft lip/palate (0.942) | MONDO:0009483 Kapur-Toriello syndrome (0.940) | MONDO:0010560 cleft palate with or without ankyloglossia, X-linked (0.935) | MONDO:0011052 amelia cleft lip palate hydrocephalus iris coloboma (lex)",
cocaine dependence,2,MONDO:0005186,cocaine dependence,exact,"MONDO:0005186 cocaine dependence (0.907) | MONDO:0019544 cocaine intoxication (0.907) | MONDO:0004456 cocaine abuse (0.894) | MONDO:0016007 cocaine embryofetopathy (0.854) | MONDO:1015136 drug intoxication, non-human animal (0.765) | MONDO:0012402 opioid dependence, susceptibility to, 1 (0.764)",
coeliac disease,1,MONDO:0005130,celiac disease,judged,"MONDO:0008930 celiac disease, susceptibility to, 1 (0.948) | MONDO:0005130 celiac disease (0.927) | MONDO:0012339 celiac disease, susceptibility to, 4 (0.918) | MONDO:0012341 celiac disease, susceptibility to, 3 (0.917) | MONDO:0009187 celiac disease-epilepsy-cerebral calcification syndrome (0.888) | MONDO:0017388 celiac trunk compression syndrome (0.871)",
cognitive impairment,1,MONDO:0002039,cognitive disorder,judged,"MONDO:1016251 cognitive dysfunction, non-human animal (0.904) | MONDO:0013680 cognitive impairment with or without cerebellar ataxia (0.892) | MONDO:0010244 CGF1 (0.872) | MONDO:0002039 cognitive disorder (0.858) | MONDO:0044996 cerebral cortex disorder (0.806) | MONDO:0024238 cerebral degeneration (0.805) | MONDO:0014609 cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome (lex)",
colon cancer,5,MONDO:0021063,malignant colon neoplasm,exact,MONDO:0005575 colorectal cancer (0.947) | MONDO:0004663 colon carcinoma in situ (0.940) | MONDO:0021063 malignant colon neoplasm (0.939) | MONDO:0002271 colon adenocarcinoma (0.929) | MONDO:0006155 colon neuroendocrine tumor G1 (0.925) | MONDO:0005401 colonic neoplasm (0.918) | MONDO:0018630 hereditary nonpolyposis colon cancer (lex),
colorectal adenoma,4,MONDO:0005484,colorectal adenoma,exact,"MONDO:0006498 adenomatous colon polyp (0.944) | MONDO:0021055 classic familial adenomatous polyposis (0.941) | MONDO:1013315 colorectal adenoma, non-human animal (0.934) | MONDO:0002271 colon adenocarcinoma (0.926) | MONDO:0012041 familial adenomatous polyposis 2 (0.926) | MONDO:0005008 colorectal adenocarcinoma (0.920) | MONDO:0005484 colorectal adenoma (lex) | MONDO:0006164 colorectal sessile serrated adenoma/polyp (lex)",
colorectal cancer,41,MONDO:0005575,colorectal cancer,exact,"MONDO:0005575 colorectal cancer (0.945) | MONDO:0005008 colorectal adenocarcinoma (0.940) | MONDO:0018630 hereditary nonpolyposis colon cancer (0.936) | MONDO:0006165 colorectal squamous cell carcinoma (0.931) | MONDO:0021444 benign neoplasm of large intestine (0.930) | MONDO:0006157 colorectal adenosquamous carcinoma (0.928) | MONDO:0012132 colorectal cancer, susceptibility to, 1 (lex)",
colorectal polyps,1,MONDO:0021392,polyp of large intestine,judged,"MONDO:1014536 colorectal polyp, non-human animal (0.931) | MONDO:0021055 classic familial adenomatous polyposis (0.916) | MONDO:0006498 adenomatous colon polyp (0.909) | MONDO:0021392 polyp of large intestine (0.904) | MONDO:0012041 familial adenomatous polyposis 2 (0.902) | MONDO:0021400 polyp of colon (0.902) | MONDO:0006164 colorectal sessile serrated adenoma/polyp (lex)",
common diseases,1,,,none,"MONDO:0002886 common bile duct disorder (0.839) | MONDO:1013207 common cold, non-human animal (0.813) | MONDO:0005087 respiratory system disorder (0.810) | MONDO:0004867 upper respiratory tract disorder (0.807) | MONDO:0000270 lower respiratory tract disorder (0.807) | MONDO:0003276 middle ear disorder (0.804) | MONDO:0006709 common bile duct neoplasm (lex)",too general
congenital microcephaly,1,MONDO:0001149,microcephaly,judged,MONDO:0014258 congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome (0.948) | MONDO:0014793 microcephaly-congenital cataract-psoriasiform dermatitis syndrome (0.918) | MONDO:0014643 congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome (0.894) | MONDO:0013735 microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome (0.892) | MONDO:0009803 congenital osteogenesis imperfecta-microcephaly-cataracts syndrome (0.891) | MONDO:0007034 Adams-Oliver syndrome (0.890),congenital
contralateral breast cancer,1,MONDO:0007254,breast cancer,judged,"MONDO:0016419 hereditary breast carcinoma (0.822) | MONDO:0002069 female breast axillary tail cancer (0.820) | MONDO:0004658 breast carcinoma in situ (0.806) | MONDO:0800419 breast cancer, familial, susceptibility to, 2 (0.805) | MONDO:0001850 female breast lower-outer quadrant cancer (0.804) | MONDO:0800420 breast cancer, familial, susceptibility to, 3 (0.804)",second primary in the other breast
conventional (clear cell) renal carcinoma,1,MONDO:0005005,clear cell renal carcinoma,judged,"MONDO:0005005 clear cell renal carcinoma (0.934) | MONDO:0007763 nonpapillary renal cell carcinoma (0.908) | MONDO:0003012 sarcomatoid renal cell carcinoma (0.880) | MONDO:0010456 renal cell carcinoma, Xp11-associated (0.879) | MONDO:0017884 papillary renal cell carcinoma (0.878) | MONDO:0005549 renal cell adenocarcinoma (0.876) | MONDO:0018492 hereditary clear cell renal cell carcinoma (lex)",
COPD,2,MONDO:0005002,chronic obstructive pulmonary disease,judged,"MONDO:0005002 chronic obstructive pulmonary disease (0.934) | MONDO:0011751 COPD, severe early onset (0.913) | MONDO:1013410 chronic obstructive pulmonary disease, non-human animal (0.807) | MONDO:0100167 pulmonary disease, chronic obstructive, susceptibility to (0.797) | MONDO:0005275 lung disorder (0.777) | MONDO:0005087 respiratory system disorder (0.765)",the synonym match gave the severe early-onset form
coronary artery disease,32,MONDO:0005010,coronary artery disorder,exact,"MONDO:0005010 coronary artery disorder (0.958) | MONDO:0800425 coronary artery disease, severe, susceptibility to (0.949) | MONDO:0011817 coronary heart disease, susceptibility to, 1 (0.949) | MONDO:0021661 coronary atherosclerosis (0.942) | MONDO:0012586 coronary artery disease, autosomal dominant 2 (0.927) | MONDO:0012585 coronary heart disease, susceptibility to, 7 (0.926) | MONDO:0012011 coronary artery disease, autosomal dominant, 1 (lex)",
coronary heart disease,14,MONDO:0005010,coronary artery disorder,exact,"MONDO:0011817 coronary heart disease, susceptibility to, 1 (0.953) | MONDO:0005010 coronary artery disorder (0.953) | MONDO:0800425 coronary artery disease, severe, susceptibility to (0.948) | MONDO:0012147 coronary heart disease, susceptibility to, 5 (0.939) | MONDO:0010331 coronary heart disease, susceptibility to, 3 (0.939) | MONDO:0012585 coronary heart disease, susceptibility to, 7 (0.939)",
COVID-19,26,MONDO:0100096,COVID-19,exact,"MONDO:0100096 COVID-19 (0.961) | MONDO:0100233 long COVID-19 (0.923) | MONDO:0100320 post-COVID-19 disorder (0.923) | MONDO:0100163 COVID-19–associated multisystem inflammatory syndrome in children (0.908) | MONDO:0100319 COVID-19–associated multisystem inflammatory syndrome in adults (0.903) | MONDO:0020753 Orthocoronavirinae infectious disease (0.860) | MONDO:1011347 post-COVID-19 disorder, non-human animal (lex)",
critical COVID-19,1,MONDO:0100096,COVID-19,judged,MONDO:0100163 COVID-19–associated multisystem inflammatory syndrome in children (0.860) | MONDO:0100319 COVID-19–associated multisystem inflammatory syndrome in adults (0.852) | MONDO:0100096 COVID-19 (0.837) | MONDO:0100233 long COVID-19 (0.837) | MONDO:0100320 post-COVID-19 disorder (0.837) | MONDO:0100143 obsolete critical COVID-19 infection [obsolete] (0.830),critical
critical illness,1,,,none,"MONDO:0001957 critical illness polyneuropathy (0.868) | MONDO:1014082 medical care complication, non-human animal (0.779) | MONDO:0005091 severe acute respiratory syndrome (0.776) | MONDO:0014973 sudden cardiac failure, infantile (0.770) | MONDO:0001208 acute respiratory failure (0.769) | MONDO:0006502 acute respiratory distress syndrome (0.767) | MONDO:0043783 sclerema neonatorum (lex)",not a disease
Crohn's disease,9,MONDO:0005011,Crohn disease,exact,"MONDO:0005011 Crohn disease (0.960) | MONDO:0000709 Crohn ileitis (0.950) | MONDO:0022901 Crohn disease of the esophagus (0.949) | MONDO:0005532 Crohn's colitis (0.945) | MONDO:1013543 Crohn disease, non-human animal (0.931) | MONDO:0009960 inflammatory bowel disease 1 (0.917)",
cryptosporidiosis,1,MONDO:0015474,cryptosporidiosis,exact,"MONDO:1013569 cryptosporidiosis, non-human animal (0.943) | MONDO:0015474 cryptosporidiosis (0.929) | MONDO:1014970 Cryptosporidium parvum, non-human animal (0.919) | MONDO:1014972 Cryptosporidium varanii, non-human animal (0.891) | MONDO:1014971 Cryptosporidium serpentis, non-human animal (0.890) | MONDO:0014082 cryptosporidiosis-chronic cholangitis-liver disease syndrome (0.889)",
cutaneous malignant melanoma,1,MONDO:0005012,cutaneous melanoma,judged,"MONDO:0013133 melanoma, cutaneous malignant, susceptibility to, 5 (0.944) | MONDO:0012183 melanoma, cutaneous malignant, susceptibility to, 3 (0.944) | MONDO:0007964 melanoma, cutaneous malignant, susceptibility to, 2 (0.944) | MONDO:0011954 melanoma, cutaneous malignant, susceptibility to, 4 (0.943) | MONDO:0013510 melanoma, cutaneous malignant, susceptibility to, 6 (0.943) | MONDO:0007963 melanoma, cutaneous malignant, susceptibility to, 1 (0.943)",
cutaneous melanoma,4,MONDO:0005012,cutaneous melanoma,exact,"MONDO:0021583 melanocytic skin neoplasm (0.943) | MONDO:0005012 cutaneous melanoma (0.937) | MONDO:0012183 melanoma, cutaneous malignant, susceptibility to, 3 (0.936) | MONDO:0007964 melanoma, cutaneous malignant, susceptibility to, 2 (0.936) | MONDO:0013133 melanoma, cutaneous malignant, susceptibility to, 5 (0.935) | MONDO:0011954 melanoma, cutaneous malignant, susceptibility to, 4 (0.935)",
cystic fibrosis,7,MONDO:0009061,cystic fibrosis,exact,"MONDO:1010545 cystic fibrosis, CFTR-related, sheep (0.951) | MONDO:1010544 cystic fibrosis, pig (0.943) | MONDO:0009061 cystic fibrosis (0.942) | MONDO:1010043 cystic fibrosis, non-human animal (0.934) | MONDO:7770003 cystic fibrosis-related diabetes (0.933) | MONDO:7770005 cystic fibrosis-related liver disease (0.930) | MONDO:0009062 cystic fibrosis-gastritis-megaloblastic anemia syndrome (lex)",
cystic fibrosis liver disease,1,MONDO:7770005,cystic fibrosis-related liver disease,judged,"MONDO:7770005 cystic fibrosis-related liver disease (0.894) | MONDO:0009061 cystic fibrosis (0.888) | MONDO:0009062 cystic fibrosis-gastritis-megaloblastic anemia syndrome (0.872) | MONDO:0005413 cystic fibrosis associated meconium ileus (0.870) | MONDO:1010545 cystic fibrosis, CFTR-related, sheep (0.862) | MONDO:0011618 liver fibrocystic disease and polydactyly (0.860) | MONDO:0800118 visceral botryomycosis (lex)",
cystic fibrosis-related diabetes,1,MONDO:7770003,cystic fibrosis-related diabetes,exact,"MONDO:7770003 cystic fibrosis-related diabetes (0.886) | MONDO:7770005 cystic fibrosis-related liver disease (0.866) | MONDO:1010545 cystic fibrosis, CFTR-related, sheep (0.856) | MONDO:0009061 cystic fibrosis (0.856) | MONDO:0005413 cystic fibrosis associated meconium ileus (0.846) | MONDO:0009062 cystic fibrosis-gastritis-megaloblastic anemia syndrome (0.843)",
deep vein thrombosis,1,MONDO:0005399,venous thromboembolism,judged,"MONDO:0010432 thrombophilia, X-linked, due to factor 9 defect (0.920) | MONDO:0008559 thrombophilia due to thrombin defect (0.875) | MONDO:0005399 venous thromboembolism (0.866) | MONDO:0001481 femoral vein thrombophlebitis (0.855) | MONDO:0001148 iliac vein thrombophlebitis (0.851) | MONDO:1013886 vena cava thrombosis, non-human animal (0.849) | MONDO:0026777 VEXAS syndrome (lex) | MONDO:0043361 May-Thurner syndrome (lex)",MONDO has no deep vein thrombosis term
dementia,30,MONDO:0001627,dementia,exact,"MONDO:0001627 dementia (0.929) | MONDO:0010857 semantic dementia (0.921) | MONDO:0019976 dementia pugilistica (0.897) | MONDO:0007488 Lewy body dementia (0.897) | MONDO:0015681 childhood disintegrative disorder (0.892) | MONDO:0000914 cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1 (0.876) | MONDO:0020689 AIDS dementia complex (lex)",
dementia with Lewy bodies,1,MONDO:0007488,Lewy body dementia,exact,"MONDO:0007488 Lewy body dementia (0.941) | MONDO:0010857 semantic dementia (0.873) | MONDO:0007433 dementia/parkinsonism with non-Alzheimer amyloid plaques (0.869) | MONDO:0000914 cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1 (0.839) | MONDO:0800027 leukoencephalopathy, diffuse hereditary, with spheroids 1 (0.836) | MONDO:0007020 Wernicke encephalopathy (0.834)",
dental caries,3,MONDO:0005276,dental caries,exact,MONDO:0001041 dentin caries (0.955) | MONDO:0002233 enamel caries (0.949) | MONDO:0006957 root caries (0.948) | MONDO:0005276 dental caries (0.905) | MONDO:0001890 pulp erosion (0.854) | MONDO:0001762 dentine erosion (0.837),
depression,5,MONDO:0002050,depressive disorder,exact,MONDO:0002444 melancholia (0.895) | MONDO:0002050 depressive disorder (0.885) | MONDO:0001186 depersonalization disorder (0.833) | MONDO:0005929 postpartum depression (0.825) | MONDO:0012050 major depressive disorder 1 (0.805) | MONDO:0012100 major depressive disorder 2 (0.804) | MONDO:0002009 major depressive disorder (lex),
depressive disorders,1,MONDO:0002050,depressive disorder,judged,MONDO:0002444 melancholia (0.898) | MONDO:0005929 postpartum depression (0.881) | MONDO:0002050 depressive disorder (0.876) | MONDO:0012100 major depressive disorder 2 (0.846) | MONDO:0012050 major depressive disorder 1 (0.845) | MONDO:0002009 major depressive disorder (0.832),
developmental dyslexia,1,MONDO:0005489,dyslexia,judged,"MONDO:0011184 childhood apraxia of speech (0.910) | MONDO:0004922 developmental coordination disorder (0.905) | MONDO:0859324 developmental delay, language impairment, and ocular abnormalities (0.888) | MONDO:0957815 developmental delay with or without epilepsy (0.887) | MONDO:0014224 developmental delay with autism spectrum disorder and gait instability (0.883) | MONDO:0032760 developmental delay with or without dysmorphic facies and autism (0.883)",
developmental language disorder,1,MONDO:0000724,specific language impairment,judged,"MONDO:0859324 developmental delay, language impairment, and ocular abnormalities (0.908) | MONDO:0011184 childhood apraxia of speech (0.899) | MONDO:0859178 developmental delay, impaired speech, and behavioral abnormalities (0.891) | MONDO:0014224 developmental delay with autism spectrum disorder and gait instability (0.885) | MONDO:0005503 developmental disorder of mental health (0.882) | MONDO:0957815 developmental delay with or without epilepsy (0.880) | MONDO:0859257 intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism (lex) | MONDO:0030051 intellectual developmental disorder with autistic features and language delay, with or without seizures (lex)",the synonym match gave familial developmental dysphasia; developmental language disorder is the current name of specific language impairment
developmental stuttering,1,MONDO:0000723,stutter disorder,judged,"MONDO:0011184 childhood apraxia of speech (0.876) | MONDO:0980728 developmental delay with sleep apnea (0.869) | MONDO:0014224 developmental delay with autism spectrum disorder and gait instability (0.866) | MONDO:0957815 developmental delay with or without epilepsy (0.861) | MONDO:0859178 developmental delay, impaired speech, and behavioral abnormalities (0.860) | MONDO:0859324 developmental delay, language impairment, and ocular abnormalities (0.859)",
diabetes,21,MONDO:0005015,diabetes mellitus,exact,"MONDO:0005148 type 2 diabetes mellitus (0.948) | MONDO:0005015 diabetes mellitus (0.942) | MONDO:1010574 diabetes mellitus, dog (0.938) | MONDO:0005406 gestational diabetes (0.938) | MONDO:1010576 diabetes mellitus, horse (0.937) | MONDO:1010577 diabetes mellitus, pig (0.936) | MONDO:0011668 maturity-onset diabetes of the young type 6 (lex)",
diabetes mellitus,1,MONDO:0005015,diabetes mellitus,exact,"MONDO:0005148 type 2 diabetes mellitus (0.966) | MONDO:1010574 diabetes mellitus, dog (0.963) | MONDO:1010576 diabetes mellitus, horse (0.961) | MONDO:1010577 diabetes mellitus, pig (0.961) | MONDO:0005147 type 1 diabetes mellitus (0.960) | MONDO:1010579 diabetes mellitus, rabbit (0.959) | MONDO:0005015 diabetes mellitus (lex)",
diabetic heart disease,1,EFO:1001458,diabetic cardiomyopathy,judged,MONDO:0022650 cardiomyopathy diabetes deafness (0.860) | MONDO:0000960 diabetic peripheral angiopathy (0.855) | MONDO:0044875 coronary microvascular disorder (0.849) | MONDO:0001299 diabetic autonomic neuropathy (0.847) | MONDO:0005408 diabetes mellitus type 2 associated cataract (0.846) | MONDO:0005016 diabetic kidney disease (0.843) | MONDO:0010802 pancreatic hypoplasia-diabetes-congenital heart disease syndrome (lex) | MONDO:0100540 GATA6-related congenital heart disease with or without pancreatic hypoplasia or diabetes (lex),diabetic cardiomyopathy; only EFO defines it
diabetic kidney disease,2,MONDO:0005016,diabetic kidney disease,exact,"MONDO:0005016 diabetic kidney disease (0.937) | MONDO:0005408 diabetes mellitus type 2 associated cataract (0.876) | MONDO:0005266 diabetic retinopathy (0.876) | MONDO:1011270 diabetic cataract, degu (0.875) | MONDO:0004728 diabetic macular edema (0.874) | MONDO:0000960 diabetic peripheral angiopathy (0.872) | MONDO:0007869 Kyrle disease (lex)",
diabetic nephropathy,5,MONDO:0005016,diabetic kidney disease,exact,MONDO:0005016 diabetic kidney disease (0.945) | MONDO:0005266 diabetic retinopathy (0.878) | MONDO:0001583 diabetic polyneuropathy (0.873) | MONDO:0000960 diabetic peripheral angiopathy (0.868) | MONDO:0004728 diabetic macular edema (0.868) | MONDO:0006626 diabetic neuropathy (0.868) | MONDO:0008843 atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome (lex),
diabetic retinopathy,6,MONDO:0005266,diabetic retinopathy,exact,"MONDO:0005266 diabetic retinopathy (0.946) | MONDO:0004728 diabetic macular edema (0.918) | MONDO:0001661 background diabetic retinopathy (0.906) | MONDO:1011270 diabetic cataract, degu (0.894) | MONDO:0001687 diabetic cataract (0.883) | MONDO:1010343 diabetic cataract, non-human animal (0.882)",
diffuse large B-cell lymphoma,5,MONDO:0018905,diffuse large B-cell lymphoma,exact,MONDO:0006268 liver diffuse large B-cell lymphoma (0.957) | MONDO:0006462 thyroid gland diffuse large B-cell lymphoma (0.957) | MONDO:0006387 primary pulmonary diffuse large B-cell lymphoma (0.956) | MONDO:0006117 breast diffuse large B-cell lymphoma (0.956) | MONDO:0006417 small intestinal diffuse large B-cell lymphoma (0.955) | MONDO:0850418 diffuse large B-cell lymphoma activated B-cell type (0.953) | MONDO:0018905 diffuse large B-cell lymphoma (lex),
dilated cardiomyopathy,4,MONDO:0005021,dilated cardiomyopathy,exact,"MONDO:1010448 dilated cardiomyopathy, dog (0.962) | MONDO:1010450 dilated cardiomyopathy, pig (0.960) | MONDO:1010452 dilated cardiomyopathy, rabbit (0.958) | MONDO:1010449 dilated cardiomyopathy, domestic cat (0.952) | MONDO:0014073 dilated cardiomyopathy 1II (0.951) | MONDO:0011567 dilated cardiomyopathy 1K (0.951) | MONDO:0005021 dilated cardiomyopathy (lex) | MONDO:0011581 arrhythmogenic cardiomyopathy with wooly hair and keratoderma (lex)",
Down syndrome,1,MONDO:0008608,Down syndrome,exact,"MONDO:0008608 Down syndrome (0.914) | MONDO:0035133 PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome (0.779) | MONDO:0957810 developmental delay, dysmorphic facies, and brain anomalies (0.777) | MONDO:0030988 developmental delay with dysmorphic facies and dental anomalies (0.775) | MONDO:0009128 dwarfism, intellectual disability, and eye abnormality (0.773) | MONDO:0031632 developmental delay with short stature, dysmorphic facial features, and sparse hair (0.772) | MONDO:0021702 alcohol amnestic disorder (lex)",
drug-induced liver injury,2,MONDO:0005359,drug-induced liver injury,exact,MONDO:0005359 drug-induced liver injury (0.923) | MONDO:0002184 drug-induced hepatitis (0.867) | MONDO:0016474 drug-induced lupus erythematosus (0.863) | MONDO:0019535 drug-induced autoimmune hemolytic anemia (0.852) | MONDO:0850094 drug-induced hearing loss (0.843) | MONDO:0016664 drug-induced vasculitis (0.840),
Dupuytren disease,2,MONDO:0006345,palmar fibromatosis,judged,"MONDO:0006345 palmar fibromatosis (0.945) | MONDO:0005360 obsolete Dupuytren contracture [obsolete] (0.829) | MONDO:0011356 exostosis, Dupuytren subungual (0.788) | MONDO:0007476 familial Dupuytren contracture (0.780) | MONDO:0033672 Duane anomaly-myopathy-scoliosis syndrome (0.761) | MONDO:1016228 digital flexor tendon sheath - deep digital flexor tendon tear tenosynovitis, non-human animal (0.757)","Dupuytren contracture is obsolete in MONDO, replaced by palmar fibromatosis"
Dupuytren's disease,1,MONDO:0006345,palmar fibromatosis,judged,"MONDO:0006345 palmar fibromatosis (0.945) | MONDO:0005360 obsolete Dupuytren contracture [obsolete] (0.827) | MONDO:0011356 exostosis, Dupuytren subungual (0.788) | MONDO:0007476 familial Dupuytren contracture (0.782) | MONDO:0033672 Duane anomaly-myopathy-scoliosis syndrome (0.761) | MONDO:1016228 digital flexor tendon sheath - deep digital flexor tendon tear tenosynovitis, non-human animal (0.756)","Dupuytren contracture is obsolete in MONDO, replaced by palmar fibromatosis"
dysglycemia,1,HP:0011015,Abnormal blood glucose concentration,judged,"MONDO:0100180 diabetes mellitus, ketosis-prone (0.830) | MONDO:0012819 diabetic ketoacidosis (0.821) | MONDO:1010574 diabetes mellitus, dog (0.818) | MONDO:1010577 diabetes mellitus, pig (0.818) | MONDO:0005015 diabetes mellitus (0.817) | MONDO:1010576 diabetes mellitus, horse (0.816)",
dyslexia,6,MONDO:0005489,dyslexia,exact,"MONDO:0005489 dyslexia (0.930) | MONDO:0010348 dyslexia, susceptibility to, 9 (0.907) | MONDO:0012168 dyslexia, susceptibility to, 8 (0.906) | MONDO:0800430 dyslexia, susceptibility to, 7 (0.906) | MONDO:0800429 dyslexia, susceptibility to, 4 (0.906) | MONDO:0011418 dyslexia, susceptibility to, 3 (0.906) | MONDO:0001712 alexia (lex)",
dyslipidemia,1,HP:0003119,Abnormal circulating lipid concentration,judged,"MONDO:0018473 hyperlipoproteinemia type 3 (0.938) | MONDO:0021187 hyperlipidemia (0.834) | MONDO:0011470 hyperlipidemia, combined, 2 (0.820) | MONDO:0011237 hyperlipidemia, combined, 1 (0.818) | MONDO:1012975 hyperlipidemia, non-human animal (0.815) | MONDO:1012776 atherosclerosis, APOE-related, rabbit (0.810) | MONDO:0015905 syndromic dyslipidemia (lex) | MONDO:0002525 inherited lipid metabolism disorder (lex)",
dysplasia,1,,,none,MONDO:0006151 colon dysplasia (0.938) | MONDO:0006736 dysplasia of cervix (0.931) | MONDO:0008090 cyclic hematopoiesis (0.927) | MONDO:0009755 neutrophil actin dysfunction (0.921) | MONDO:0016357 dysplastic cortical hyperostosis (0.904) | MONDO:0100538 dysplasminogenemia (0.901) | MONDO:0009189 multiple epiphyseal dysplasia type 4 (lex) | MONDO:0011765 multiple epiphyseal dysplasia type 5 (lex),too vague; only EFO has a bare dysplasia term
early childhood caries,1,MONDO:0005276,dental caries,judged,"MONDO:0800491 early-infantile DEE (0.816) | MONDO:0014201 developmental and epileptic encephalopathy, 18 (0.812) | MONDO:0014150 developmental and epileptic encephalopathy 94 (0.808) | MONDO:0013389 developmental and epileptic encephalopathy, 12 (0.807) | MONDO:0012812 developmental and epileptic encephalopathy, 4 (0.807) | MONDO:0014392 developmental and epileptic encephalopathy, 25 (0.806)",early childhood
early-onset ischemic stroke,1,MONDO:1060198,ischemic stroke,judged,"MONDO:0020671 obsolete susceptibility to ischemic stroke [obsolete] (0.866) | MONDO:0014233 early-onset Parkinson disease 20 (0.832) | MONDO:0011517 pseudohyperaldosteronism type 2 (0.832) | MONDO:0005264 transient ischemic attack (0.826) | MONDO:0012789 dystonia 16 (0.823) | MONDO:0017279 young-onset Parkinson disease (0.821) | MONDO:0010829 cerebral arteriopathy, autosomal recessive, with subcortical infarcts and leukoencephalopathy 2 (lex)",early-onset
eczema,4,MONDO:0004980,atopic eczema,exact,"MONDO:0004980 atopic eczema (0.958) | MONDO:0002136 eczematous dermatitis of eyelid (0.929) | MONDO:0004712 herpes simplex dermatitis (0.884) | MONDO:0010518 Wiskott-Aldrich syndrome (0.864) | MONDO:0011608 dermatitis, atopic, 5 (0.831) | MONDO:0011609 dermatitis, atopic, 6 (0.830) | MONDO:0009124 Dubowitz syndrome (lex)",
emotional health problems,1,MONDO:0005084,mental disorder,judged,"MONDO:1017096 psychological infertility, non-human animal (0.820) | MONDO:0005084 mental disorder (0.817) | MONDO:1011351 psychiatric disorder, non-human animal (0.807) | MONDO:0000679 social emotional agnosia (0.807) | MONDO:0021745 psychosocial short stature (0.807) | MONDO:0002025 psychiatric disorder (0.796)",nearest term
emphysema,2,MONDO:0004849,pulmonary emphysema,exact,"MONDO:0004849 pulmonary emphysema (0.960) | MONDO:0007535 emphysema, hereditary pulmonary (0.947) | MONDO:0007536 congenital lobar emphysema (0.928) | MONDO:0013282 alpha 1-antitrypsin deficiency (0.918) | MONDO:0005742 emphysematous cholecystitis (0.902) | MONDO:1013546 emphysematous cholecystitis, non-human animal (0.867) | MONDO:0000923 interstitial emphysema (lex)",
end-stage kidney disease,1,MONDO:0004375,end stage renal failure,judged,"MONDO:0004375 end stage renal failure (0.946) | MONDO:0100193 chronic liver failure (0.864) | MONDO:0024327 chronic renal failure syndrome (0.863) | MONDO:0007669 renal cysts and diabetes syndrome (0.861) | MONDO:0002492 acute kidney injury (0.853) | MONDO:1013779 kidney failure, non-human animal (0.851) | MONDO:0007086 autosomal dominant Alport syndrome (lex)",
end-stage organ disease (solid organ transplant recipients),1,,,none,"MONDO:0100193 chronic liver failure (0.854) | MONDO:0004375 end stage renal failure (0.848) | MONDO:1013898 end-stage hypertrophic cardiomyopathy, non-human animal (0.790) | MONDO:1011312 disease related to transplantation, non-human animal (0.781) | MONDO:0035426 obsolete rare disorder potentially indicated for transplant or complication after transplantation [obsolete] (0.781) | MONDO:0033203 nephrotic syndrome 14 (0.772)",several organs
end-stage renal disease,2,MONDO:0004375,end stage renal failure,judged,"MONDO:0004375 end stage renal failure (0.955) | MONDO:0100193 chronic liver failure (0.869) | MONDO:0007669 renal cysts and diabetes syndrome (0.863) | MONDO:1012237 renal insufficiency, dog (0.852) | MONDO:0001106 kidney failure (0.850) | MONDO:1011911 renal insufficiency, non-human animal (0.849) | MONDO:0018965 Alport syndrome (lex)",
endometrial cancer,6,MONDO:0011962,endometrial cancer,exact,MONDO:0011962 endometrial cancer (0.947) | MONDO:0006192 endometrial endometrioid adenocarcinoma (0.940) | MONDO:0006335 ovarian endometrioid adenocarcinoma (0.939) | MONDO:0003665 cervical endometrioid adenocarcinoma (0.937) | MONDO:0004174 secretory uterine corpus endometrioid adenocarcinoma (0.933) | MONDO:0003315 endometrium carcinoma in situ (0.932),
endometriosis,2,MONDO:0005133,endometriosis,exact,"MONDO:0010888 adenomyosis (0.959) | MONDO:0006337 ovarian endometriosis (0.959) | MONDO:0001284 endometriosis of intestine (0.955) | MONDO:0015305 obsolete rare endometriosis [obsolete] (0.944) | MONDO:0005133 endometriosis (0.943) | MONDO:1013695 endometriosis, non-human animal (0.941) | MONDO:0001282 fallopian tube endometriosis (lex)",
eosinophilic esophagitis,1,MONDO:0005361,eosinophilic esophagitis,exact,"MONDO:0005407 childhood eosinophilic esophagitis (0.946) | MONDO:0005361 eosinophilic esophagitis (0.932) | MONDO:0013260 esophagitis, eosinophilic, 2 (0.926) | MONDO:0012451 esophagitis, eosinophilic, 1 (0.926) | MONDO:0016129 eosinophilic gastroenteritis (0.908) | MONDO:1013416 eosinophilic gastroenteritis, non-human animal (0.905)",
