ID	example study	PMID	note	quote	URL	title
COHO:0000102	EGAS00001000048		added 2026-09-23 as the EGA subset's example: Local candidate confirmed on the EGA record: migraine cases from IHGC member sites exome-sequenced (same text on sibling studies EGAS00001000190 and EGAS00001000386). PMID left blank: all papers linked to these EGA studies are EuroEPINOMICS epilepsy papers, none on the IHGC migraine samples. EGA site search 'migraine' found no other IHGC study.	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS.	https://ega-archive.org/studies/EGAS00001000048	Paroxysmal neurological disorders
COHO:0000104	EGAS00001001077	PMID:30218040	added 2026-09-23 as the EGA subset's example: Luijk 2018 (a publication of the BIOS EGA study; 'Raw data were submitted to the European Genome-phenome Archive (EGA) under accession EGAS00001001077') acknowledges the ISC as a sample contributor, and its methods use 'The Aberdeen case-control sample ... described elsewhere 61, 62' (ref 62 = the ISC's 2008 CNV paper) as a replication cohort with genotype and methylation data. So ISC-member samples were analysed, though the EGA deposit itself holds the Dutch BIOS data. Weaker alternative: PGC CNV call set EGAS00001001960, whose record lists the ISC paper only as a reference. EGA site 'International Schizophrenia Consortium' 0 EGAS (dbGaP only).	Samples were contributed by LifeLines, the Leiden Longevity Study, the Netherlands Twin Registry (NTR), the Rotterdam Study, the Genetic Research in Isolated Populations program, the Cohort on Diabetes and Atherosclerosis Maastricht (CODAM) study, the Prospective ALS study Netherlands (PAN), Avon Longitudinal Study of Parents and Children (ALSPAC), International Schizophrenia Consortium, Cooperative Health Research in the Ausburg Region (KORA), TwinsUK.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6138682/fullTextXML	
COHO:0000105	EGAS00001000458	PMID:34440402	added 2026-09-23 as the EGA subset's example: EGA record names INGI in full (Val Borbera isolate, matches definition). Linked paper PMID:34440402 analysed INGI-FVG, INGI-VBI and INGI-CAR and cites EGAS00001000458 in its data availability (PMC8394865). Sibling INGI studies: EGAS00001000460 (Carlantino), EGAS00001000398 (VBSEQ).	This study includes Phase 2 whole-genome sequencing data (at 4x depth)of 100 individuals from an Italian genetic isolate population (Val Borbera, abbreviated VBI) of the Italian Network of Genetic Isolates (INGI).	https://ega-archive.org/studies/EGAS00001000458	
COHO:0000107	GCST90239997	PMID:26068415	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset			
COHO:0000107	EGAS00001000644	PMID:24974849	added 2026-09-23 as the EGA subset's example: Genome of the Netherlands EGA record names the Leiden Longevity Study (full name, Leiden URLs) as one of five BBMRI-NL biobanks contributing the sequenced trios. PMID is the main GoNL paper linked from the record.	Samples where contributed by LifeLines (http://lifelines.nl/lifelines-research/general), The Leiden Longevity Study (http://www.healthy-ageing.nl; http://www.langleven.net), The Netherlands Twin Registry	https://ega-archive.org/studies/EGAS00001000644	
COHO:0000109	EGAS00001002619	PMID:28961250	added 2026-09-23 as the EGA subset's example: EGA record names the Singapore Living Biobank and describes it exactly as the definition does (healthy Chinese and Malay participants sampled from MEC and SH2012 for phenotype recall of high-impact variant carriers). Other 'living biobank' EGA hits are unrelated organoid biobanks.	We generated whole-exome sequencing data and Illumina OmniExpress array genotyping data for 1,299 Chinese and 1,229 Malays from the Singapore Living Biobank.	https://ega-archive.org/studies/EGAS00001002619	
COHO:0000113	GCST90446466	PMID:39424413	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	MARTHA [Marseille Thrombosis Association]	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=ext_id%3A39424413+AND+src%3Amed&format=json&resultType=core	
COHO:0000113	EGAS00001002123	PMID:28053049	added 2026-09-23 as the EGA subset's example: Local candidate confirmed. MARTHA is an acronym here, confirmed as the Marseille cohort by the paper (https://pmc.ncbi.nlm.nih.gov/articles/PMC5703348/): thrombosis (factor XI) GWAS whose co-authors include the MARTHA investigators at INSERM UMR_S 1062 Marseille (Suchon, Morange, Trégouët), and 'The MARTHA project was supported by grants from the Program Hospitalier de Recherche Clinique'. MARTHA was a discovery cohort whose GWAS results are in the deposited meta-analysis. No other EGA study names MARTHA (EGA site 'MARTHA' 1, 'Marseille Thrombosis' 0).	Individual GWAS analyses, including a total of 16,169 European individuals from the ARIC, GHS, MARTHA and PROCARDIS studies, were meta-analyzed, and results are presented here.	https://ega-archive.org/studies/EGAS00001002123	
COHO:0000123	EGAS00001000825	PMID:32150548	added 2026-09-23 as the EGA subset's example: Local candidate (INTERVAL WES) confirmed through its paper: the analysed participants are INTERVAL blood donors recruited through NHSBT ('a large cohort of 7,142 healthy blood donors'), and the paper's data availability points to this study's dataset EGAD00001002221. The EGA record itself does not name NHSBT. Alternative: EGAS00001001355 (INTERVAL WGS; Gilly 2018, PMC6220258, same NHSBT statement).	Participants in the INTERVAL randomised controlled trial were recruited with the active collaboration of NHS Blood and Transplant England	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7108731/fullTextXML	
COHO:0000124	EGAS00001005412	PMID:36539618	added 2026-09-23 as the EGA subset's example: Local candidate confirmed: dedicated NSCCG EGA study naming the cohort in full. Its linked paper PMID:36539618 analysed NSCCG and gives 'EGAS00001005412 (NSCCG)' in its data availability (PMC10094749).	Genotype data of 7,281 individuals with colorectal cancer from the National Study of Colorectal Cancer Genetics (NSCCG) study.	https://ega-archive.org/studies/EGAS00001005412	
COHO:0000125	GCST90240004	PMID:26068415	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset			
COHO:0000125	EGAS00001000644	PMID:24974849	added 2026-09-23 as the EGA subset's example: Genome of the Netherlands EGA record names the Netherlands Twin Registry (full name, NTR acronym and URL) as one of five BBMRI-NL biobanks contributing the sequenced trios; PMID is the main GoNL paper linked from the record. EGA site 'Netherlands Twin Registry' 3 results, only this EGAS; 'Netherlands Twin Register' 0.	Samples where contributed by LifeLines (http://lifelines.nl/lifelines-research/general), The Leiden Longevity Study (http://www.healthy-ageing.nl; http://www.langleven.net), The Netherlands Twin Registry (NTR: http://www.tweelingenregister. org)	https://ega-archive.org/studies/EGAS00001000644	
COHO:0000129	GCST010723	PMID:32843070	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	Northern Ireland Cohort for Longitudinal Study of Ageing	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7449002/fullTextXML	
COHO:0000129	EGAS00001007915	PMID:41857591	added 2026-09-23 as the EGA subset's example: Local candidate confirmed: the cohort's own EGA study, which names it in full ('The Northern Ireland COhort for the Longitudinal study of Ageing (NICOLA) is a representative sample of ~8,500 people from across Northern Ireland') and holds its genotype, methylation and epigenetic-clock datasets. PMID is the linked epigenetic-clock paper (the record also holds an epigenetic-clock dataset); the other linked papers are the cohort profiles (PMID:36899371, PMID:37011634).	In NICOLA we have 551,839 directly genotyped and 18,148,478 imputed Single Nucleotide Polymorphisms (SNPs) currently available for 2969 participants.	https://ega-archive.org/studies/EGAS00001007915	
COHO:0000131	GCST90104629	PMID:35315439	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	Norwegian Mother, Father and Child Cohort Study	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=ext_id%3A35315439+AND+src%3Amed&format=json&resultType=core	
COHO:0000131	EGAS00001001266	PMID:33239696	added 2026-09-23 as the EGA subset's example: InterPregGen preeclampsia GWAS: the paper's methods include 1564 validated preeclampsia cases and 999 controls from the MoBa Preeclampsia case-control study, and its data availability lists the meta-analysis datasets EGAD00010001983/EGAD00010001984, which belong to EGAS00001001266 (the EGA record: maternal cases 'from Europe (UK, Iceland, Norway, Denmark, Finland)'). The local candidate EGAS00001000498 (MoBa autism exomes, names MoBa directly) is still 'pending for release', so a released study was preferred.	The Norwegian MoBa (Mother, Father and Child Cohort Study) is a longitudinal study of over 110,000 pregnant women, their children and partners, recruited between 1999 and 2008 from maternity units throughout Norway	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7688949/fullTextXML	
COHO:0000140	GCST90275189	PMID:37798380	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	Physical Activity and Nutrition in Children study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10632150/supplementaryFiles#41588_2023_1520_MOESM1_ESM.pdf	
COHO:0000140	EGAS50000000708		added 2026-09-23 as the EGA subset's example: Local candidate confirmed; acronym checked by context: Finnish children at PANIC baseline, 16S saliva microbiota of 407 participants with caries status. A matching Europe PMC preprint (PPR1231243, doi:10.64898/2025.12.16.694580, no PMID) states it 'examined 400 Finnish children ... aged 7-9 years who provided stimulated saliva samples ... at baseline of the Physical Activity and Nutrition in Children study'. No paper is linked on the EGA record, so PMID is blank and the title is the study's own.	Saliva Microbiota of Finnish children aged between 6-8 yrs in the PANIC study. Baseline data. Studied for various lifestyle conditions and oral diseases (without caries/with caries).	https://ega-archive.org/studies/EGAS50000000708	Saliva Microbiota of Finnish children from the PANIC study
COHO:0000141	GCST90002250	PMID:34957435	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	The Population-based Colonoscopy (PopCol) study is a cohort of Swedish-born individuals from Stockholm, Sweden	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML	
COHO:0000141	EGAS00001004869	PMID:33462485	added 2026-09-23 as the EGA subset's example: Local candidate confirmed: the cohort's own EGA study (genotypes and 16S data), described exactly as in the definition. Its linked MiBioGen paper PMID:33462485 analysed PopCol and states 'POPCOL is available on EGA (EGAS00001004869)' (PMC8515199).	PopCol is a cohort study in Stockholm, Sweden that includes a data-rich set of individuals with data available from bowel symptoms questionnaires, gastroenterology visits and biospecimens (genotype and 16S sequencing from blood and stool samples, respectively).	https://ega-archive.org/studies/EGAS00001004869	
COHO:0000142	GCST90271557	PMID:37679419	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	PROCARDIS	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10484788/supplementaryFiles#41588_2023_1462_MOESM6_ESM.xlsx	
COHO:0000142	EGAS00000000055	PMID:20032323	added 2026-09-23 as the EGA subset's example: Dedicated PROCARDIS EGA study (better than the local candidate EGAS00001002123, where PROCARDIS is one of four discovery GWAS). The record describes a CAD case-control gene-chip study of 3145 cases and 3352 controls, and its linked paper is authored by the PROCARDIS Consortium, matching the definition (CHD case-control collection).	Procardis study on novel susceptibility genes for coronary artery disease (CAD)	https://ega-archive.org/studies/EGAS00000000055	
COHO:0000144	GCST90096810	PMID:34523676	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	Prospective investigation of the Vasculature in Uppsala Seniors study	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=ext_id%3A34523676+AND+src%3Amed&format=json&resultType=core	
COHO:0000144	EGAS00001003583	PMID:31684996	added 2026-09-23 as the EGA subset's example: Local candidate confirmed. PIVUS is an acronym on the EGA record; the paper (PMC6827221) expands it ('65 healthy participants from the Prospective Investigation of Uppsala Seniors (PIVUS) study [28] at both age 70 and 80'), its Uppsala co-authors fit the definition, and its data availability gives this study's dataset EGAD00001004965.	We performed RNA sequencing in whole-blood from the same individuals from the PIVUS study at ages 70 and 80 to quantify how gene expression, alternative splicing, and their genetic regulation are altered during this 10-year period of advanced aging.	https://ega-archive.org/studies/EGAS00001003583	
COHO:0000146	EGAS00001001960	PMID:27869829	added 2026-09-23 as the EGA subset's example: PGC CNV Analysis Group study; the same text defines PGC as the Psychiatric Genomics Consortium (the renamed Psychiatric GWAS Consortium) and states the rare CNV call set 'can be obtained from the European Genome-Phenome Archive (Study accession #EGAS00001001960)'; the EGA dataset is released through the 'PGC CNV Data Access Committee'. Preferred over the local candidate EGAS00001000913 (WTCCC3 anorexia nervosa; linked to the PGC only via the later Eating Disorders Working Group, outside the definition's five disorders).	Here, we report the largest genome-wide analysis of CNVs for any psychiatric disorder to date, using datasets assembled by the Schizophrenia Working Group of the PGC.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_json/PMC5737772/unicode	
COHO:0000149	EGAS00001003103	PMID:30206357	added 2026-09-23 as the EGA subset's example: Local candidate confirmed on the EGA record: the SLSJ asthma familial cohort named in full (matches synonym and definition; asthma and allergy traits in the Quebec founder population). The sibling candidate EGAS00001003077 (same description) is still 'pending for release'.	Samples from 149 trios from the Saguenay-Lac-Saint-Jean asthma familial cohort were all sequenced using a custom capture panel developed by our group, followed by next-generation sequencing.	https://ega-archive.org/studies/EGAS00001003103	
COHO:0000151	GCST90001391	PMID:32929287	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	The SardiNIA project is a longitudinal study comprising 6,602 general population individuals	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8517961/unicode	
COHO:0000151	EGAS00001002212	PMID:26366554	added 2026-09-23 as the EGA subset's example: Local candidate confirmed on the EGA record: the SardiNIA longitudinal study named as the source of 2090 sequenced individuals. Alternative: EGAS00001002105 ('RNAseq data of polyA+ RNA from Leukocytes from 624 individuals of the SardiNIA cohort', PMID:28394350).	The dataset includes the VCF files with the list of variants, and their frequency, found in 3,514 Sardinian individuals recruited from the SardiNIA longitudinal study (N=2090) and from a case-control study of autoimmune diseases in Sardinia (N=1424).	https://ega-archive.org/studies/EGAS00001002212	
COHO:0000152	GCST90061374	PMID:34601942	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset			
COHO:0000152	EGAS00001001459	PMID:31118516	added 2026-09-23 as the EGA subset's example: Quote is from Supplementary Table 1 (41586_2019_1231_MOESM3_ESM.xlsx), GoT2D 'Malmo-Botnia Study' row, which adds '125 cases were selected from each of the Scania and Malmö studies' and gives EGA datasets 'EGAD00001002246, EGAD00001002247'. The dataset pages place EGAD00001002247 in the GoT2D study EGAS00001001459 and EGAD00001002246 in EGAS00001001460 (T2D-GENES/GoT2D 13K exomes). The GoT2D paper (PMID:27398621, which gives EGAS00001001459) lists the Malmo-Botnia Study (Finland, Sweden) but does not name the registry. Two-step link (registry cases inside the Malmo-Botnia sample), stated verbatim in the supplement.	individuals drawn from three prospective cohorts: the Malmö Preventive Project, the Scania Diabetes Registry, and the Botnia Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6699738/supplementaryFiles	
COHO:0000159	GCST90274758	PMID:37563310	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset			
COHO:0000159	EGAS00001005860	PMID:35410376	added 2026-09-23 as the EGA subset's example: Local candidate confirmed on the EGA record: 'Swedish Bipolar Disorder exome sequencing (SWEBIC)', a Karolinska Institute and Stanley Center collaboration on Swedish bipolar cases (matches the definition and both synonyms); linked paper PMID:35410376.	In this project we sequenced and analyzed the whole exomes of 5340 SWEBIC Bipolar case samples from collaborators in Sweden.	https://ega-archive.org/studies/EGAS00001005860	
COHO:0000160	GCST90102256	PMID:34982741	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	a cohort of 1,130 twins from the Swedish Twin Registry	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=ext_id%3A34982741+AND+src%3Amed&format=json&resultType=core	
COHO:0000160	EGAS50000000906	PMID:28832569	added 2026-09-23 as the EGA subset's example: SweGen EGA study naming the Swedish Twin Registry in full (the record also says 'The samples originate from the Swedish Twin Registry (STR)'); linked paper PMID:28832569. Found by EGA site search 'Swedish Twin Registry' (1 result); no local candidate.	This Study contains four datasets where the first one contains whole-genome sequencing data in CRAM-format for 942 individuals from the Swedish Twin Registry	https://ega-archive.org/studies/EGAS50000000906	
COHO:0000164	GCST90129632	PMID:35446786	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	the Fenland study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9220927/fullTextXML	
COHO:0000164	EGAS00001000124	PMID:32492392	added 2026-09-23 as the EGA subset's example: Marenne 2020 is a publication linked on EGA study EGAS00001000124 (UK10K_OBESITY_SCOOP) and states 'SCOOP and INTERVAL WES data are accessible from ... EGA: EGAS00001000124 and EGA: EGAS00001000825'. Fenland participants were sequenced and analysed as stage-2 controls, but the EGA deposit holds the SCOOP exomes, not Fenland data. The only EGA study found with Fenland's own data, EGAS00001007822 (Fenland_Exomes, local candidate), is 'pending for release' and worded as a proposal. Other Fenland uses: GoT2D (Fen-EPIC in exome-array replication only), Seyres 2022 (EGAS00001003780; Fenland lipids for validation).	Targeted sequencing was performed in an additional unrelated 1,810 SCOOP cases and 2,647 controls from the Fenland cohort (stage 2)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7267775/fullTextXML	
COHO:0000166	GCST90010102	PMID:33303764	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	in a population-based cohort (MANOLIS)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7729872/fullTextXML	
COHO:0000166	EGAS00001001207	PMID:30405126	added 2026-09-23 as the EGA subset's example: EGA record names HELIC MANOLIS (synonym; Cretan isolate, matches definition). Its linked paper PMID:30405126 states 'Sequencing data are available at the European Genome-Phenome Archive under accession numbers EGAS00001001207 for MANOLIS' (PMC6220258). The local candidates EGAS00001000067, EGAS00001000630 and EGAS00001000392 are further MANOLIS studies.	15x whole genome sequencing in samples from the Cretan Greek isolate collection HELIC MANOLIS	https://ega-archive.org/studies/EGAS00001001207	
COHO:0000169	GCST90060568	PMID:34503513	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	5662 hospital controls from the Pakistan Risk of Myocardial Infarction Study	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=ext_id%3A34503513+AND+src%3Amed&format=json&resultType=core	
COHO:0000169	EGAS00001001230		added 2026-09-23 as the EGA subset's example: Local candidate; the record goes on 'RNA-seq has been successfully completed in 165 individuals', so PROMIS participants were analysed. PROMIS is an acronym here; the myocardial-infarction case-control design fits the Pakistani study (the unrelated Patient-Reported Outcomes PROMIS is not an MI collection). CAUTION: the study is 'pending for release' and has no linked paper, as is the other candidate EGAS00001000239 (WGS of 8 PROMIS/GPC individuals). Released alternative: EGAS00001001427 (Kato 2015 trans-ancestry blood-pressure GWAS, PMID:26390057), whose paper names the 'Pakistan Risk Of Myocardial Infarction Study' only in author contributions. EGA site 'PROMIS' 9 and full name 5 results, 0 EGAS (dbGaP).	Based on a case-control design (PROMIS study) we recruited 100 MI patients and 100 non-disease controls for which we isolated RNA from monocytes	https://ega-archive.org/studies/EGAS00001001230	Monocyte_expression_QTL_analysis_in_MI_patients_and_healthy_controls
COHO:0000174	GCST90432064	PMID:38453145	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	The Type 1 Diabetes Genetics Consortium	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11102596/fullTextXML	
COHO:0000174	EGAS00000000038	PMID:19430480	added 2026-09-23 as the EGA subset's example: EGA study 'T1DGC GWAS 1958 British Birth Cohort controls' (the EGA part holds the controls; 'The cases for this study are made available from the NCBI dbGAP'). The acronym is confirmed by its linked paper, authored by the 'Type 1 Diabetes Genetics Consortium', which reports 'our new (T1DGC) study' and replication 'in 4,342 trios from 2,319 T1DGC families with multiple affected offspring' (PMC2889014). Preferred over the local candidate EGAS00000000032, which holds only HLA typing of 1958 Birth Cohort controls 'in WTCCC and T1DGC GWA studies'.	T1DGC genome-wide case-control association study for Type 1 Diabetes (T1D) using the 1958 British Birth Cohort as controls.	https://ega-archive.org/studies/EGAS00000000038	
COHO:0000175	GCST002442	PMID:24816252	the example chosen automatically (GWAS Catalog), written here on 2026-09-23 when a second example was added for a subset	5,002 TwinsUK individuals newly profiled in this study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4064254/fullTextXML	
COHO:0000175	EGAS00001001763	PMID:28302734	added 2026-09-23 as the EGA subset's example: Local candidate confirmed on the EGA record: 'TwinsUK adult registry cohort' (synonym TwinsUK; UK adult twin register), linked paper PMID:28302734. Other local candidates also name TwinsUK: EGAS00001007595 (Targeted NanoSeq, TwinsUK blood) and EGAS00001001194 (Pfizer and TwinsUK exomes, no paper linked).	The dataset consists of 232 RNA-seq samples (whole blood) obtained from healthy female from the TwinsUK adult registry cohort.	https://ega-archive.org/studies/EGAS00001001763	
COHO:0000178	EGAS00001003937	PMID:19684604	added 2026-09-23 as the EGA subset's example: Local candidate confirmed. UKCCS is an acronym on the record; the linked paper expands it: 'The first GWA study (GWA-1) was based on genotyping 577 ALL cases from the United Kingdom Childhood Cancer Study (UKCCS)' (PMC4915548), and Vijayakrishnan 2019 (PMC6877561) gives 'UK GWAS I' data as EGAS00001003937. CAUTION: the EGA study is 'pending for release'. The released UK GWAS II (EGAS00001002809) holds only MRC ALL trial cases, not UKCCS.	To identify genetic risk variants for childhood acute lymphoblastic leukaemia (cALL) a genome-wide association study (GWAS) was conducted on cases recruited through the UKCCS, UK MRC ALL 97(99) trial and NICR.	https://ega-archive.org/studies/EGAS00001003937	
COHO:0000222	EGAS00001005234	PMID:34376657	added 2026-09-23 as the EGA subset's example: The paper of EGA study EGAS00001005234 (the EGA record links PMID:34376657; its in-house AML WGS are 'available on the European Genome-Phenome Archive (EGA) under accession number EGAS00001005234') analysed somatic mutations of 261 Beat AML patients; the acknowledgements add 'This work also benefited from DNA whole-exome sequencing data of the BEAT AML cohort, generated within the BEAT AML clinical trial'. The EGA deposit holds the authors' own samples, not Beat AML data. Alternatives: EGAS00001005422 (integrated genomic-metabolic AML classification, PMID:34193978, used BEAT AML WES and ex vivo drug data); EGAS50000000789 (cell model whose record says CDK6 'was validated in findings from the BEAT-AML cohort'). No EGA study holds Beat AML samples (data in GDC/dbGaP).	Within the beatAML cohort 39 , a bone marrow sample and a paired skin sample were taken from 261 AML patients. The somatic mutations identified in these AML cases were downloaded from the Genomics Data Commons 68 (GDC) repository	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8355079/fullTextXML	
COHO:0000339	EGAS00001004593	PMID:34642666	added 2026-09-23 as the EGA subset's example: The paper of EGA study EGAS00001004593 (linked on the record; data availability: 'The accession numbers for the WGS data reported in this article are EGAS00001004593 and ... dbGaP phs000218 for the TARGET initiative AML data') analysed WGS of 15 TARGET AML patients. The EGA deposit holds the authors' own paediatric samples, while TARGET data stay in dbGaP/GDC. Alternative: EGAS00001007052 (Lund high-hyperdiploid ALL WGS), whose three linked papers each analysed TARGET ALL data (e.g. PMID:38356456, TARGET WGS N=33). EGA site search found no EGA record naming TARGET ('Therapeutically Applicable Research...' 0 EGAS).	Next, we combined our pAML genome dataset ( n = 9) with samples of 15 patients from the Therapeutically Applicable Research to Generate Effective Treatments (TARGET; 13 ) initiative.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7611805/fullTextXML	
COHO:0000002	EGAS00001000642	PMID:25236618	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	sequence data from the 1000 Genomes Project	https://ega-archive.org/studies/EGAS00001000642	
COHO:0000002	GCST90624364	PMID:38548946	added 2026-09-23 as the GWAS subset's example: Catalog tags this study 1000G; the 1000 Genomes Southern Han Chinese (CHS) genomes were analysed as the control group of the GWAS.	The Chinese Han Southern database from 1000 genomes was used as control group to compare the affected percentage.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:38548946%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000004	GCST002212	PMID:24084763	added 2026-09-23 as the GWAS subset's example: Full trial name in the abstract; GWAS of adenoma recurrence in APC trial participants. Catalog does not tag cohorts on this study.	1,406 Caucasian patients (139 advanced adenoma cases and 1,267 controls) from the Adenoma Prevention with Celecoxib (APC) trial were included in a genome-wide association study (GWAS) to identify variants associated with postpolypectomy disease recurrence.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24084763%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000009	GCST002850	PMID:25869804	added 2026-09-23 as the GWAS subset's example: AAA is one of the CHARGE cohorts in this cognitive GWAS: its acknowledgement thanks AAA participants who contributed to this study. Identity confirmed by context: the AAA Trial run by the University of Edinburgh group, Scotland, and the trial measured executive function and information processing (PMID:18762476). The per-trait cohort list is in the supplement, so AAA may belong to GCST002849 (executive function) as well as, or instead of, GCST002850. Only Catalog paper found naming the trial.	AAA: We thank the cohort participants and team members who contributed to this study. Phenotype collection and DNA extraction were supported by the Wellcome Trust, the British Heart Foundation and the Chief Scientist Office of the Scottish Executive. The AAA Trial was performed and the database is maintained by members of the University of Edinburgh Molecular Epidemiology Research Group in the Centre for Population Health Sciences.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4722802/	
COHO:0000010	GCST002647	PMID:25282103	"added 2026-09-23 as the GWAS subset's example: From the author contributions under ""Genotyping of Contributing Studies"": the Athero-Express Biobank Study (Utrecht plaque biobank; AEGS) is one of the new GWAS studies genotyped and meta-analysed for the GIANT height GWAS; its data analysis is also credited under ""New GWAS studies"". Evidence is from contribution lists only; other Catalog papers (PMID:37770635, PMID:28265093) use Athero-Express plaque data only in follow-up analyses."	New GWAS studies (ASCOT) P.B.M.; (ATCG) P.I.W.d.B., D.W.H., P.J.M.; (Athero-Express Biobank Study) S.W.v.d.L.;	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4250049/fullTextXML	
COHO:0000014	EGAS00001004248		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Whole-exome sequencing dataset for the Australian Ovarian Cancer Study	https://ega-archive.org/studies/EGAS00001004248	
COHO:0000014	GCST003328	PMID:26840454	added 2026-09-23 as the GWAS subset's example: Full name in the methods; AOCS ovarian cancer patients genotyped in the phase 1 genome-wide scan. Catalog does not tag cohorts on this study.	In Phase 1, we conducted a genome-wide scan on germline DNA from 385 patients from the Australian Ovarian Cancer Study (AOCS, n = 183), the Mayo Clinic (MAYO, n = 68) and The Cancer Genome Atlas (TCGA, n = 134) and performed a meta-analysis summarizing results from these cohorts (refer to Methods for details of genotyping and imputation).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4872719/fullTextXML	
COHO:0000016	EGAS00001005273		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Avon Longitudinal Study of Parents and Children	https://ega-archive.org/studies/EGAS00001005273	
COHO:0000016	GCST90095158	PMID:34804013	added 2026-09-23 as the GWAS subset's example: Catalog tags this study ALSPAC (all 14 GCSTs of the paper); full cohort name in title and abstract.	Children from the longitudinal birth cohort, the Avon Longitudinal Study of Parents and Children, had 14 antibodies measured in plasma at age 7: Alpha-casein protein, beta-casein protein, cytomegalovirus, Epstein-Barr virus, feline herpes virus, Helicobacter pylori, herpes simplex virus 1, influenza virus subtype H1N1, influenza virus subtype H3N2, measles virus, Saccharomyces cerevisiae, Theiler's virus, Toxoplasma gondii, and SAG1 protein domain, a surface antigen of Toxoplasma gondii measured for greater precision.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34804013%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000018	GCST008217	PMID:31277774	added 2026-09-23 as the GWAS subset's example: Full name in the abstract; GWAS of 653 BCPP non-muscle-invasive bladder cancer cases (West Midlands). The Catalog-tagged BCPP studies (PMID:42320430, e.g. GCST90866320) are behind a paywall, so could not be quoted.	A sample of 653 NMIBC cases comes from the Bladder Cancer Prognosis Programme.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:31277774%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000020	EGAS50000001477		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	17,265 breast cancer patients of European descent, from studies participating in the Breast Cancer Association Consortium	https://ega-archive.org/studies/EGAS50000001477	
