ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0000317,PHOENIX trial,cohort,838,patients randomised in the PHOENIX trial,,,,A total of 838 patients were randomly assigned to ibrutinib plus R-CHOP (n = 419) or placebo plus R-CHOP (n = 419).,PMID:30901302,yes,high,,"Primary trial report (Younes et al., J Clin Oncol 2019). The EGA study says 773 biopsies were sequenced (189 China, 584 non-China); a 2023 follow-up (PMID:36696540) analysed RNA-seq for 766 patients; a Chinese subgroup analysis (PMID:36467814) covers 200 patients enrolled in China.",s016
COHO:0000318,Polish glioma cohort,cohort,182,"glioma patients/samples analysed (analysed set, not all Polish)",,,2020,Most of the patients from our cohort suffered from glioblastoma (132/182).,https://www.biorxiv.org/content/10.1101/2020.06.17.158477v1.full,yes,low,PMID:37338006,"From the bioRxiv preprint of the EGA study's work, which also says 'In the analysis we used 182 II, III and IV grade glioma samples' and that samples GL162-GL182 came from the Canadian Human Tissue Bank, so not all 182 are Polish patients; no Polish-only count is stated. The published version (Int J Cancer 2023, doi 10.1002/ijc.34631, closed) says 180 gliomas, 135 of them IDH-wild-type GBM. The EGA dataset lists 207 glioma samples with matched blood for 48.",s016
COHO:0000319,Posthumous Evaluation of Advanced Cancer Environment,cohort,,,,,,,,,low,,"No source read states how many patients PEACE (NCT03004755) has enrolled. The ClinicalTrials.gov record gives an estimated (planned) enrollment of 500 as a structured field, not a sentence (status unknown, last updated 2024-05-10). Analysed subsets: 14 ICI-treated melanoma patients (EGAS00001007081, Spain et al. 2023); 24 NSCLC patients, of 49 co-enrolled in TRACERx and PEACE (PMC13190308, 2026). A PEACE cohort-profile paper or the programme website giving the number recruited would settle it.",s016
COHO:0000320,PRedicting Outcomes For Crohn's disease using a moLecular biomarker,cohort,386,adults with newly diagnosed Crohn's disease randomised in PROFILE,,,2022,"Between Dec 29, 2017, and Jan 5, 2022, 386 patients (mean age 33·6 years [SD 13·2]; 179 [46%] female, 207 [54%] male) were randomised: 193 to the top-down group and 193 to the accelerated step-up group.",PMID:38402895,yes,high,,"Primary trial report (Noor et al., Lancet Gastroenterol Hepatol 2024). Primary outcome data were available for 379 participants. The EGA metagenomics study (EGAS00001007958) gives no number of stool samples or participants.",s016
COHO:0000321,Pregnancy Outcome Prediction study,cohort,4512,"nulliparous women with a viable singleton pregnancy, recruited 2008-2012",,,2012,The study included 4512 women with a viable singleton pregnancy; study participants provided written informed consent and were recruited between January 2008 and July 2012.,https://ega-archive.org/studies/EGAS00001002205,yes,high,,Stated by the POP study team in the EGA study description (the definition source). The POPs cohort-profile paper was not read; the EGA placental datasets are small subsets (e.g. 64 female and 67 male placentas).,s016
COHO:0000322,Premature Atherosclerosis Study pedigrees,cohort,,,,,,,https://ega-archive.org/studies/EGAS00001000052,,low,,"No source read states how many pedigrees or individuals make up the exome-sequenced PAS pedigree collection; the EGA dataset EGAD00001000017 lists 18 samples without saying they are individuals. The parent case cohort is larger: 'Premature Atherosclerosis (PAS) Cohort: this cohort comprises 935 patients with early symptomatic atherosclerosis before the age of 51 years.' (PMC4039470, a single-pedigree KERA study whose linkage used 12 family members). A paper describing the whole pedigree collection would settle it.",s016
COHO:0000323,PrevANZ trial,cohort,204,people with a clinically isolated syndrome enrolled in PrevANZ,,,2021,"Between 2013 and 2021, we enrolled 204 participants.",PMID:38085047,yes,high,,"Primary trial report (Brain 2024). 199 were included in the intention-to-treat analysis; the transcriptome sub-study (PMID:38479439, the EGA study's work) included datasets from 55 participants.",s016
COHO:0000324,Prevention and Incidence of Asthma and Mite Allergy,cohort,3963,newborns at the start of the birth cohort (recruited 1996-1997),,,1997,"The study started with 3,963 newborns.",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-023-41180-2/MediaObjects/41467_2023_41180_MOESM1_ESM.pdf,yes,high,PMID:23315435,"From the PIAMA recruitment paragraph in the supplement of an atopic dermatitis GWAS meta-analysis (Nat Commun 2023): 10,232 pregnant women were screened, 7,862 invited and 4,146 gave consent. The cohort profile (Wijga et al., Int J Epidemiol 2014, PMID:23315435) is closed and was not read. The EGA nasal RNA-seq dataset (EGAS00001006240) holds 186 adolescents.",s016
COHO:0000325,Princess Margaret Cancer Centre acute myeloid leukemia patient cohort,cohort,81,AML patient samples RNA-sequenced (analysed subset of the Leukemia Tissue Bank),,,,"The PMCC AML RNAseq dataset consists of 81 AML patient samples (clinical data in Supplemental Table 11 of manuscript), processed in two batches.",https://ega-archive.org/studies/EGAS00001004792,yes,medium,,"The term is defined as this 81-patient RNA-seq cohort (Xie et al., Blood Cancer Discov 2021), so the number is the cohort as defined; five patients were included in both batches and the EGA dataset lists 85 samples. The Princess Margaret Leukemia Tissue Bank itself holds many more patients, but no source read states its size.",s016
COHO:0000326,Radar cohort,cohort,110,"offspring of former German radar operators (children, not counting parents)",,,,"We recruited 110 offspring of former German radar operators, who were likely to have been exposed to IR (Radar cohort, exposure = 0-353 mGy), and reanalyzed sequencing data of 130 offspring of Chernobyl cleanup workers (CRU, exposure = 0-4080 mGy) from Yeager, et al.",PMID:40550869,yes,high,,"Brand et al., Sci Rep 2025. The EGA study says 'We sequenced the whole genome of 110 children from 70 families (Radar cohort)'; the number of sequenced parents is not stated in anything read, so parents are not counted. The EGA dataset lists 103 samples.",s016
COHO:0000327,Research on Obesity and Diabetes among African Migrants,cohort,5114,Ghanaian participants who completed the RODAM baseline assessment (2012-2015),,,2015,"Participants All the participants in the RODAM cross-sectional study that completed the baseline assessment (n=5114) were eligible for the follow-up of which 2165 participants (n=638 from rural-Ghana, n=608 from urban-Ghana, and n=919 Ghanaian migrants in Amsterdam, the Netherlands) were included in the RODAM-Pros cohort study.",PMID:36521887,yes,high,,"From the 2022 RODAM-Pros cohort profile (PMC9756160); baseline completed in 2015. Of these, 2165 were followed up in RODAM-Pros (plus 1047 Ghanaian and 2098 Dutch HELIUS participants added in Amsterdam). The 2014 design paper (PMID:24657884) planned 6250 (five subgroups of 1250). The EGA dataset holds 16S data for 1211 participants.",s017
COHO:0000328,ROBUST trial,cohort,570,patients with ABC-DLBCL randomised (285 per arm),,,2017,"Results A total of 570 patients with ABC-DLBCL (n = 285 per arm) were stratified by International Prognostic Index score, age, and bulky disease, and randomly assigned to R2-CHOP or placebo/R-CHOP.",PMID:33621109,yes,high,,"Primary results paper (PMC8078325): enrolment February 2015 to August 2017; 2,109 patients were screened centrally. The EGA dataset EGAD50000000482 holds RNA-seq profiles of 1040 patients from the trial (screened patients, not all randomised).",s017
COHO:0000329,SARS-CoV-2 Vaccine Response in Cancer trial,cohort,77,patients with haematological malignancies enrolled April-June 2021 (healthy controls not counted),,,2021,Results Hematological patients show severe impairment of anti-SARS-CoV-2 antibodies after COVID-19 vaccination The CORSA trial ( NCT04345315 ) enrolled 77 hematological patients from April to June 2021 who received at least one dose of vaccine (73 patients received Comirnaty and 4 received Spikevax).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13230124/fullTextXML,yes,medium,,"CORSA trial results paper (PMID:42245663, Front Immunol 2026). The healthy controls were a separate reference population: ""We compared the antibody response of patients to the reference population of 150 sex-matched (1:2) HC working at the Cancer Center where patients were enrolled and who received the BTN162b2 vaccine from January to March 2021, according to the Italian guidelines."" No source states a combined total, so participants gives the enrolled patients only. The EGA study covers a random subset of 10 lymphoma patients and 7 healthy controls.",s017
COHO:0000330,Schizophrenia Exome Sequencing Meta-analysis consortium,cohort aggregation,,schizophrenia cases and controls in the 2022 exome meta-analysis (no total stated),24248,97322,2022,"Here, we generated, aggregated, harmonized variant identification, and meta-analyzed the exome sequences of 24,248 individuals with schizophrenia and 97,322 controls from seven continental populations.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9805802/,yes,high,,"Flagship SCHEMA analysis (PMID:35396579). The 97,322 controls include 46,885 gnomAD external controls with summary counts only: ""We aggregated exome sequence data consisting of 24,248 individuals diagnosed with schizophrenia and 50,437 individuals without a known psychiatric diagnosis, recruited in eleven global collections""; de novo mutations from 3,402 trios were also meta-analysed. No source read states a combined participant total, so participants is left null rather than summed. The SCHEMA website is a results browser giving no count.",s017
COHO:0000331,Severe Childhood Onset Obesity Project,cohort,4800,British individuals of European ancestry with severe childhood-onset obesity (approximate),,,,"The Severe Childhood Onset Obesity Project (SCOOP) cohort (Wheeler et al., 2013), includes ∼4800 British individuals of European ancestry with childhood onset obesity (BMI standard deviation score (SDS) > 3; onset of obesity before the age of 10 years).",https://pmc.ncbi.nlm.nih.gov/articles/PMC7267775/,yes,medium,,"Approximate figure from the 2020 exome study (PMID:32492392), the most recent statement of the whole cohort's size found. The EGA study EGAS00001000922 describes an earlier GWAS of 1,509 SCOOP cases and 5,380 population controls and a plan to genotype an additional 3,500 SCOOP samples; the EGA STILTS study says '>5,000 UK Caucasian subjects with severe early onsetobesity (SCOOP)'. Other cached documents describe a SCOOP-UK sample of 1,038 (or 1,028) participants, a subset used in one consortium. The Wheeler et al. 2013 GWAS (PMID:23563609) was not read.",s017
COHO:0000332,SG10K Pilot,cohort,4810,"Singapore Chinese, Malays and Indians whole-genome sequenced",,,2019,"By whole-genome sequencing of 4,810 Singapore Chinese, Malays, and Indians, we found 98.3 million SNPs and small insertions or deletions, over half of which are novel.",PMID:31626772,yes,high,,"Abstract of the SG10K pilot paper (Cell 2019); the EGA study EGAS00001003875 and dataset EGAD00001005337 give the same 4,810 individuals. Full text is closed but the abstract suffices.",s017
COHO:0000333,STRAT-PARK,cohort,252,participants included by March 2023 (recruitment ongoing),204,48,2023,"By March 2023, 252 participants were included, comprising 204 cases and 48 controls.",PMID:38604582,yes,medium,,"From the abstract of the 2024 STRAT-PARK cohort paper (Prog Neurobiol; full text closed). Recruitment is ongoing: the same abstract gives a target of 2000 individuals with PD and controls from Norway and Canada and a rate of about 150 participants per year, so the current size is larger. Later papers read (PMC13578105, PMC13347526, PMC12034802) give only analysed subsets (e.g. 61 PD and 31 controls with platelet samples).",s017
COHO:0000334,STREP GENE,cohort,43,invasive GAS cases genotyped and analysed after quality control,,,2019,"Results and Discussion After quality control, we included 43 cases of European ancestry aged less than 65 years without comorbidity ( Supplementary Table 1 ).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7039814/fullTextXML,yes,medium,,"From the only STREP GENE paper found (PMID:31462703). This is the analysed set after quality control, which excluded some recruited cases (seven at QC and six earlier for age or comorbidity); no source states how many were recruited in total, and no count is given by recruitment route. The 1,540 controls in the case-control analysis were healthy children from Oxford Vaccine Group studies, not STREP GENE participants. The EGA dataset EGAD00001004558 likewise holds genotypes of 43 cases.",s017
COHO:0000335,Stroke Investigative Research and Education Network,cohort,7368,1:1 matched stroke cases and stroke-free controls analysed in a 2026 SIREN report,3684,3684,,"To ensure accurate comparisons and minimize confounding, stroke cases were matched with stroke-free controls at a 1:1 ratio on key demographic factors known to confound stroke epidemiology, including age (± 5 years), sex, and ethnicity, for a total of 7368 participants (3684 cases and 3684 controls) in this study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13169920/fullTextXML,yes,medium,,"Largest and most recent count found (PMID:41917906, 2026), but it is the matched analysed set; no SIREN profile paper states the whole enrolment. Its abstract calls these '7,368 case-control pairs', inconsistent with the full text. Other counts: the 2015 phenomics protocol (PMID:26304844) planned 3,000 cases and 3,000 controls; the 2018 Lancet Glob Health case-control paper (PMID:29496511) enrolled 2118 case-control pairs from Aug 2014 to June 2017; a 2025 paper (PMID:40599698) reports 'A total of 7104 subjects (3553 stroke cases and 3551 stroke-free controls'; the 2024 GWAS (PMID:38317187) genotyped 3434 (1691 ischemic stroke cases, 1743 controls), matching the 3421 samples in the EGA datasets.",s017
COHO:0000336,Study Into Lean and Thin Subjects,cohort,2000,UK thin healthy adults in the cohort (approximate),,,2019,"We were able to take advantage of the UK National Health Service (NHS) research infrastructure to recruit from primary care ( Methods ) using body mass index (BMI: weight in kg/height in metres 2 ) criteria and personal review of individual case files to identify a cohort of approximately 2000 UK European descent thin adults (Study Into Lean and Thin Subjects, STILTS cohort; mean BMI = 17.6 kg/m 2 ) who are well, without medical conditions or eating disorders ( Methods ).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6345421/fullTextXML,yes,medium,,"From the 2019 STILTS GWAS paper (PMID:30677029), the only paper describing the cohort. Its methods also say 25,000 eligible individuals were invited and 'approximately 12% (2,900) replied consenting to take part'; genotype data were obtained for 1,622 STILTS individuals and 1,471 remained after QC. The EGA study EGAS00001000923 says 1,600 people with thinness had been recruited (earlier statement).",s017
COHO:0000337,SweGen,cohort,1000,Swedish individuals selected for whole-genome sequencing,,,2017,"A total of 1000 individuals, reflecting a cross-section of the population and capturing the main genetic structure, were selected for whole-genome sequencing.",PMID:28832569,yes,high,,"SweGen design paper (Eur J Hum Genet 2017, PMC5765326): 942 unrelated individuals were selected from the Swedish Twin Registry PCA (the rest from the Northern Sweden Population Health Study); the samples were chosen from a Twin Registry cohort of over 10 000 genotyped individuals.",s017
COHO:0000338,Sys4MS cohort,cohort,322,consecutive MS patients recruited at four centres (98 healthy controls not counted),,,,"Results The Sys4MS cohort We recruited 322 consecutive MS patients (age 41 ± 10 years, 71% female), of which 271 (82%) had Relapsing–Remitting MS (RRMS), and 57 (18%) had Progressive MS (PMS; 28 had SPMS and 29 had PPMS), as well as 98 healthy controls matched by sex and age with the RRMS group (Table 1 ).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10896787/fullTextXML,yes,high,,"From the 2024 Sys4MS prediction paper (PMID:38133801), which also recruited 98 healthy controls; no source read states the combined total. By centre: Barcelona n = 93, Genova n = 110, Berlin n = 96, Oslo n = 121; 278 patients had 2-year follow-up. EGA descriptions differ: clinical data for 419 patients (EGAD00001010867) and '350 patients with Multiple Sclerosis (MS) and 9 controls' in the genotype dataset (EGAD00010002505).",s017
COHO:0000339,Therapeutically Applicable Research to Generate Effective Treatments,cohort aggregation,1699,paediatric leukaemia and solid tumour cases in the 2018 TARGET pan-cancer analysis,,,2018,"Here we present a pan-cancer study of somatic alterations, including single nucleotide variants, small insertions or deletions, structural variations, copy number alterations, gene fusions and internal tandem duplications in 1,699 paediatric leukaemias and solid tumours across six histotypes, with whole-genome, whole-exome and transcriptome sequencing data processed under a uniform analytical framework.",PMID:29489755,yes,medium,,"Pooled number from TARGET's flagship pan-cancer paper (Nature 2018). It counts tumour cases across six histotypes, one per patient; the paper does not state TARGET's total enrolment across all its projects. The NCI TARGET pages fetched (ocg.cancer.gov/programs/target, cancer.gov/ccg/research/genome-sequencing/target) give no case count.",s017
COHO:0000340,TRACERx,cohort,814,patients enrolled (actual enrolment in the trial registry record),,,2026,"""enrollmentInfo"":{""count"":814,""type"":""ACTUAL""}",https://clinicaltrials.gov/api/v2/studies/NCT01888601,yes,medium,,"The ClinicalTrials.gov record for TRACERx (NCT01888601, status active, not recruiting; last updated 2026-04) gives an actual enrolment of 814. The quote is the registry's structured field, as no paper read states the final total. The 2014 design paper (PMID:25003521) planned to 'enrol 842 patients with primary NSCLC stages I-IIIA'. The 2023 TRACERx 421 paper (PMID:37046096) analysed 'the first 421 patients prospectively recruited across 19 hospital sites in the United Kingdom', and the 2017 example paper (PMID:28445112) the first 100.",s017
COHO:0000341,TransplantLines,cohort,5143,"participants (transplant recipients, candidates and donors) as of October 2024",,,2024,"TransplantLines, initiated in 2015, consists of 5143 participants as of October 2024, among 2312 (45%) females.",PMID:40601244,yes,high,,"From the 2025 TransplantLines cohort profile (PMC12374880); recruitment is ongoing. The EGA gut-microbiome dataset EGAD00001008907 holds 1177 samples, a subset.",s017
COHO:0000342,TrypanoGEN,cohort,3813,"samples (one per individual) used in the 2024 TrypanoGEN GWAS, discovery plus validation",,,2024,"We have undertaken a genome wide association study (GWAS) using 3813 samples from T. b. gambiense and T.b. rhodesiense HAT foci in Guinea, Côte d’Ivoire, Cameroon, DRC, Malawi and Uganda.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Genome-Wide+Association+Study+Reveals+Novel+Genetic+Markers+Associated+with+Human+African+Trypanosomiasis%22&format=json&resultType=core,yes,low,,"Quote read from the Europe PMC record (PPR853079) of the medRxiv preprint doi:10.1101/2024.05.14.24307227; it counts samples, not stated as participants. The 2017 biobank paper (PMID:28570558, PMC5453417) gives counts by category but no total: 'In total, the TrypanoGEN biobank currently includes 1,345 cases, 179 individuals with latent infections, and 1,777 controls ( Table 1 ).' The EGA phase-1 sequencing study covers 182 controls, 97 cases, 17 latent infections and 3 suspect cases.",s017
COHO:0000343,Tumor Profiler,cohort,,no overall total stated; counts by indication only,,,,,,,low,PMID:33482122,"No source read gives the whole study's enrolment. By indication: melanoma, 'Here we present results from a cohort of 116 melanoma patients in the prospective, multicentric observational Tumor Profiler (TuPro) precision oncology project.' (PMID:40425842); ovarian, 'For TuPro in ovarian cancer, we enrolled a total of 62 female patients between December 2018 and March 2021 in three Swiss hospitals' (PMID:42443179, PMC13486661); AML, 'Our cohort included 21 patients in total' (PMID:39477946, PMC11525670, relapsed/refractory AML only). These are not summed. The 2021 design paper (PMID:33482122, Cancer Cell, closed; its abstract gives no number) or the study website would settle the total. The EGA study EGAS50000000577 covers 22-23 AML patients.",s017
COHO:0000344,Type 2 Diabetes Genetic Exploration by Next-generation sequencing in multi-Ethnic Samples,cohort aggregation,12940,T2D cases and controls in the joint T2D-GENES/GoT2D exome data set after QC (2016),6504,6436,2016,"This created a joint data set (after all QC) comprised of 12,940 individuals (6,504 cases; 6,436 controls) drawn from five ancestry groups: 4,541 of European origin, and ~2,000 [range: 1,943-2,217] each of South Asian, East Asian, Hispanic, and African American origin (Extended Data Fig. 1; Extended Data Table 2; Supplementary 4).",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5034897/unicode,yes,medium,,"Flagship analysis (Fuchsberger et al., Nature 2016, PMID:27398621). The joint set includes GoT2D exomes; T2D-GENES itself generated 'exome sequence data from 10,437 T2D cases and controls of diverse ancestry'. The EGA study EGAS00001001460 states 'We preformed exome sequencing in 6,546 T2D cases and 6,457 control individuals of multiethnic origin' (before QC, no total given). The paper's follow-up exome-array stage added 28,305 cases and 51,549 controls of European ancestry.",s017
COHO:0000345,Uganda General Population Cohort,cohort,22000,"individuals in the open population cohort (stated as 'over 22,000', a lower bound)",,,,"The General Population Cohort (GPC) is an open population-based cohort of over 22,000 individuals living in rural south-western Uganda [ 29 ].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10543268/fullTextXML,yes,medium,,"From a 2023 GPC paper (PMID:37775773). The 2013 cohort profile (PMID:23364209, PMC3600628) gives no single current total: 'From 1989–99, the initial study population of about 10 000 residents comprised a cluster of 15 neighbouring villages', and from 1999 ten more villages were added, 'doubling the population'. The COHO definition's 'about 6,400' is the Uganda Genome Resource sample drawn from the GPC; the EGA study EGAS00001000545 describes 'a population-based study of 6,400 individuals from a geographically defined rural community in South-West Uganda' (4,778 genotyped, up to 1,978 sequenced). If the term is meant as that genomic subset, 6400 is the number.",s017
COHO:0000346,British Heart Foundation Family Heart Study,cohort,6285,"subjects collected (affected and unaffected siblings), 1998-2003",,,2003,"In total, we collected 6,285 subjects.",https://europepmc.org/api/getPdf?pmcid=PMC1285159,yes,high,,"From the 2005 BHF Family Heart Study genome-wide linkage paper (PMID:16380912), whose methods describe recruitment; the count includes unaffected siblings. After validation 4,216 individuals from 1,958 families were genotyped, and the linkage analysis included 4,175 affected subjects from 1,933 families. The other definition sources (PMID:21966275, PMID:22325189) use BHF-FHS subsets only.",s017
COHO:0000347,UK Blood Service Control Group,cohort,3622,consenting blood donors in the UK Blood Services repository set up for the WTCCC,,,,"The latter collection was established specifically for this study and is a UK national repository of anonymized DNA samples from 3,622 consenting blood donors.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,high,,"WTCCC 2007 paper (PMID:17554300), which established the collection. The same paper says 1,564 of the 3,622 were selected and 1,500 used as WTCCC1 common controls; the example study (PMID:23184150) used WTCCC2 genotypes on 2501 individuals from the UK Blood Service Control Group. No later profile of the whole collection found.",s018
COHO:0000348,UK10K,cohort aggregation,10000,"individuals whole-genome or exome sequenced, stated as 'nearly 10,000'",,,2015,"Here we describe insights from sequencing whole genomes (low read depth, 7×) or exomes (high read depth, 80×) of nearly 10,000 individuals from population-based and disease collections.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4773891/fullTextXML,yes,medium,,"UK10K flagship paper (PMID:26367797), abstract. Approximate figure; the same paper gives the achieved arms separately: 'In total, 3,781 individuals were successfully whole-genome sequenced in the UK10K-cohorts arm' and '5,182 individuals passed sequencing quality control' in the exomes arm (not summed here). Design: 4,000 genomes and 6,000 exomes (EGA study text).",s018
COHO:0000349,UK10K Rare Neuromuscular Disorders cohort,cohort,140,samples in the latest EGA release of the dataset (REL-2013-04-20),,,2013,EGAD00001000418 UK10K_RARE_NEUROMUSCULAR REL-2013-04-20 Illumina HiSeq 2000 140,https://ega-archive.org/studies/EGAS00001000101,yes,low,,"Only a dataset-table row: EGA counts samples, not people, and earlier releases list 47, 86, 117 and 130 samples. The UK10K paper's Supplementary Table S13 (Nature ESM MOESM15 xlsx) lists the same dataset EGAD00001000418 with 119 samples, and its main text says the rare disease collection studied 1,000 exomes, '∼125 from each of eight rare diseases'. No sentence stating the number of neuromuscular patients was found; a UK10K rare-disease or Muntoni-group paper stating it would settle this.",s018
COHO:0000350,University of Washington ovarian carcinoma cohort,cohort,56,"patients (independent donors) with primary treatment-naive ovarian carcinoma, RNA sequenced",,,,"RNAseq data relative to 56 primary and treatment-naive ovarian carcinomas, from independent donors.",https://ega-archive.org/studies/EGAS00001006012,yes,medium,,EGA dataset EGAD00001008547 description; the cohort is defined by this sequenced set. No linked paper on the EGA page.,s018
COHO:0000351,UPTIDER,cohort,45,patients enrolled in UPTIDER as of May 2025 (39 with samples acquired),,,2025,"In this regard, as of May 2025, the UPTIDER OSE helped facilitate the acquisition and annotation of >15000 samples from 39/45 enroled patients.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12592526/fullTextXML,yes,medium,,"PMID:41198884 (2025, 'the UPTIDER experience'), the most recent programme description found. The EGA study (EGAS50000001334) covers an analysed subset: 909 samples from 30 female patients. The 2024 programme paper (PMID:38658604) was not read.",s018
COHO:0000352,VIVO Biobank,cohort,600,"patients with rhabdomyosarcoma whose samples the biobank stores, stated as 'over 600' (lower bound; RMS only)",,,,The VIVO biobank currently stores pathological samples from over 600 patients with RMS.,https://ega-archive.org/studies/EGAS00001008019,yes,low,,Lower bound for the rhabdomyosarcoma holdings only; the biobank also stores other childhood cancers and no whole-biobank count was found (vivobiobank.org home page gives none). A VIVO Biobank profile paper or website statistics page would settle it.,s018
COHO:0000353,West Coast Prostate Cancer Dream Team,cohort,202,patients with mCRPC enrolled December 2012 to April 2016 in the prospective biopsy study (NCT02432001),,,2016,"Between December 2012 and April 2016, 202 patients with mCRPC were enrolled and underwent a total of 249 metastatic tumor biopsies.",https://europepmc.org/api/getPdf?pmcid=PMC6366813,no,medium,,"PMID:29985747 (Aggarwal et al., J Clin Oncol 2018), the multi-institutional prospective study supported by the Stand Up To Cancer Dream Team award (trial NCT02432001); the paper does not use the words 'West Coast Dream Team', so the identification rests on the award and trial. The same paper: 160 of 202 had evaluable biopsies. Later WCDT analyses use subsets (101 WGS metastases in PMID:30033370; 93 metastases in the EGA 5hmC dataset; 156 WCDT WGS biopsies in PMC11444163).",s018
COHO:0000354,WTCCC case-control study for Ankylosing Spondylitis,cohort,1000,ankylosing spondylitis cases in the WTCCC nsSNP scan (design number per disease),1000,,2007,"Here we report several new replicated associations in our scan of nsSNPs in 1500 shared controls and 1000 individuals from each of 4 different diseases: Ankylosing Spondylitis (AS), Autoimmune Thyroid Disease/Graves’ Disease (AITD), Breast Cancer (BC) and Multiple Sclerosis (MS).",https://europepmc.org/api/getPdf?pmcid=PMC2680141,yes,medium,,"WTCCC & TASC, Nat Genet 2007 (PMID:17952073), author manuscript. 1000 per disease is the stated study size; the shared controls (1500, 1958 British Birth Cohort) are a separate COHO term. The EGA study EGAS00000000018 lists dataset EGAD00000000010 (AS samples, Illumina 15K) with 957 samples. The WTCCC 2007 Nature paper (PMID:17554300) also plans '1,000 cases for each of breast cancer, multiple sclerosis, ankylosing spondylitis and autoimmune thyroid disease'.",s018
COHO:0000355,WTCCC case-control study for Autoimmune Thyroid Disease,cohort,1000,autoimmune thyroid disease cases in the WTCCC nsSNP scan (design number per disease),1000,,2007,"Here we report several new replicated associations in our scan of nsSNPs in 1500 shared controls and 1000 individuals from each of 4 different diseases: Ankylosing Spondylitis (AS), Autoimmune Thyroid Disease/Graves’ Disease (AITD), Breast Cancer (BC) and Multiple Sclerosis (MS).",https://europepmc.org/api/getPdf?pmcid=PMC2680141,yes,medium,,"WTCCC & TASC, Nat Genet 2007 (PMID:17952073), author manuscript. 1000 per disease is the stated study size; the shared controls (1500, 1958 British Birth Cohort) are a separate COHO term. The EGA study EGAS00000000020 lists dataset EGAD00000000011 (AITD samples, Illumina 15K) with 900 samples. The WTCCC 2007 Nature paper (PMID:17554300) also plans '1,000 cases for each of breast cancer, multiple sclerosis, ankylosing spondylitis and autoimmune thyroid disease'.",s018
COHO:0000356,WTCCC case-control study for Bipolar Disorder,cohort,2000,bipolar disorder cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000001 gives the case dataset a sample count of 1, so it does not help.",s018
COHO:0000357,WTCCC case-control study for Breast cancer,cohort,1000,breast cancer cases in the WTCCC nsSNP scan (design number per disease),1000,,2007,"Here we report several new replicated associations in our scan of nsSNPs in 1500 shared controls and 1000 individuals from each of 4 different diseases: Ankylosing Spondylitis (AS), Autoimmune Thyroid Disease/Graves’ Disease (AITD), Breast Cancer (BC) and Multiple Sclerosis (MS).",https://europepmc.org/api/getPdf?pmcid=PMC2680141,yes,medium,,"WTCCC & TASC, Nat Genet 2007 (PMID:17952073), author manuscript. 1000 per disease is the stated study size; the shared controls (1500, 1958 British Birth Cohort) are a separate COHO term. The EGA study EGAS00000000024 lists dataset EGAD00000000013 (BC samples, Illumina 15K) with 1004 samples. The WTCCC 2007 Nature paper (PMID:17554300) also plans '1,000 cases for each of breast cancer, multiple sclerosis, ankylosing spondylitis and autoimmune thyroid disease'.",s018
COHO:0000358,WTCCC case-control study for Coronary Artery Disease,cohort,2000,coronary artery disease cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000003 gives the case dataset a sample count of 1, so it does not help.",s018
