PMID	title
32098967	Regulatory sites for splicing in human basal ganglia are enriched for disease-relevant information.
32117730	The Association Between Cancer and Dementia: A National Cohort Study in Sweden.
32139696	Identification of novel breast cancer susceptibility loci in meta-analyses conducted among Asian and European descendants.
32150548	The influence of rare variants in circulating metabolic biomarkers.
32157176	Genome-wide association meta-analysis of nicotine metabolism and cigarette consumption measures in smokers of European descent.
32193507	Genome-wide association meta-analysis of corneal curvature identifies novel loci and shared genetic influences across axial length and refractive error.
32231276	Minimal phenotyping yields genome-wide association signals of low specificity for major depression.
32242144	Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.
32298765	Genome-wide association study of non-alcoholic fatty liver and steatohepatitis in a histologically characterised cohort☆.
32341527	Genome-wide association meta-analyses combining multiple risk phenotypes provide insights into the genetic architecture of cutaneous melanoma susceptibility.
32393777	Protein-altering germline mutations implicate novel genes related to lung cancer development.
32424353	Genome-wide association study identifies 32 novel breast cancer susceptibility loci from overall and subtype-specific analyses.
32439431	Polygenic risk score for atopic dermatitis in the Canadian population.
32492392	Exome Sequencing Identifies Genes and Gene Sets Contributing to Severe Childhood Obesity, Linking PHIP Variants to Repressed POMC Transcription.
32534439	Orthogonal Proteomic Platforms and Their Implications for the Stable Classification of High-Grade Serous Ovarian Cancer Subtypes.
32585557	Expression of let-7i and miR-192 is associated with resistance to cisplatin-based chemoradiotherapy in patients with larynx and hypopharynx cancer.
32665703	Polygenic risk scores and breast and epithelial ovarian cancer risks for carriers of BRCA1 and BRCA2 pathogenic variants.
32679392	Description and determinants of the faecal resistome and microbiome of farmers and slaughterhouse workers: A metagenome-wide cross-sectional study.
32721520	Placental genomic and epigenomic signatures associated with infant birth weight highlight mechanisms involved in collagen and growth factor signaling.
32762905	Validation of a Genome-Wide Polygenic Score for Coronary Artery Disease in South Asians.
32820175	Polygenic background modifies penetrance of monogenic variants for tier 1 genomic conditions.
32843070	Genome-wide association meta-analysis for early age-related macular degeneration highlights novel loci and insights for advanced disease.
32887683	Genomic risk scores for juvenile idiopathic arthritis and its subtypes.
32887874	Chromosome 1q21.2 and additional loci influence risk of spontaneous coronary artery dissection and myocardial infarction.
32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.
32915819	Investigation of gene-gene interactions in cardiac traits and serum fatty acid levels in the LURIC Health Study.
32929287	Complex genetic signatures in immune cells underlie autoimmunity and inform therapy.
32936915	Genome-Wide Association for HbA1c in Malay Identified Deletion on SLC4A1 that Influences HbA1c Independent of Glycemia.
32944759	Genome-Wide Association Analysis of Pancreatic Beta-Cell Glucose Sensitivity.
32986714	Multi-ethnic transcriptome-wide association study of prostate cancer.
33006196	Genome-wide postnatal changes in immunity following fetal inflammatory response.
33055079	Genome-wide association of phenotypes based on clustering patterns of hand osteoarthritis identify WNT9A as novel osteoarthritis gene.
33079599	Polygenic Contribution to Low-Density Lipoprotein Cholesterol Levels and Cardiovascular Risk in Monogenic Familial Hypercholesterolemia.
33216869	Polygenic Risk Score of Longevity Predicts Longer Survival Across an Age Continuum.
33230300	Discovery of rare variants associated with blood pressure regulation through meta-analysis of 1.3 million individuals.
33239696	Genetic predisposition to hypertension is associated with preeclampsia in European and Central Asian women.
33253581	Multiplatform Approach for Plasma Proteomics: Complementarity of Olink Proximity Extension Assay Technology to Mass Spectrometry-Based Protein Profiling.
33303219	Genetic variants in glutamate-, Aβ-, and tau-related pathways determine polygenic risk for Alzheimer's disease.
33303764	Whole-genome sequencing analysis of the cardiometabolic proteome.
33310085	Association of Genetic Variation With Cirrhosis: A Multi-Trait Genome-Wide Association and Gene-Environment Interaction Study.
33418499	Whole genome sequence analyses of eGFR in 23,732 people representing multiple ancestries in the NHLBI trans-omics for precision medicine (TOPMed) consortium.
33430342	A Whole-Genome Sequencing Association Study of Low Bone Mineral Density Identifies New Susceptibility Loci in the Phase I Qatar Biobank Cohort.
33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.
33510174	Genome-wide meta-analysis of muscle weakness identifies 15 susceptibility loci in older men and women.
33517887	A multilayered post-GWAS assessment on genetic susceptibility to pancreatic cancer.
33574263	Rare genetic variants affecting urine metabolite levels link population variation to inborn errors of metabolism.
33575800	Genetically regulated expression underlies cellular sensitivity to chemotherapy in diverse populations.
33583074	Common X-Chromosome Variants Are Associated with Parkinson Disease Risk.
33590662	The Heidelberg Five personality dimensions: Genome-wide associations, polygenic risk for neuroticism, and psychopathology 20 years after assessment.
33603002	Trans-ethnic meta-analysis identifies new loci associated with longitudinal blood pressure traits.
33619548	Genetic and Metabolic Determinants of Plasma Levels of ANGPTL8.
33623038	Polygenic hazard score is associated with prostate cancer in multi-ethnic populations.
33634849	Intrauterine device use and risk of ovarian cancer: Results from the New England Case-Control study and Nurses' Health Studies.
33679876	Whole-Exome Sequencing and hiPSC Cardiomyocyte Models Identify MYRIP, TRAPPC11, and SLC27A6 of Potential Importance to Left Ventricular Hypertrophy in an African Ancestry Population.
33693786	An Asian-specific MPL genetic variant alters JAK-STAT signaling and influences platelet count in the population.
33713768	Genome-wide association study of asthma, total IgE, and lung function in a cohort of Peruvian children.
33717105	Common and Rare Variants Genetic Association Analysis of Circulating Neutrophil Extracellular Traps.
33742194	Exercise, diet, and cognition in a 4-year randomized controlled trial: Dose-Responses to Exercise Training (DR's EXTRA).
33766035	New susceptibility alleles associated with severe coronary artery stenosis in the Lebanese population.
33784435	Sclerostin Downregulation Globally by Naturally Occurring Genetic Variants, or Locally in Atherosclerotic Plaques, Does Not Associate With Cardiovascular Events in Humans.
33830302	Analysis of overlapping genetic association in type 1 and type 2 diabetes.
33888571	Novel recessive locus for body mass index in childhood asthma.
33958783	Genome-wide survival study identifies a novel synaptic locus and polygenic score for cognitive progression in Parkinson's disease.
34008864	Genetic landscape of Gullah African Americans.
34047840	Novel loci and Mapuche genetic ancestry are associated with pubertal growth traits in Chilean boys.
34050765	Joint Genome-Wide Association Analyses Identified 49 Novel Loci For Age at Natural Menopause.
34059833	The trans-ancestral genomic architecture of glycemic traits.
34108613	The genetic architecture of age-related hearing impairment revealed by genome-wide association analysis.
34127860	Fine-mapping, trans-ancestral and genomic analyses identify causal variants, cells, genes and drug targets for type 1 diabetes.
34140684	A unified framework identifies new links between plasma lipids and diseases from electronic medical records across large-scale cohorts.
34143812	Insulin resistance genetic risk score and burden of coronary artery disease in patients referred for coronary angiography.
34162658	Identification of a Locus Near ULK1 Associated With Progression-Free Survival in Ovarian Cancer.
34169730	Three genes associated with anterior and posterior cruciate ligament injury : a genome-wide association analysis.
34184762	Genome-wide association analysis of serum alanine and aspartate aminotransferase, and the modifying effects of BMI in 388k European individuals.
34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.
34197840	A genome-wide association study suggests correlations of common genetic variants with peritoneal solute transfer rates in patients with kidney failure receiving peritoneal dialysis.
34211149	Identification of 371 genetic variants for age at first sex and birth linked to externalising behaviour.
34214236	The BARCODE1 Pilot: a feasibility study of using germline single nucleotide polymorphisms to target prostate cancer screening.
34220922	Genome-Wide Association Analyses Identify Variants in IRF4 Associated With Acute Myeloid Leukemia and Myelodysplastic Syndrome Susceptibility.
34226506	Genome-wide association study of stimulant dependence.
34237774	Mapping the human genetic architecture of COVID-19.
34247186	A genome-wide association study of the longitudinal course of executive functions.
34262104	TCERG1L allelic variation is associated with cisplatin-induced hearing loss in childhood cancer, a PanCareLIFE study.
34272381	Discovery and prioritization of variants and genes for kidney function in >1.2 million individuals.
34283174	A polygenic score for acute vaso-occlusive pain in pediatric sickle cell disease.
34309201	A comprehensive analysis of SNPs and CNVs identifies novel markers associated with disease outcomes in colorectal cancer.
34315907	Association between genes regulating neural pathways for quantitative traits of speech and language disorders.
34329319	Genome-wide association study of pancreatic fat: The Multiethnic Cohort Adiposity Phenotype Study.
34339498	Elevated plasma concentration of complement factor C5 is associated with risk of future venous thromboembolism.
34376657	The evolution of hematopoietic cells under cancer therapy.
34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.
34413389	Genetics of PlGF plasma levels highlights a role of its receptors and supports the link between angiogenesis and immunity.
34431594	A genome-wide association study of the frailty index highlights brain pathways in ageing.
34440402	Hearing Function: Identification of New Candidate Genes Further Explaining the Complexity of This Sensory Ability.
34442380	Identification of ROBO2 as a Potential Locus Associated with Inhaled Corticosteroid Response in Childhood Asthma.
34446064	Whole-genome association analyses of sleep-disordered breathing phenotypes in the NHLBI TOPMed program.
34450027	Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.
34459047	A polygenic risk score for asthma in a large racially diverse population.
34490096	SNAP25 Inhibits Glioma Progression by Regulating Synapse Plasticity via GLS-Mediated Glutaminolysis.
34493870	A genome-wide association study with 1,126,563 individuals identifies new risk loci for Alzheimer's disease.
34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.
34523676	Blood copper and risk of cardiometabolic diseases: a Mendelian randomization study.
34528705	Genome-wide association studies of survival in 1520 cancer patients treated with bevacizumab-containing regimens.
34536413	Multiethnic genome-wide and HLA association study of total serum IgE level.
34563731	Metabolomic architecture of obesity implicates metabolonic lactone sulfate in cardiometabolic disease.
34563919	Genetic and demographic predisposing factors associated with pediatric sleepwalking in the Philadelphia Neurodevelopmental Cohort.
34568709	Genome-wide Association Study of Lipid Traits in Youth With Type 2 Diabetes.
34581777	G protein-coupled receptor kinase 5 regulates thrombin signaling in platelets via PAR-1.
34601942	Genome-Wide Association Study of Peripheral Artery Disease.
34604815	Genetic discovery and risk characterization in type 2 diabetes across diverse populations.
34607834	Genome-Wide Meta-analysis Identifies Genetic Variants Associated With Glycemic Response to Sulfonylureas.
34616010	Bevacizumab-induced hypertension and proteinuria: a genome-wide study of more than 1000 patients.
34620218	Genome-wide analyses of multiple obesity-related cytokines and hormones informs biology of cardiometabolic traits.
34642315	Germline determinants of humoral immune response to HPV-16 protect against oropharyngeal cancer.
34642666	Mutation signatures of pediatric acute myeloid leukemia and normal blood progenitors associated with differential patient outcomes.
34654805	Genetic investigation of fibromuscular dysplasia identifies risk loci and shared genetics with common cardiovascular diseases.
34668383	Genetic Profile of Endotoxemia Reveals an Association With Thromboembolism and Stroke.
34706928	Associations between age of menarche and genetic variation in women of African descent: genome-wide association study and polygenic score analysis.
34728798	Genome-wide association study of problematic opioid prescription use in 132,113 23andMe research participants of European ancestry.
34732054	Identification of Functional Genetic Determinants of Cardiac Troponin T and I in a Multiethnic Population and Causal Associations With Atrial Fibrillation.
34733494	A genome-wide association study on meat consumption in a Japanese population: the Japan Multi-Institutional Collaborative Cohort study.
34734193	Multi-Ancestry Genome-wide Association Study Accounting for Gene-Psychosocial Factor Interactions Identifies Novel Loci for Blood Pressure Traits.
34737425	Genome-wide association analyses highlight etiological differences underlying newly defined subtypes of diabetes.
34754074	CYP11B1 variants influence skeletal maturation via alternative splicing.
34758156	Colorectal cancer risk susceptibility loci in a Swedish population.
34780722	Integrative Analysis of the Inflammatory Bowel Disease Serum Metabolome Improves Our Understanding of Genetic Etiology and Points to Novel Putative Therapeutic Targets.
34782712	Genome-wide interaction study with major depression identifies novel variants associated with cognitive function.
34791242	Genetic architecture of orbital telorism.
34794066	A genome-wide search for determinants of survival in 1926 patients with advanced colorectal cancer with follow-up in over 22,000 patients.
34804013	Genetic Analyses of Common Infections in the Avon Longitudinal Study of Parents and Children Cohort.
34813871	Multi-Trait Genetic Analysis Identifies Autoimmune Loci Associated with Cutaneous Melanoma.
34815255	Clonal Hematopoiesis Mutations in Patients with Lung Cancer Are Associated with Lung Cancer Risk Factors.
34822396	Sex-Specific Causal Relations between Steroid Hormones and Obesity-A Mendelian Randomization Study.
34827661	Genetic and Metabolic Determinants of Atrial Fibrillation in a General Population Sample: The CHRIS Study.
34834492	Role of Sex on the Genetic Susceptibility to Childhood Asthma in Latinos and African Americans.
34836252	Genomics of Postprandial Lipidomics in the Genetics of Lipid-Lowering Drugs and Diet Network Study.
34836419	Salicylic Acid and Risk of Colorectal Cancer: A Two-Sample Mendelian Randomization Study.
34847907	Genome-wide association study of periodontal pocketing in Finnish adults.
34857772	Mapping the serum proteome to neurological diseases using whole genome sequencing.
34861174	Phenome risk classification enables phenotypic imputation and gene discovery in developmental stuttering.
34861974	Dissecting the Shared Genetic Architecture of Suicide Attempt, Psychiatric Disorders, and Known Risk Factors.
34887591	The power of genetic diversity in genome-wide association studies of lipids.
34897183	Public Access to Summary Statistics for Genome-wide Association Studies of Body Mass Index, Weight, and Height Among Healthy Japanese Individuals: The Japanese Consortium of Genetic Epidemiology Studies.
34926279	Identification of Recessively Inherited Genetic Variants Potentially Linked to Pancreatic Cancer Risk.
34957435	GWAS of stool frequency provides insights into gastrointestinal motility and irritable bowel syndrome.
34982741	Risk of Revision After Arthroplasty Associated with Specific Gene Loci: A Genomewide Association Study of Single-Nucleotide Polymorphisms in 1,130 Twins Treated with Arthroplasty.
34989438	Genome-wide pleiotropy analysis identifies novel blood pressure variants and improves its polygenic risk scores.
34992631	Genetic Contributors of Incident Stroke in 10,700 African Americans With Hypertension: A Meta-Analysis From the Genetics of Hypertension Associated Treatments and Reasons for Geographic and Racial Differences in Stroke Studies.
34996099	Genetic associations with immune-mediated outcomes after allogeneic hematopoietic cell transplantation.
34996992	Genome-wide association study identifies tumor anatomical site-specific risk variants for colorectal cancer survival.
35012447	Polygenic risk prediction based on singular value decomposition with applications to alcohol use disorder.
35050183	Metabolome Genome-Wide Association Study Identifies 74 Novel Genomic Regions Influencing Plasma Metabolites Levels.
35069183	The Pharmacogenetics of Statin Therapy on Clinical Events: No Evidence that Genetic Variation Affects Statin Response on Myocardial Infarction.
35078996	A genome-wide association study of serum proteins reveals shared loci with common diseases.
35086473	Genome-Wide association study of quantitative biomarkers identifies a novel locus for alzheimer's disease at 12p12.1.
35094092	Association with HLA-DRβ1 position 37 distinguishes juvenile dermatomyositis from adult-onset myositis.
35097025	Genetic Determinants of Serum Calcification Propensity and Cardiovascular Outcomes in the General Population.
35115690	Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.
35120996	Trans-ethnic genome-wide association study of blood metabolites in the Chronic Renal Insufficiency Cohort (CRIC) study.
35121771	Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits.
35126453	Shared Genetic Architecture and Causal Relationship Between Asthma and Cardiovascular Diseases: A Large-Scale Cross-Trait Analysis.
35138370	Genome-wide interaction analysis identified low-frequency variants with sex disparity in lung cancer risk.
35165267	Genetic associations with carotid intima-media thickness link to atherosclerosis with sex-specific effects in sub-Saharan Africans.
35167808	A functional genomics approach in Tanzanian population identifies distinct genetic regulators of cytokine production compared to European population.
35172313	Genetic Analyses of Enamel Hypoplasia in Multiethnic Cohorts.
35186008	Multi-Trait Genome-Wide Association Study of Atherosclerosis Detects Novel Pleiotropic Loci.
35195259	A polygenic risk score improves risk stratification of coronary artery disease: a large-scale prospective Chinese cohort study.
35220425	Multi-ancestry genome-wide association study of gestational diabetes mellitus highlights genetic links with type 2 diabetes.
35227251	GWAS in people of Middle Eastern descent reveals a locus protective of kidney function-a cross-sectional study.
35234888	Genetic and clinical determinants of abdominal aortic diameter: genome-wide association studies, exome array data and Mendelian randomization study.
35240980	Innovative computational approaches shed light on genetic mechanisms underlying cognitive impairment among children born extremely preterm.
35241739	Unveiling genetic variants for age-related sarcopenia by conducting a genome-wide association study on Korean cohorts.
35255492	Whole-genome sequencing reveals host factors underlying critical COVID-19.
35267517	A Swedish Genome-Wide Haplotype Association Analysis Identifies a Novel Breast Cancer Susceptibility Locus in 8p21.2 and Characterizes Three Loci on Chromosomes 10, 11 and 16.
35272364	Integrated GWAS and Gene Expression Suggest ORM1 as a Potential Regulator of Plasma Levels of Cell-Free DNA and Thrombosis Risk.
35274129	Genome-wide association study meta-analysis identifies three novel loci for circulating anti-Müllerian hormone levels in women.
35275946	Genetic variants associated with sepsis.
35278270	Genetic and phenotypic profiling of supranormal ejection fraction reveals decreased survival and underdiagnosed heart failure.
35285134	Multi-phenotype analyses of hemostatic traits with cardiovascular events reveal novel genetic associations.
35289444	Genetic and observational evidence: No independent role for cholesterol efflux over static high-density lipoprotein concentration measures in coronary heart disease risk assessment.
35301180	A genome-wide association study of outcome from traumatic brain injury.
35312098	Secondary analyses for genome-wide association studies using expression quantitative trait loci.
35315439	Characterization of the genetic architecture of infant and early childhood body mass index.
35331647	Colocalization analysis of pancreas eQTLs with risk loci from alcoholic and novel non-alcoholic chronic pancreatitis GWAS suggests potential disease causing mechanisms.
35332118	Genetic regulation of post-translational modification of two distinct proteins.
35347128	Genome-wide association studies of metabolites in Finnish men identify disease-relevant loci.
35348614	A genome-wide association study in autoimmune neurological syndromes with anti-GAD65 autoantibodies.
35368071	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.
35378236	Genome-wide Association Meta-analysis of Childhood and Adolescent Internalizing Symptoms.
35379992	New insights into the genetic etiology of Alzheimer's disease and related dementias.
35383335	Genetic variants associated with longitudinal changes in brain structure across the lifespan.
35383826	Plasma biomarkers and genetics in the diagnosis and prediction of Alzheimer's disease.
35385482	Genetics of osteopontin in patients with chronic kidney disease: The German Chronic Kidney Disease study.
35386118	Genome-Wide Association Study of Alzheimer's Disease Brain Imaging Biomarkers and Neuropsychological Phenotypes in the European Medical Information Framework for Alzheimer's Disease Multimodal Biomarker Discovery Dataset.
35387486	Genetic Landscape of the ACE2 Coronavirus Receptor.
35393395	Genome-wide association analyses of symptom severity among clozapine-treated patients with schizophrenia spectrum disorders.
35393526	An Amish founder population reveals rare-population genetic determinants of the human lipidome.
35396579	Rare coding variants in ten genes confer substantial risk for schizophrenia.
35399580	Ancestral diversity improves discovery and fine-mapping of genetic loci for anthropometric traits-The Hispanic/Latino Anthropometry Consortium.
35410376	Exome sequencing in bipolar disorder identifies AKAP11 as a risk gene shared with schizophrenia.
35414113	Genome-wide and transcriptome-wide association studies of mammographic density phenotypes reveal novel loci.
35418701	Genome-wide interaction analysis of menopausal hormone therapy use and breast cancer risk among 62,370 women.
35420468	Genome-Wide Association Study of Campylobacter-Positive Diarrhea Identifies Genes Involved in Toxin Processing and Inflammatory Response.
35446786	Genome-wide studies reveal factors associated with circulating uromodulin and its relationships to complex diseases.
35449187	Genome-wide association study of actinic keratosis identifies new susceptibility loci implicated in pigmentation and immune regulation pathways.
35459240	Genetic analysis of over half a million people characterises C-reactive protein loci.
35467766	Genetic variation in ST6GAL1 is a determinant of capecitabine and oxaliplatin induced hand-foot syndrome.
35470676	Weak Association Between Genetic Markers of Hyperuricemia and Cardiorenal Outcomes: Insights From the STANISLAS Study Cohort With a 20-Year Follow-Up.
35501403	Genome-wide association and Mendelian randomization study of blood copper levels and 213 deep phenotypes in humans.
35507331	Comparative Genetic Analysis of Psoriatic Arthritis and Psoriasis for the Discovery of Genetic Risk Factors and Risk Prediction Modeling.
35511172	Genetic Analysis of Lung Cancer and the Germline Impact on Somatic Mutation Burden.
35512135	Pharmacogenetics of Dolutegravir Plasma Exposure Among Southern Africans With Human Immunodeficiency Virus.
35512400	Genome-Wide Interaction Analysis of Genetic Variants With Menopausal Hormone Therapy for Colorectal Cancer Risk.
35534559	Within-sibship genome-wide association analyses decrease bias in estimates of direct genetic effects.
35546142	Meta-analysis of sub-Saharan African studies provides insights into genetic architecture of lipid traits.
35551307	Multi-ancestry genetic study of type 2 diabetes highlights the power of diverse populations for discovery and translation.
35554533	Polygenic risk scores for prediction of breast cancer risk in women of African ancestry: a cross-ancestry approach.
35580588	Genome-wide association meta-analysis identifies 48 risk variants and highlights the role of the stria vascularis in hearing loss.
35621206	Genetic Architecture of Plasma Alpha-Aminoadipic Acid Reveals a Relationship With High-Density Lipoprotein Cholesterol.
35624665	Genome-Wide Association Study of Fluorescent Oxidation Products Accounting for Tobacco Smoking Status in Adults from the French EGEA Study.
35627254	Genetic Variants Associated with Neuropeptide Y Autoantibody Levels in Newly Diagnosed Individuals with Type 1 Diabetes.
35653140	Identification of Two Genetic Loci Associated with Leukopenia after Chemotherapy in Patients with Breast Cancer.
35655252	Combined exome and transcriptome sequencing of non-muscle-invasive bladder cancer: associations between genomic changes, expression subtypes, and clinical outcomes.
35668104	Comprehensive genetic analysis of the human lipidome identifies loci associated with lipid homeostasis with links to coronary artery disease.
35670608	The genetic etiology of periodic limb movement in sleep.
35693796	Impact of Human Genetic Variation on C-Reactive Protein Concentrations and Acute Appendicitis.
35712048	Identifying the Common Genetic Basis of Antidepressant Response.
35736394	Pharmacogenomic study of heart failure and candesartan response from the CHARM programme.
35740506	Genome-Wide Meta-Analysis Identifies Variants in DSCAM and PDLIM3 That Correlate with Efficacy Outcomes in Metastatic Renal Cell Carcinoma Patients Treated with Sunitinib.
35748965	Identification of healthspan-promoting genes in Caenorhabditis elegans based on a human GWAS study.
35751511	Polygenic risk score for ACE-inhibitor-associated cough based on the discovery of new genetic loci.
35754128	Multi-ancestry genome-wide association study of asthma exacerbations.
35763870	Gene expression-based prediction of pazopanib efficacy in sarcoma.
35765848	Developing and validating polygenic risk scores for colorectal cancer risk prediction in East Asians.
35769078	A Genome-Wide Association Study of Prediabetes Status Change.
35769418	A genome-wide association study of bronchodilator response in participants of European and African ancestry from six independent cohorts.
35793639	Smoking-Interaction Loci Affect Obesity Traits: A Gene-Smoking Stratified Meta-Analysis of 545,131 Europeans.
35793981	Genetic Variants Associated with Supernormal Coronary Arteries.
35803233	Investigating the shared genetic architecture of uterine leiomyoma and breast cancer: A genome-wide cross-trait analysis.
35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.
35876483	Genome-wide association study of handgrip strength in the Northern Chinese adult twins.
35879306	Polygenic resilience scores capture protective genetic effects for Alzheimer's disease.
35886039	Genome-Wide Association Study of Airway Wall Thickening in a Korean Chronic Obstructive Pulmonary Disease Cohort.
35898629	Shared Genetics and Causality Between Decaffeinated Coffee Consumption and Neuropsychiatric Diseases: A Large-Scale Genome-Wide Cross-Trait Analysis and Mendelian Randomization Analysis.
35915169	Cross-ancestry genome-wide meta-analysis of 61,047 cases and 947,237 controls identifies new susceptibility loci contributing to lung cancer.
35925860	A genome-wide association study for rheumatoid arthritis replicates previous HLA and non-HLA associations in a cohort from South Africa.
35927272	Genetic associations with healthy ageing among Chinese adults.
35931775	A systems immunology approach to investigate cytokine responses to viruses and bacteria and their association with disease.
35953101	Zinc finger protein 33B demonstrates sex interaction with atopy-related markers in childhood asthma.
35953715	GAWMerge expands GWAS sample size and diversity by combining array-based genotyping and whole-genome sequencing.
35970579	Genome-wide Association and Meta-analysis of Age at Onset in Parkinson Disease: Evidence From the COURAGE-PD Consortium.
35995766	Whole Genome Association Study of the Plasma Metabolome Identifies Metabolites Linked to Cardiometabolic Disease in Black Individuals.
35998220	Genome-wide analyses of individual differences in quantitatively assessed reading- and language-related skills in up to 34,000 people.
36050321	Genetic analyses of the electrocardiographic QT interval and its components identify additional loci and pathways.
36064556	Higher polygenic risk for melanoma is associated with improved survival in a high ultraviolet radiation setting.
36066633	Genome-wide meta-analysis for Alzheimer's disease cerebrospinal fluid biomarkers.
36085083	Leveraging genomic diversity for discovery in an electronic health record linked biobank: the UCLA ATLAS Community Health Initiative.
36143338	Exome-Wide Association Study Reveals Host Genetic Variants Likely Associated with the Severity of COVID-19 in Patients of European Ancestry.
36154123	Cross-Ancestry Investigation of Venous Thromboembolism Genomic Predictors.
36167494	Genome-wide association analyses of common infections in a large practice-based biobank.
36180795	Stroke genetics informs drug discovery and risk prediction across ancestries.
36187959	Identifying shared genetic loci between coronavirus disease 2019 and cardiovascular diseases based on cross-trait meta-analysis.
36191651	Meta-GWAS identifies the heritability of acute radiation-induced toxicities in head and neck cancer.
36192519	ANGPTL7, a therapeutic target for increased intraocular pressure and glaucoma.
36207451	Multi-trait genome-wide association study of opioid addiction: OPRM1 and beyond.
36220816	Whole genome sequence analysis of blood lipid levels in >66,000 individuals.
36224396	A saturated map of common genetic variants associated with human height.
36240095	Contribution of Common Genetic Variants to Risk of Early-Onset Ischemic Stroke.
36246171	Genome-wide Association Study of Axial Length in Population-based Cohorts in Japan: The Tohoku Medical Megabank Organization Eye Study.
36267918	Genome-wide analyses identify SCN5A as a susceptibility locus for premature atrial contraction frequency.
36271874	A large genome-wide association study of QT interval length utilizing electronic health records.
36273105	Distinct germline genetic susceptibility profiles identified for common non-Hodgkin lymphoma subtypes.
36305391	Body weight changes and bipolar disorder: a molecular pathway analysis.
36314488	Circulating Soluble CD163, Associations With Cardiovascular Outcomes and Mortality, and Identification of Genetic Variants in Older Individuals: The Cardiovascular Health Study.
36324662	Genome-wide by Environment Interaction Study of Stressful Life Events and Hospital-Treated Depression in the iPSYCH2012 Sample.
36327219	Exome-wide association study to identify rare variants influencing COVID-19 outcomes: Results from the Host Genetics Initiative.
36333282	The contribution of common and rare genetic variants to variation in metabolic traits in 288,137 East Asians.
36333501	Multi-ancestry genome-wide association analyses identify novel genetic mechanisms in rheumatoid arthritis.
36348503	Association between the LRP1B and APOE loci and the development of Parkinson's disease dementia.
36349687	Identifying causal serum protein-cardiometabolic trait relationships using whole genome sequencing.
36357675	Rare and common genetic determinants of metabolic individuality and their effects on human health.
36370000	GALC variants affect galactosylceramidase enzymatic activity and risk of Parkinson's disease.
36376304	Pleiotropic genetic architecture and novel loci for C-reactive protein levels.
36395887	Genome-wide metabolite quantitative trait loci analysis (mQTL) in red blood cells from volunteer blood donors.
36400179	Genome-wide admixture and association analysis identifies African ancestry-specific risk loci of eosinophilic esophagitis in African Americans.
36462503	Functional proteomic profiling links deficient DNA clearance with increased mortality in individuals with severe COVID-19 pneumonia.
36470867	Genome-wide association study of REM sleep behavior disorder identifies polygenic risk and brain expression effects.
36474045	Discovery and systematic characterization of risk variants and genes for coronary artery disease in over a million participants.
36477530	Genetic diversity fuels gene discovery for tobacco and alcohol use.
36494783	PRState: Incorporating genetic ancestry in prostate cancer risk scores for men of African ancestry.
36496446	A multi-phenotype analysis reveals 19 susceptibility loci for basal cell carcinoma and 15 for squamous cell carcinoma.
36508697	Genome-Wide Association Study Identifies ROBO2 as a Novel Susceptibility Gene for Anthracycline-Related Cardiomyopathy in Childhood Cancer Survivors.
36520433	Transferability of Alzheimer Disease Polygenic Risk Score Across Populations and Its Association With Alzheimer Disease-Related Phenotypes.
36522743	Amyloid-β and APOE genotype predict memory decline in cognitively unimpaired older individuals independently of Alzheimer's disease polygenic risk score.
36528349	Pharmacogenomics of GLP-1 receptor agonists: a genome-wide analysis of observational data and large randomised controlled trials.
36539618	Deciphering colorectal cancer genetics through multi-omic analysis of 100,204 cases and 154,587 controls of European and east Asian ancestries.
36551779	A Genome-Wide Association Study into the Aetiology of Congenital Solitary Functioning Kidney.
36551856	Identification of Novel Metabolic Subtypes Using Multi-Trait Limited Mixed Regression in the Chinese Population.
36576985	Genome-wide Interaction Study with Smoking for Colorectal Cancer Risk Identifies Novel Genetic Loci Related to Tumor Suppression, Inflammation, and Immune Response.
36580335	Association of Inherited Genetic Factors With Drug-Induced Hepatic Damage Among Children With Acute Lymphoblastic Leukemia.
36596879	Rare variant analyses across multiethnic cohorts identify novel genes for refractive error.
36599956	Genetic factors associated with serum amylase in a Japanese population: combined analysis of copy-number and single-nucleotide variants.
36602125	Genome-wide association study of early ischaemic stroke risk in Brazilian individuals with sickle cell disease implicates ADAMTS2 and CDK18 and uncovers novel loci.
36606461	Exploring the Genetic Association between Obesity and Serum Lipid Levels Using Bivariate Methods.
36623684	Identification of Novel Genetic Risk Factors for Focal Segmental Glomerulosclerosis in Children: Results From the Chronic Kidney Disease in Children (CKiD) Cohort.
