COHO ID	label	curation status	PGS subset	PGS cohort id	placed by	PGS cohort name	PMID	DOI	title	PGP id	roles
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37728483	10.1002/ijc.34736	Evaluating interactions of polygenic risk scores and NAT2 genotypes with tobacco smoking in bladder cancer risk.	PGP000806	evaluation of PGS012553 on PSS012259 (PPM030707); evaluation of PGS012553 on PSS012259 (PPM030708)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37749244	10.1038/s41588-023-01501-z	A new method for multiancestry polygenic prediction improves performance across diverse populations.	PGP000489	training samples of PGS003769; training samples of PGS003770; training samples of PGS003771; training samples of PGS003772; training samples of PGS003773; training samples of PGS003774; training samples of PGS003775; training samples of PGS003776; training samples of PGS003777; training samples of PGS003778; training samples of PGS003779; training samples of PGS003780; training samples of PGS003781; training samples of PGS003782; training samples of PGS003783; training samples of PGS003786; training samples of PGS003787; training samples of PGS003788; training samples of PGS003789; training samples of PGS003790; and 132 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37770476		Genome-wide association studies and cross-population meta-analyses investigating short and long sleep duration.		source GWAS GCST90428610 of PGS019922; source GWAS GCST90428609 of PGS019926
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37807951	10.1161/circgen.123.004259	Sex Differences in the Association of Genome-Wide Systolic Blood Pressure Polygenic Risk Score With Hypertension.	PGP000512	development of PGS003970 from the samples of a GWAS; development of PGS003971 from the samples of a GWAS
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37845353	10.1038/s41588-023-01510-y	Genome-wide association meta-analysis identifies risk loci for abdominal aortic aneurysm and highlights PCSK9 as a therapeutic target.	PGP000513	development of PGS003972 from the samples of a GWAS; evaluation of PGS003972 on PSS011199 (PPM019134); evaluation of PGS003973 on PSS011200 (PPM019137)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37846527	10.1111/dom.15334	Metabolic syndrome, genetic susceptibility, and risk of chronic obstructive pulmonary disease: The UK Biobank Study.	PGP000699	evaluation of PGS000210 on PSS011909 (PPM022298)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37865044	10.1016/j.ebiom.2023.104838	Clinical consequences of a genetic predisposition toward higher benign prostate-specific antigen levels.	PGP000696	development of PGS005107 from the samples of GCST90301330
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37890495	10.1016/j.ajhg.2023.09.013	Power of inclusion: Enhancing polygenic prediction with admixed individuals.	PGP000502	training samples of PGS003893; training samples of PGS003894; training samples of PGS003895; training samples of PGS003896; training samples of PGS003897; training samples of PGS003898; training samples of PGS003899; training samples of PGS003900; training samples of PGS003901; training samples of PGS003902; training samples of PGS003903; training samples of PGS003904; training samples of PGS003905; training samples of PGS003906; training samples of PGS003907; training samples of PGS003908; training samples of PGS003909; training samples of PGS003910; training samples of PGS003911; training samples of PGS003912; and 340 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37900992	10.3748/wjg.v29.i39.5494	Risk assessment of venous thromboembolism in inflammatory bowel disease by inherited risk in a population-based incident cohort.	PGP000681	evaluation of PGS003332 on PSS011827 (PPM022174)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37918457	10.1016/j.amepre.2023.10.017	Digestive System Diseases, Genetic Risk, and Incident Dementia: A Prospective Cohort Study.	PGP000722	evaluation of PGS001775 on PSS011985 (PPM022528)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37940980	10.1186/s12916-023-03136-7	The association between telomere length and non-alcoholic fatty liver disease: a prospective study.	PGP000792	evaluation of PGS012549 on PSS012225 (PPM030657); evaluation of PGS012549 on PSS012225 (PPM030658)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:37966923	10.1093/gerona/glad262	Polysocial and Polygenic Risk Scores and All-Cause Dementia, Alzheimer's Disease, and Vascular Dementia.	PGP000791	evaluation of PGS012548 on PSS012224 (PPM030654); evaluation of PGS012548 on PSS012224 (PPM030655); evaluation of PGS012548 on PSS012224 (PPM030656)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38018286	10.1111/vox.13564	The value of genetic data from 665,460 individuals in managing iron deficiency anaemia and suitability to donate blood.	PGP000432	development of PGS003425 from the samples of GCST90002384
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38032963	10.1371/journal.pone.0295155	High polygenic risk score is a risk factor associated with colorectal cancer based on data from the UK Biobank.	PGP000804	evaluation of PGS002265 on PSS012255 (PPM030703); evaluation of PGS002265 on PSS012256 (PPM030704); evaluation of PGS002265 on PSS012257 (PPM030705)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38049803	10.1186/s12916-023-03190-1	A low-inflammatory diet is associated with a lower incidence of diabetes: role of diabetes-related genetic risk.	PGP000797	evaluation of PGS012554 on PSS012233 (PPM030671); evaluation of PGS012554 on PSS012234 (PPM030672); evaluation of PGS012554 on PSS012233 (PPM030673); evaluation of PGS012554 on PSS012234 (PPM030674)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38075701	10.3389/fgene.2023.1286561	Trans-ancestry polygenic models for the prediction of LDL blood levels: an analysis of the United Kingdom Biobank and Taiwan Biobank.	PGP000514	evaluation of PGS003976 on PSS011207 (PPM019138); evaluation of PGS003978 on PSS011207 (PPM019139); evaluation of PGS003975 on PSS011203 (PPM019140); evaluation of PGS003978 on PSS011203 (PPM019141); evaluation of PGS003974 on PSS011206 (PPM019145); evaluation of PGS003977 on PSS011204 (PPM019146)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38097541	10.1038/s41467-023-43064-x	Binge-pattern alcohol consumption and genetic risk as determinants of alcohol-related liver disease.	PGP000708	evaluation of PGS000704 on PSS011933 (PPM022382); evaluation of PGS000704 on PSS011933 (PPM022383); evaluation of PGS000704 on PSS011933 (PPM022384)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38134266	10.1161/strokeaha.123.044284	Genetic Susceptibility Modifies Relationships Between Air Pollutants and Stroke Risk: A Large Cohort Study.	PGP000736	evaluation of PGS005230 on PSS012047 (PPM022648); evaluation of PGS005230 on PSS012047 (PPM022649); evaluation of PGS005230 on PSS012047 (PPM022650); evaluation of PGS005230 on PSS012047 (PPM022651); evaluation of PGS005230 on PSS012047 (PPM022652); evaluation of PGS005230 on PSS012047 (PPM022653); evaluation of PGS005230 on PSS012047 (PPM022654)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38154569	10.1016/j.envres.2023.117984	Residential greenness and incident idiopathic pulmonary fibrosis: A prospective study.	PGP000793	evaluation of PGS012550 on PSS012226 (PPM030659)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38181303	10.2337/dc23-1503	Modifiable Lifestyle Factors, Genetic Risk, and Incident Peripheral Artery Disease Among Individuals With Type 2 Diabetes: A Prospective Study.	PGP000705	evaluation of PGS005158 on PSS011930 (PPM022378); evaluation of PGS005158 on PSS011930 (PPM022379)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38218525	10.1016/j.envres.2024.118182	Air pollutants, genetic susceptibility, and the risk of incident gastrointestinal diseases: A large prospective cohort study.	PGP000802	evaluation of PGS012562 on PSS012253 (PPM030693); evaluation of PGS012562 on PSS012252 (PPM030694); evaluation of PGS012562 on PSS012253 (PPM030695); evaluation of PGS012562 on PSS012252 (PPM030696); evaluation of PGS012562 on PSS012252 (PPM030697)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38225649	10.1186/s12916-023-03240-8	Associations between long-term night shift work and incidence of chronic obstructive pulmonary disease: a prospective cohort study of 277,059 UK Biobank participants.	PGP000808	evaluation of PGS012564 on PSS012261 (PPM030710); evaluation of PGS012564 on PSS012261 (PPM030711)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38239805	10.3389/fbinf.2023.1320748	Genomic risk prediction of cardiovascular diseases among type 2 diabetes patients in the UK Biobank.	PGP000794	evaluation of PGS012551 on PSS012229 (PPM030660); evaluation of PGS012552 on PSS012228 (PPM030661); evaluation of PGS005236 on PSS012227 (PPM030662); evaluation of PGS005236 on PSS012227 (PPM030663); evaluation of PGS005236 on PSS012227 (PPM030664)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38241289	10.1093/eurheartj/ehad886	Air pollutants, genetic susceptibility, and abdominal aortic aneurysm risk: a prospective study.	PGP000803	evaluation of PGS012563 on PSS012254 (PPM030698); evaluation of PGS012563 on PSS012254 (PPM030699); evaluation of PGS012563 on PSS012254 (PPM030700); evaluation of PGS012563 on PSS012254 (PPM030701); evaluation of PGS012563 on PSS012254 (PPM030702)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38261344	10.1093/alcalc/agad093	A high-resolution PheWAS approach to alcohol-related polygenic risk scores reveals mechanistic influences of alcohol reinforcing value and drinking motives.	PGP000731	development of PGS005216 from the samples of GCST90243981
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38351177	10.1038/s42003-024-05874-7	Integration of risk factor polygenic risk score with disease polygenic risk score for disease prediction.	PGP000561	training samples of PGS004327; training samples of PGS004328; training samples of PGS004329; training samples of PGS004330; training samples of PGS004331; training samples of PGS004332; training samples of PGS004333; training samples of PGS004334; training samples of PGS004335; training samples of PGS004336; training samples of PGS004337; training samples of PGS004338; training samples of PGS004339; training samples of PGS004340; training samples of PGS004341; training samples of PGS004342; training samples of PGS004343; training samples of PGS004344; training samples of PGS004345; training samples of PGS004346; and 484 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38366150	10.1093/jncics/pkae008	Using clinical and genetic risk factors for risk prediction of 8 cancers in the UK Biobank.	PGP000596	training samples of PGS004687; training samples of PGS004688; training samples of PGS004689; training samples of PGS004690; training samples of PGS004691; training samples of PGS004692; training samples of PGS004693; training samples of PGS004694; evaluation of PGS004687 on PSS011431 (PPM020872); evaluation of PGS004688 on PSS011432 (PPM020873); evaluation of PGS004689 on PSS011433 (PPM020874); evaluation of PGS004690 on PSS011434 (PPM020875); evaluation of PGS004691 on PSS011435 (PPM020876); evaluation of PGS004692 on PSS011436 (PPM020877); evaluation of PGS004693 on PSS011437 (PPM020878); evaluation of PGS004694 on PSS011438 (PPM020879)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38380516	10.1161/circgen.123.004272	Multi-Ancestry Polygenic Risk Score for Coronary Heart Disease Based on an Ancestrally Diverse Genome-Wide Association Study and Population-Specific Optimization.	PGP000602	development of PGS004696 from the samples of GCST90132305; development of PGS004697 from the samples of GCST90132302; development of PGS004697 from the samples of GCST90132305; development of PGS004698 from the samples of GCST90132305; evaluation of PGS004697 on PSS011450 (PPM020911); evaluation of PGS004696 on PSS011450 (PPM020912); evaluation of PGS004698 on PSS011450 (PPM020917)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38418465	10.1038/s41467-024-44917-9	Applying a genetic risk score model to enhance prediction of future multiple sclerosis diagnosis at first presentation with optic neuritis.	PGP000603	evaluation of PGS004699 on PSS011453 (PPM020918); evaluation of PGS004699 on PSS011454 (PPM020921); evaluation of PGS004700 on PSS011453 (PPM020922); evaluation of PGS004700 on PSS011454 (PPM020925)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38426188	10.3389/ijph.2024.1606868	Joint Exposure to Multiple Air Pollutants, Genetic Susceptibility, and Incident Dementia: A Prospective Analysis in the UK Biobank Cohort.	PGP000823	evaluation of PGS012589 on PSS012285 (PPM030762); evaluation of PGS012589 on PSS012285 (PPM030763); evaluation of PGS012589 on PSS012285 (PPM030764)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38458077	10.1016/j.dsx.2024.102971	Diabetes status, genetic susceptibility, and incident arrhythmias: A prospective cohort study of 457,151 participants.	PGP000719	evaluation of PGS005171 on PSS011973 (PPM022493); evaluation of PGS005171 on PSS011973 (PPM022494)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38486201	10.1186/s12916-024-03305-2	Polygenic risk score-based phenome-wide association study of head and neck cancer across two large biobanks.	PGP000822	evaluation of PGS012586 on PSS012281 (PPM030753); evaluation of PGS012586 on PSS012281 (PPM030754); evaluation of PGS012586 on PSS012281 (PPM030755); evaluation of PGS012587 on PSS012282 (PPM030756); evaluation of PGS012588 on PSS012284 (PPM030757)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38528394	10.1111/joim.13780	Association of hospital-treated infectious diseases and infection burden with cardiovascular diseases and life expectancy.	PGP000814	evaluation of PGS012579 on PSS012270 (PPM030733); evaluation of PGS012580 on PSS012270 (PPM030734); evaluation of PGS012581 on PSS012270 (PPM030735); evaluation of PGS012581 on PSS012271 (PPM030736)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38531883	10.1038/s41467-023-44512-4	Polygenic risk score for ulcerative colitis predicts immune checkpoint inhibitor-mediated colitis.	PGP000545	training samples of PGS004253; training samples of PGS004254; evaluation of PGS004253 on PSS011335 (PPM020319); evaluation of PGS004254 on PSS011333 (PPM020321)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38548025	10.1016/j.ypmed.2024.107942	Genetic risk, adherence to healthy lifestyle behaviors, and risk of cholelithiasis: A population-based cohort study.	PGP000816	evaluation of PGS012582 on PSS012273 (PPM030739); evaluation of PGS012582 on PSS012273 (PPM030740)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38561434	10.1038/s41416-024-02638-2	Genetic risk impacts the association of menopausal hormone therapy with colorectal cancer risk.	PGP000817	evaluation of PGS012583 on PSS012274 (PPM030741); evaluation of PGS012583 on PSS012274 (PPM030742)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38589358	10.1038/s41467-024-47204-9	Integration of pathologic characteristics, genetic risk and lifestyle exposure for colorectal cancer survival assessment.	PGP000564	training samples of PGS004586
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38589402	10.1038/s41531-024-00700-7	Social isolation and the risk of Parkinson disease in the UK biobank study.	PGP000818	evaluation of PGS012584 on PSS012275 (PPM030743)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38622117	10.1038/s41467-024-47357-7	An ensemble penalized regression method for multi-ancestry polygenic risk prediction.	PGP000595	training samples of PGS004622; training samples of PGS004623; training samples of PGS004624; training samples of PGS004625; training samples of PGS004626; training samples of PGS004627; training samples of PGS004628; training samples of PGS004629; training samples of PGS004630; training samples of PGS004631; training samples of PGS004632; training samples of PGS004633; training samples of PGS004634; training samples of PGS004635; training samples of PGS004636; training samples of PGS004637; training samples of PGS004638; training samples of PGS004639; training samples of PGS004640; training samples of PGS004641; and 110 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38632276	10.1038/s41397-024-00333-2	Polygenic scores for cardiovascular risk factors improve estimation of clinical outcomes in CCB treatment compared to pharmacogenetic variants alone.	PGP000766	development of PGS005315 from the samples of GCST90000025; evaluation of PGS005316 on PSS012106 (PPM023056); evaluation of PGS005316 on PSS012106 (PPM023057); evaluation of PGS005316 on PSS012106 (PPM023058); evaluation of PGS005315 on PSS012106 (PPM023059); evaluation of PGS005315 on PSS012106 (PPM023060); evaluation of PGS005320 on PSS012106 (PPM023061); evaluation of PGS005320 on PSS012106 (PPM023062); evaluation of PGS005321 on PSS012106 (PPM023063); evaluation of PGS005317 on PSS012106 (PPM023064); evaluation of PGS005318 on PSS012106 (PPM023065); evaluation of PGS005319 on PSS012106 (PPM023066)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38632349	10.1038/s41588-024-01720-y	Integrative common and rare variant analyses provide insights into the genetic architecture of liver cirrhosis.	PGP000594	development of PGS004621 from the samples of GCST90319877
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38652672	10.2337/dc23-2274	Time-to-Event Genome-Wide Association Study for Incident Cardiovascular Disease in People With Type 2 Diabetes.	PGP000829	evaluation of PGS000058 on PSS012312 (PPM036565)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38671320	10.1038/s41588-024-01725-7	Multi-ancestry genome-wide association study of kidney cancer identifies 63 susceptibility regions.	PGP000640	evaluation of PGS004908 on PSS011702 (PPM021361); evaluation of PGS004908 on PSS011702 (PPM021362)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38678821	10.1016/j.clnu.2024.04.030	Ultra-processed food consumption, genetic susceptibility, and the risk of hip/knee osteoarthritis.	PGP000833	development of PGS018416 from the samples of GCST90034523; development of PGS018417 from the samples of GCST90034522; evaluation of PGS018417 on PSS012319 (PPM036595); evaluation of PGS018416 on PSS012319 (PPM036596); evaluation of PGS018417 on PSS012319 (PPM036597); evaluation of PGS018416 on PSS012319 (PPM036598)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38689001	10.1038/s41588-024-01714-w	Genome-wide analysis in over 1 million individuals of European ancestry yields improved polygenic risk scores for blood pressure traits.	PGP000581	development of PGS004603 from the samples of a GWAS; development of PGS004604 from the samples of a GWAS; development of PGS004605 from the samples of a GWAS; source GWAS GCST90310294 of PGS012530; source GWAS GCST90310295 of PGS012530
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38697272	10.1016/j.hrthm.2024.04.097	Alcohol is neither a risk factor nor a protective factor for sudden cardiac death and/or fatal ventricular arrhythmia: A population-based study with genetic traits and alcohol consumption in the UK Biobank.	PGP000841	evaluation of PGS019953 on PSS013833 (PPM038139)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38727677	10.1097/hc9.0000000000000431	A polygenic risk score for alcohol-associated cirrhosis among heavy drinkers with European ancestry.	PGP000645	evaluation of PGS004913 on PSS011711 (PPM021374)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38811555	10.1038/s41467-024-48654-x	A polygenic score method boosted by non-additive models.	PGP000546	training samples of PGS004255; training samples of PGS004256; training samples of PGS004257; training samples of PGS004258; training samples of PGS004259; training samples of PGS004260; training samples of PGS004261; training samples of PGS004262; training samples of PGS004263; training samples of PGS004264; training samples of PGS004265; training samples of PGS004266; training samples of PGS004267; training samples of PGS004268; training samples of PGS004269; training samples of PGS004270; training samples of PGS004271; training samples of PGS004272; training samples of PGS004273; training samples of PGS004274; and 100 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38862855	10.1038/s41588-024-01782-y	Body mass index stratification optimizes polygenic prediction of type 2 diabetes in cross-biobank analyses.	PGP000593	development of PGS004615 from the samples of a GWAS; development of PGS004616 from the samples of a GWAS; development of PGS004617 from the samples of a GWAS; development of PGS004618 from the samples of a GWAS; development of PGS004619 from the samples of a GWAS; development of PGS004620 from the samples of a GWAS
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38866767	10.1038/s41467-024-48938-2	A unified framework for estimating country-specific cumulative incidence for 18 diseases stratified by polygenic risk.	PGP000618	evaluation of PGS004869 on PSS011559 (PPM021134); evaluation of PGS004871 on PSS011667 (PPM021149); evaluation of PGS004872 on PSS011627 (PPM021157); evaluation of PGS004873 on PSS011635 (PPM021165); evaluation of PGS004874 on PSS011643 (PPM021173); evaluation of PGS004881 on PSS011665 (PPM021223)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38872215	10.1186/s13073-024-01355-y	Developing an optimal stratification model for colorectal cancer screening and reducing racial disparities in multi-center population-based studies.	PGP000643	development of PGS004912 from the samples of a GWAS
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38908374	10.1016/j.ajhg.2024.06.003	Evaluation of polygenic scoring methods in five biobanks shows larger variation between biobanks than methods and finds benefits of ensemble learning.	PGP000517	training samples of PGS003980; training samples of PGS003981; training samples of PGS003982; training samples of PGS003983; training samples of PGS003984; training samples of PGS003985; training samples of PGS003986; training samples of PGS003987; training samples of PGS003988; training samples of PGS003989; training samples of PGS003990; training samples of PGS003991; training samples of PGS003993; training samples of PGS003994; training samples of PGS003996; training samples of PGS003997; training samples of PGS003998; training samples of PGS003999; training samples of PGS004000; training samples of PGS004001; and 473 more
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38912597	10.1080/20008066.2024.2366055	Childhood maltreatment, genetic risk, and subsequent risk of arrhythmias: a prospective cohort study.	PGP000812	evaluation of PGS012577 on PSS012268 (PPM030727); evaluation of PGS012577 on PSS012268 (PPM030728)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38938725	10.1016/j.jacadv.2023.100662	Polygenic Background Modifies Risk of Coronary Artery Disease Among Individuals With Heterozygous Familial Hypercholesterolemia.	PGP000695	evaluation of PGS003727 on PSS011903 (PPM022291)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38939477	10.1016/j.jacadv.2023.100567	Polygenic Risk, Rare Variants, and Family History: Independent and Additive Effects on Coronary Heart Disease.	PGP000669	evaluation of PGS000018 on PSS011775 (PPM021742); evaluation of PGS000018 on PSS011775 (PPM021743)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38974956	10.14218/jcth.2023.00575	Association of Mosaic Chromosomal Alterations and Genetic Factors with the Risk of Cirrhosis.	PGP000819	evaluation of PGS000726 on PSS012276 (PPM030744); evaluation of PGS000726 on PSS012276 (PPM030745); evaluation of PGS000726 on PSS012276 (PPM030746); evaluation of PGS000726 on PSS012276 (PPM030747); evaluation of PGS000726 on PSS012276 (PPM030748)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38987751	10.1186/s12889-024-19127-z	Evidence of gene-nutrient interaction association with waist circumference, cross-sectional analysis.	PGP000846	evaluation of PGS019956 on PSS013844 (PPM038152)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:38991416	10.1016/j.maturitas.2024.108063	The role of sex hormone binding globulin levels in the association of surgical and natural premature menopause with incident type 2 diabetes.	PGP000834	evaluation of PGS018418 on PSS012320 (PPM036599); evaluation of PGS018418 on PSS012320 (PPM036600)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39042486	10.2337/dc23-1691	Hemoglobin A1c Genetics and Disparities in Risk of Diabetic Retinopathy in Individuals of Genetically Inferred African American/African British and European Ancestries.	PGP000848	evaluation of PGS019959 on PSS013853 (PPM038163); evaluation of PGS019958 on PSS013852 (PPM038164)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39053885	10.1016/j.ajcnut.2024.07.019	Vitamin D and heart failure risk among individuals with type 2 diabetes: observational and Mendelian randomization studies.	PGP000849	evaluation of PGS019960 on PSS013854 (PPM038165); evaluation of PGS019960 on PSS013854 (PPM038166)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39062192	10.3390/biomedicines12071619	Developing a Polygenic Risk Score with Age and Sex to Identify High-Risk Myopia in Taiwan.	PGP000847	development of PGS019957 from the samples of GCST90044218; development of PGS019957 from the samples of GCST90044219; development of PGS019957 from the samples of GCST90044220; development of PGS019957 from the samples of GCST90044326; development of PGS019957 from the samples of GCST90078393; development of PGS019957 from the samples of GCST90078394; development of PGS019957 from the samples of GCST90079388; development of PGS019957 from the samples of GCST90079389; development of PGS019957 from the samples of GCST90079390; development of PGS019957 from the samples of GCST90079916; development of PGS019957 from the samples of GCST90082379; development of PGS019957 from the samples of GCST90082380; development of PGS019957 from the samples of GCST90083374; development of PGS019957 from the samples of GCST90083375; development of PGS019957 from the samples of GCST90083376; development of PGS019957 from the samples of GCST90083902; development of PGS019957 from the samples of GCST90134549
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39132911	10.1093/eurheartj/ehae474	The AORTA Gene score for detection and risk stratification of ascending aortic dilation.	PGP000663	development of PGS004927 from the samples of a GWAS; evaluation of PGS004927 on PSS011759 (PPM021712); evaluation of PGS004927 on PSS011759 (PPM021713)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39134668		A Genomics England haplotype reference panel and imputation of UK Biobank.		source GWAS GCST90435415 of PGS012532; source GWAS GCST90435415 of PGS012533; source GWAS GCST90435415 of PGS012534; source GWAS GCST90435415 of PGS012535; source GWAS GCST90435415 of PGS012536; source GWAS GCST90435415 of PGS012537; source GWAS GCST90435415 of PGS012538
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39218908	10.1186/s40246-024-00664-y	Polygenic risk score portability for common diseases across genetically diverse populations.	PGP000665	training samples of PGS004929; training samples of PGS004930; training samples of PGS004931; training samples of PGS004932; training samples of PGS004933; training samples of PGS004934; training samples of PGS004935; training samples of PGS004936; training samples of PGS004937
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39277617	10.1038/s41467-024-52452-w	Evaluating the cost-effectiveness of polygenic risk score-stratified screening for abdominal aortic aneurysm.	PGP000436	development of PGS003429 from the samples of a GWAS; evaluation of PGS003429 on PSS010126 (PPM017103)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39349817	10.1038/s41588-024-01933-1	Multivariate genomic analysis of 5 million people elucidates the genetic architecture of shared components of the metabolic syndrome.	PGP000664	evaluation of PGS004928 on PSS011761 (PPM021714)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39380081	10.1186/s40246-024-00679-5	Leveraging large-scale datasets and single cell omics data to develop a polygenic score for cisplatin-induced ototoxicity.	PGP000832	development of PGS018414 from the samples of GCST90012115; development of PGS018415 from the samples of GCST90012115
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39548300	10.1038/s41598-024-79683-7	Assessing the predictive efficacy of European-based systolic blood pressure polygenic risk scores in diverse Brazilian cohorts.	PGP000702	evaluation of PGS005120 on PSS011915 (PPM022325); evaluation of PGS005120 on PSS011915 (PPM022328); evaluation of PGS005120 on PSS011915 (PPM022331); evaluation of PGS005120 on PSS011915 (PPM022334); evaluation of PGS005120 on PSS011915 (PPM022337); evaluation of PGS005120 on PSS011915 (PPM022340)
COHO:0000176	UK Biobank	curated		UKB	name (the Catalog id)	UK Biobank	PMID:39572783	10.1038/s41588-024-01952-y	Genome-wide association analysis provides insights into the molecular etiology of dilated cardiomyopathy.	PGP000608	evaluation of PGS004861 on PSS011521 (PPM021092); evaluation of PGS004862 on PSS011521 (PPM021093)
