ID	label	proposed type	definition	source URL	source PMID	quote	quote verified	confidence	remark
COHO:0000056	DUNDEE	not a cohort	A city on Scotland's east coast at the mouth of the River Tay.	https://www.dundeecity.gov.uk/dundeecity/uploaded_publications/publication_109.pdf		at the mouth of the River Tay on the east coast of Scotland	yes	high	Proposed type change: temporary unclassified -> not a cohort. DUNDEE is a city label. The linked EGA description names Dundee as a sample-collection site for Scottish ovarian-cancer cases, not an independently identified cohort.
COHO:0000057	Durban Diabetes Study	cohort	A cohort of urban Black residents of eThekwini Municipality, South Africa, assessed in a population-based cross-sectional survey combining questionnaires, clinical measurements, biomarkers and genetic data to investigate chronic diseases and their risk factors.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Durban+Diabetes+Study%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:29276614	a population-based cross-sectional survey of an urban black population in the eThekwini Municipality (city of Durban) in South Africa.	yes	high	
COHO:0000058	Dutch and Belgian Lung Cancer Screening Trial	cohort	A randomised trial cohort of current and former smokers selected from the Dutch and Belgian general population to compare low-dose computed-tomography screening with no screening for reduction of lung-cancer mortality.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22NELSON%22+AND+%28TITLE%3A%22rationale%22+OR+TITLE%3A%22screening%22%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:17131307	NELSON investigates whether 16-detector multi-slice computed tomography screening will decrease lung cancer mortality compared to no screening.	yes	high	Proposed type change: temporary unclassified -> cohort.
COHO:0000059	Dutch Microbiome Project	cohort	A cohort of Dutch Lifelines participants providing faecal samples for metagenomic characterisation of gut microbial composition, function, virulence and antibiotic resistance in relation to health.	https://metadata.ega-archive.org/studies/EGAS00001005027		shotgun metagenomic sequencing of faecal samples of 8,208 Dutch individuals	yes	medium	Proposed type change: temporary unclassified -> cohort. Source is the cohort data-deposition record.
COHO:0000060	Edinburgh Stroke Study	cohort	A cohort of patients with recent stroke recruited at Western General Hospital in Edinburgh, United Kingdom, from April 2002 to May 2005 and followed prospectively to investigate inflammatory markers, disability and mortality after stroke.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2730573/unicode	PMID:19901973	Western General Hospital, Edinburgh, United Kingdom, between April 2002 and May 2005 into the Edinburgh Stroke Study	yes	medium	Proposed type change: temporary unclassified -> cohort.
COHO:0000061	ENGAGE AF-TIMI 48	cohort	A randomised trial cohort of people with atrial fibrillation in the multinational Effective Anticoagulation with Factor Xa Next Generation in Atrial Fibrillation–Thrombolysis in Myocardial Infarction 48 (ENGAGE AF-TIMI 48) trial, comparing edoxaban with warfarin for prevention of stroke and systemic embolism, with recruitment beginning in November 2008.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22ENGAGE+AF%22+AND+TITLE%3Adesign+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:20934556	The primary objective is to determine whether edoxaban is noninferior to warfarin for the prevention of stroke and systemic embolism.	yes	high	Proposed type change: temporary unclassified -> cohort.
COHO:0000062	EPIGEN	cohort aggregation	A project combining population-based genomic data from northeastern, southeastern and southern Brazil to investigate ancestry, admixture, kinship, inbreeding and deleterious genetic variation, known as the EPIGEN Brazil Initiative.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26124090+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:26124090	three populations with different histories from the Northeast	yes	medium	Proposed type change: temporary unclassified -> cohort aggregation. The source uses EPIGEN as a project name without giving a spelled-out expansion; cities are omitted because the retrieved abstract supplies regions only.
COHO:0000063	Erasmus Rucphen Family Study	cohort	A cohort of descendants of 22 founder families and their spouses in southwest Netherlands, examined from 2002 to 2005 as part of the Genetic Research in Isolated Populations programme to identify genetic risk factors for complex disorders.	https://dss.niagads.org/cohorts/erasmus-rucphen-family-erf/		All living descendants of these couples and their spouses were invited to take part in the study.	yes	high	Proposed type change: temporary unclassified -> cohort.
COHO:0000064	Estonian Biobank	cohort	A biobank of volunteer adults aged at least 18 years resident throughout Estonia, linking blood samples, health examinations and questionnaires with national registries to support population-based genetic and health research.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Estonian+Biobank%22+AND+%28TITLE%3A%22profile%22+OR+TITLE%3A%22cohort%22%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:24518929	The Estonian Biobank cohort is a volunteer-based sample of the Estonian resident adult population (aged ≥18 years).	yes	high	
COHO:0000065	European Prospective Investigation into Cancer	cohort	A cohort of men and women, mostly aged 35–70 years, recruited during 1992–2000 at 23 centres in ten European countries and followed prospectively to investigate relationships between nutrition, lifestyle, cancer and other diseases.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22European+prospective+investigation+into+cancer%22+AND+%28TITLE%3Adesign+OR+TITLE%3Apopulations%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:12639222	ongoing multi-centre prospective cohort study designed to investigate the relationship between nutrition and cancer	yes	high	
COHO:0000066	European Prospective Investigation of Cancer-Norfolk	cohort	A cohort of men and women aged 39–79 recruited in Norwich and surrounding Norfolk communities in 1993–1997, followed through questionnaires and examinations to investigate diet, lifestyle and health as part of the European Prospective Investigation of Cancer.	https://www.epic-norfolk.org.uk/about-epic-norfolk/		people living in Norwich and surrounding towns and rural areas were recruited into the EPIC-Norfolk study between 1993 and 1997	yes	high	
COHO:0000067	EuroTARGET project	cohort aggregation	A project combining prospectively recruited patients with metastatic renal cell cancer from 62 European centres and patients from previous studies to identify host and tumour biomarkers that predict response and toxicity during targeted therapy.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AEuroTARGET+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:28385611	patients with mRCC were recruited prospectively in 62 centers. In addition, 462 patients with mRCC from previous studies were included.	yes	high	Proposed type change: cohort -> cohort aggregation. The named project combines new recruitment with existing study collections.
COHO:0000068	Extremely Low Gestational Age Newborns	cohort	A birth cohort of infants born before 28 weeks of gestation at 14 sites, followed to investigate exposures associated with brain injury and subsequent neurological and developmental outcomes.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Extremely+low+gestational+age+newborns%22+AND+%28TITLE%3Asample+OR+TITLE%3Astudy%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:19765918	We enrolled 1506 ELGANs born before 28 weeks gestation at 14 sites	yes	high	The retrieved design-paper abstract does not specify the sites' countries.
COHO:0000069	Fatty Acid Sensor Study	cohort	A cohort of participants receiving fish-oil supplementation for six weeks, with triglyceride measurements and genotyping used to investigate inherited variation in the metabolic response to omega-3 fatty acids.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30624603+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:30624603	208 participants of the Fatty Acid Sensor (FAS) Study received 5 g fish oil/d	yes	medium	The retrieved abstract does not give recruitment location or eligibility criteria.
COHO:0000070	Finnish Twin Cohort Study	cohort aggregation	A project combining longitudinal Finnish twin cohorts established in the 1970s and 1990s, including the older twin cohort, FinnTwin12 and FinnTwin16, with repeated phenotyping and molecular measurements for investigation of health and disease.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23298696+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:23298696	Three cohorts have been established: the older twin cohort in the 1970s, and the Finntwin12 and Finntwin16 studies initiated in the 1990s.	yes	high	Proposed type change: cohort -> cohort aggregation. The overview treats the Finnish Twin Cohort Study as an umbrella for three separately recruited twin cohorts.
COHO:0000071	FINRISK	cohort aggregation	A project combining independently sampled Finnish adult population cohorts recruited through five-yearly health surveys during 1972–2012 and followed through national registers to monitor risk factors, health behaviours and non-communicable disease.	https://academic.oup.com/ije/article/47/3/696/4641873	PMID:29165699	Independent population representative surveys have been carried out at 5-year intervals from 1972 to 2012.	no	high	Proposed type change: cohort -> cohort aggregation. The profile describes independent survey cohorts under the National FINRISK Study name; no acronym expansion is supplied.
COHO:0000072	Flemish Gut Flora Project	cohort	A cohort of volunteers from Flanders, Belgium, with health and lifestyle questionnaires, biological samples and genetic data assembled to investigate relationships between the gut microbiome, health and lifestyle.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML	PMID:34957435	individuals from the Flanders region of Belgium	yes	medium	Proposed type change: temporary unclassified -> cohort.
COHO:0000073	Gabriel Advanced Survey	cohort	A cohort of children living on farms and reference children examined cross-sectionally for asthma, atopy and household microbial exposures in the GABRIEL Advanced Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21345099+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:21345099	GABRIELA (Multidisciplinary Study to Identify the Genetic and Environmental Causes of Asthma in the European Community [GABRIEL] Advanced Study)	yes	medium	The source defines GABRIELA as the advanced component of GABRIEL; recruitment countries are not specified in the retrieved abstract.
COHO:0000074	GCAT Genomes for Life	cohort	A cohort of adults aged 40–65 years in Catalonia, Spain, followed prospectively in Genomes for Life (GCAT) to assess epidemiological, genomic and epigenomic contributions to chronic disease.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AGCAT+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:29593016	designed to integrate and assess the role of epidemiological, genomic and epigenomic factors in the development of major chronic diseases in Catalonia	yes	high	Proposed type change: temporary unclassified -> cohort.
COHO:0000075	GENESIS	cohort	A case-control collection of French women with breast cancer and an affected sister, without a detected BRCA1 or BRCA2 mutation, together with unaffected sisters and unrelated controls. GENESIS (GENE SISters) investigates inherited breast-cancer susceptibility alongside environmental factors and tumour characteristics.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4711059/unicode	PMID:26758370	GENESIS (GENE SISters) study is the recruitment of a study population enriched in susceptibility factors by case selection based on familial criteria	yes	high	Proposed type change: temporary unclassified -> cohort.
COHO:0000076	Genetic Analysis of Multiple Sclerosis	cohort	A case-control collection of people with multiple sclerosis from multiple countries and controls from Sweden, the United Kingdom and published studies, assembled to identify genetic variants associated with multiple-sclerosis susceptibility.	https://metadata.ega-archive.org/studies/EGAS00000000101		Cases from many parts of the world were genotyped with the Illumina 660 chip along with Swedish controls.	yes	medium	Proposed type change: temporary unclassified -> cohort. Defined as the participant collection represented by the EGA record. Its linked location-template quote concerns asthma and cannot establish this collection's location.
COHO:0000077	Genetic Consortium for Anorexia Nervosa	cohort aggregation	A consortium of anorexia-nervosa sample collections assembled internationally for genome-wide and exome-array analyses of genetic susceptibility to anorexia nervosa in collaboration with the Wellcome Trust Case Control Consortium 3.	https://metadata.ega-archive.org/studies/EGAS00001000913		Genetic Consortium for Anorexia Nervosa (GCAN) and Wellcome Trust CaseControl Consortium 3 (WTCCC3)	yes	medium	Proposed type change: cohort -> cohort aggregation. The deposition describes the consortium and assembled samples but not contributing recruitment countries.
COHO:0000078	Genetic Epidemiology of Asthma in Costa Rica	cohort	A cohort of families in Costa Rica, including extended pedigrees and parent–child trios with asthma probands, assembled to identify common and rare genetic determinants of asthma and related phenotypes through sequencing and family-based analyses.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000988.v6.p1		The Asthma Probands for both the extended pedigrees and the trios utilized in this study	yes	high	
COHO:0000079	Genetic Overlap between Metabolic and Psychiatric traits	cohort	A case-control collection of people in Greece with schizophrenia, type 2 diabetes or both, analysed alongside population controls from Greek cohorts to investigate shared genetic susceptibility to the two disorders.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30470734+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:30470734	a Greek sample collection (GOMAP) comprising three patient groups	yes	medium	
COHO:0000080	Genetic Prostate cancer risk stratification for targeted screening	cohort	A cohort of men aged 40–69 with a family history of prostate cancer, recruited through London clinics, a UK prostate cancer study and public advertisements to evaluate genetic risk assessment and prostate biopsy for targeted prostate cancer screening.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4912360/unicode	PMID:27151655	through cancer genetics and uro-oncology clinics at a National Health Service cancer hospital in London	yes	medium	
COHO:0000081	Genetic Research in Isolated	cohort aggregation	A project combining family-based and population-based investigations of a genetically isolated population in southwest Netherlands, initiated in 1995 as Genetic Research in Isolated Populations to identify genetic factors in neuropsychiatric, cardiovascular and metabolic disorders.	https://www.epib.nl/research/geneticepi/research.html		This program is conducted in a genetically isolated population in the Southwest of the Netherlands.	no	high	Proposed type change: cohort -> cohort aggregation. The label is truncated; the official programme name is Genetic Research in Isolated Populations. The source describes multiple disease investigations.
COHO:0000082	Genetics of diabetes Audit and Research	cohort	A cohort of people with type 2 diabetes and non-diabetic controls in Tayside, Scotland, recruiting from 1998 and linking biological samples to longitudinal health records to investigate genetic and environmental determinants of diabetes onset, progression and treatment response.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5913637/unicode	PMID:29025058	specific genetic and environmental factors that are associated with disease onset, progression and response to treatment.	yes	high	
COHO:0000083	Genetics of Healthy Aging	cohort	A cohort of siblings aged at least 90 years and younger controls aged 50–75 years, recruited during 2004–2008 in 11 European countries to investigate genetic determinants of healthy ageing and longevity.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AGEHA+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:21871552	In 2004, the integrated European project GEHA (Genetics of Healthy Ageing) was initiated with the aim of identifying genes involved in healthy ageing and longevity.	yes	high	The design paper describes recruitment across Europe; the input location table lists only the Netherlands.
COHO:0000084	GenomeAsia 100K project	cohort	A cohort of people from diverse Asian population groups whose genomes are sequenced by the GenomeAsia 100K Project to catalogue genetic variation, population structure, disease associations and founder effects and to support genetic analyses.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AGenomeAsia+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:31802016	a whole-genome sequencing reference dataset from 1,739 individuals of 219 population groups and 64 countries across Asia.	yes	high	
COHO:0000085	German Multiple Myeloma Study Group	cohort aggregation	A consortium of multiple-myeloma clinical trial cohorts coordinated through centres across Germany to evaluate treatment strategies for patients at different disease stages.	https://gmmg.info/		Durchführung akademischer Phase II und III Studien Für Patienten in allen Krankheitsstadien des Multiplen Myeloms	yes	high	Proposed type change: cohort -> cohort aggregation. The official name is German-Speaking Myeloma Multicenter Group; the ontology label is a variant.
COHO:0000086	Ghana Prostate Study	cohort	A case-control collection of men in Accra, Ghana, recruited from population screening and Korle-Bu Teaching Hospital between 2004 and 2012 to investigate prostate-cancer risk factors.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Ghana%22+AND+%28TITLE%3Aprostate%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:32350862	case-control study conducted in Accra, Ghana in 2004 to 2012	yes	medium	
COHO:0000087	Glaucoma Inheritance Study in Tasmania	cohort	A cohort of people with glaucoma and their relatives in Tasmania, Australia, recruited through affected probands identified in 1994–1996 and assessed with pedigrees and eye examinations to investigate familial primary open-angle glaucoma.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Glaucoma+Inheritance+Study%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:18173405	Between 1994 and 1996 an audit of Tasmanian patients diagnosed with glaucoma was performed. Identified probands along with their family members were invited to participate.	yes	medium	
COHO:0000088	Greece Hellenic Isolated Cohorts	cohort aggregation	A project combining the MANOLIS cohort from mountainous villages in Crete and the Pomak cohort from mountainous northern Greece to investigate genetic determinants of complex traits in founder populations.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8640022/unicode	PMID:34857772	The two cohorts included in this analysis, MANOLIS and Pomak, are part of the Hellenic Isolated Cohorts	yes	medium	Proposed type change: cohort -> cohort aggregation. The source explicitly identifies two constituent cohorts.
COHO:0000089	Health and Retirement Study	cohort	A cohort of adults aged over 50 years and their households in the United States, surveyed every two years from 1992 to investigate changes in health, cognition, economic circumstances, work, retirement and family relationships during ageing.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Health+and+Retirement+Study%22+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:24671021	a nationally representative longitudinal survey of more than 37 000 individuals over age 50 in 23 000 households in the USA.	yes	high	
COHO:0000090	Health2000 Study	cohort	A cohort of adults in mainland Finland sampled for health interviews and examinations in 2000–2001, primarily at age 30 or older, to characterise public-health problems, their determinants and treatment, and functional and work capacity.	https://www.sisuproject.fi/cohorts/		persons aged 30 and over living in the mainland Finland	no	high	The source also identifies young-adult and previous-survey subsamples within Health 2000.
COHO:0000091	Heart Protection Study	cohort	A randomised trial cohort of adults aged 40–80 at increased risk of coronary death, recruited in 1994–1997 to evaluate simvastatin and antioxidant vitamins, each against placebo, for prevention of mortality and major vascular events.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22MRC%2FBHF+Heart+Protection+Study%22+AND+simvastatin+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:10329064	Men and women aged 40 to 80 years were eligible provided they were considered to be at elevated risk of coronary heart disease death	yes	high	The retrieved design-paper abstract does not specify recruitment country.
COHO:0000092	Hoorn Diabetes Care System	cohort	A cohort of people with type 2 diabetes receiving primary care in West-Friesland, the Netherlands, enrolling from 1998 and assessed annually to investigate the course of diabetes, its complications and treatment.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Diabetes+Care+System%22+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:28588112	The DCS consists of persons with T2D in primary care from the West-Friesland region of the Netherlands.	yes	high	
COHO:0000093	Hospital Discharge Register Sweden	cohort	A registry of people discharged from inpatient care in Sweden, initiated in 1964 and nationwide since 1987, recording somatic and psychiatric diagnoses for longitudinal population research.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Swedish%22+AND+TITLE%3A%22inpatient%22+AND+%28TITLE%3Avalidation+OR+TITLE%3Aregister%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:21658213	The Swedish IPR was launched in 1964 (psychiatric diagnoses from 1973) but complete coverage did not begin until 1987.	yes	high	
COHO:0000094	Human Genetics Initiative	cohort aggregation	A project combining clinical data and biological materials from psychiatric genetic studies in a shared National Institute of Mental Health repository, organised into disorder-related collections to support research on mental illness.	https://www.nimh.nih.gov/about/advisory-boards-and-groups/namhc/2016/may/namhc-minutes-of-the-245th-meeting		More than 170 studies are represented in 16 collections	yes	high	HGI identifies the NIMH Human Genetics Initiative repository, not the COVID-19 Host Genetics Initiative.
COHO:0000095	Hunter Community Study	cohort	A cohort of men and women aged 55–85 residing in Newcastle, New South Wales, Australia, followed longitudinally with questionnaires, clinical assessments, biological samples and linked health records to investigate health and ageing.	https://researchdata.edu.au/health-ageing-hunter-nsw-australia/11563		men and women aged 55-85 years of age who reside in Newcastle, New South Wales on the east coast of Australia	yes	high	Source is the University of Newcastle's data description.
COHO:0000096	Icelandic Cancer Registry	cohort	A registry of people diagnosed with cancer in Iceland, established in 1954 to record nationwide cancer diagnoses and support cancer research.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Icelandic+Cancer+Registry%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:22974093	The nationwide Icelandic Cancer Registry (ICR) was established in 1954 and has been extensively used for research from the outset	yes	high	ICR denotes the Icelandic Cancer Registry, not immune checkpoint receptors.
COHO:0000097	Identification of Men with a genetic predisposition to ProstAte Cancer	cohort	A cohort of men aged 40–69 years from families with BRCA1 or BRCA2 mutations, including mutation carriers and age-matched non-carriers, undergoing annual prostate-specific antigen testing in an international investigation of targeted prostate-cancer screening.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22IMPACT+study%22+AND+prostate+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:20840664	Men aged 40-69 years from families with BRCA1 or BRCA2 mutations were offered annual prostate specific antigen (PSA) testing	yes	medium	
COHO:0000098	IIBDGC genotyped CD study	cohort	A cohort of genotyped patients with Crohn's disease collected through the International Inflammatory Bowel Disease Genetics Consortium at sites in Europe, North America and Australia to investigate genetic susceptibility and gene–environment interactions.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5526723/unicode	PMID:28506689	All DNA samples used in the present study were collected through the IIBDGC and originated from 48 sites in 17 countries	yes	medium	CD denotes Crohn's disease. The definition concerns the genotyped Crohn's collection, not the entire consortium or its ulcerative-colitis collection.
COHO:0000099	Indiana Sisters Study	cohort	A cohort of premenopausal women of European-American ancestry, with an extended European-American and African-American sample, providing bone-density and genetic measurements for investigation of inherited variation in skeletal traits.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3691010/unicode	PMID:23074152	The Indiana study consists of a European-American sample with GWAS genotypes, and an extended sample of both European- and African-American subjects without GWAS	yes	medium	The retrieved source names the Indiana Sisters Study but does not describe the original recruitment setting.
COHO:0000100	INfancia y Medio Ambiente Project	cohort aggregation	A project combining cohorts of pregnant women and their children from seven Spanish areas to investigate environmental exposures and child health through coordinated assessments, questionnaires and biological sampling.	https://www.proyectoinma.org/en/inma-project/study-design/		pregnant women of the general population who lived in each area of study	yes	high	Proposed type change: cohort -> cohort aggregation. The official design distinguishes seven contributing regional cohorts.
COHO:0000101	International Cancer Genome Consortium-Chronic Lymphocytic Leukemia	cohort	A cohort of patients with chronic lymphocytic leukaemia whose tumour genomes are analysed within the International Cancer Genome Consortium to identify alterations involved in disease development and progression and potential diagnostic and therapeutic targets.	https://metadata.ega-archive.org/studies/EGAS00000000092		generating a comprehensive catalogue of genetic alterations in 500 independent tumours	yes	medium	Proposed type change: cohort aggregation -> cohort. The disease-specific EGA project describes a tumour collection; recruitment country is absent.
COHO:0000102	International Headache Genetics Consortium	cohort aggregation	A consortium of headache clinic and population-based cohorts that combines genome-wide association data from migraine cases and controls of European ancestry to identify genetic susceptibility loci for migraine.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5331903/unicode	PMID:27322543	cases and 316,078 controls collected from six tertiary headache clinics and 27 population-based cohorts	yes	medium	
COHO:0000103	International Multiple Sclerosis Genetics Consortium	cohort aggregation	A consortium of research groups that combines multiple sclerosis case collections from people of European descent across 15 countries with control datasets to investigate genetic susceptibility to multiple sclerosis.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3182531/unicode	PMID:21833088	9772 cases of European descent collected by 23 research groups working in 15 different countries	yes	medium	
COHO:0000104	International Schizophrenia Consortium	cohort aggregation	A consortium of schizophrenia case-control collections that combines genome-wide genetic data, including European-ancestry samples, to investigate inherited susceptibility to schizophrenia and shared genetic risk with bipolar disorder.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3912837/unicode	PMID:19571811	International Schizophrenia Consortium (ISC) case-control sample	yes	medium	The paper's collection includes multiple contributing sites; individual recruitment countries are omitted.
COHO:0000105	Italian Network on Genetic Isolates Studies	cohort aggregation	A consortium of genetically isolated population cohorts from Val Borbera, Friuli Venezia Giulia and Carlantino in Italy, combining genomic and phenotypic data to investigate genetic variation and complex traits.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC7080768/unicode	PMID:31784700	These populations belong to the INGI (Italian Network of Genetic Isolates) network.	yes	medium	
COHO:0000106	Leeds Melanoma Cohort	cohort	A cohort of patients aged 18–75 with newly diagnosed stage I–IIIA primary melanoma, recruited in England from 2000 to 2012 and followed to investigate factors associated with tumour thickness and melanoma survival.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC6983339/unicode	PMID:31425707	2183 patients were recruited to the Leeds Melanoma Cohort (LMC) between 2000 and 2012.	yes	medium	
COHO:0000107	Leiden Longevity Study	cohort	A cohort of families containing at least two long-lived siblings, with men aged at least 89 years and women at least 91 years, and information on their relatives and spouses, assembled to identify inherited determinants of exceptional longevity.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Leiden+Longevity+Study%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:16251894	families with at least two long-living siblings (men aged 89 years or above; women aged 91 years or above).	yes	high	The abstract compares survival with the Dutch population but does not explicitly give the recruitment location.
COHO:0000108	LifeLines	cohort	A cohort of residents of the northern Netherlands and their families, recruited during 2006–2013 across three generations, with repeated examinations, questionnaires and stored biological samples to investigate environmental, phenotypic and genomic influences on chronic disease and healthy ageing.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22LifeLines%22+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:25502107	inhabitants of the northern part of The Netherlands and their families were invited to participate, thereby contributing to a three-generation design.	yes	high	
COHO:0000109	Living Biobank	cohort	A biobank of healthy Chinese and Malay participants from Singapore's Multi-Ethnic Cohort and Singapore Health 2012 collections, assembled for phenotype recall investigations of carriers of genetic variants with substantial effects.	https://ega-archive.org/studies/EGAS00001002619		healthy population-based Chinese and Malay individuals, for the purpose of phenotype recall study of high-impact variant carriers	yes	medium	This is the Singapore participant biobank, not an organoid living biobank.
COHO:0000110	Los Angeles component of The Womens Contraceptive and Reproductive Experiences Study	cohort	A case-control collection of White and African-American women aged 35–64 in Los Angeles, United States, with invasive breast cancer or no previous breast cancer, contributing to the Women's Contraceptive and Reproductive Experiences investigation of breast cancer risk factors.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2754711/unicode	PMID:18628424	White and African-American women aged 35 to 64 years in five United States (US) regions (Atlanta, Seattle, Detroit, Philadelphia, and Los Angeles).	yes	medium	Definition describes the Los Angeles component rather than the full five-region collection.
COHO:0000111	Lothian Birth Cohort	cohort	A birth cohort of people born in 1921 who completed intelligence testing at age 11 and enter longitudinal assessments based at the University of Edinburgh at a mean age of 79, supporting investigation of lifetime cognitive change and ageing.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Lothian+Birth+Cohorts%22+AND+TITLE%3Aprofile+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:22253310	The participants undertook a general intelligence test at age 11 years and were recruited for these cohorts at mean ages of 79 (LBC1921)	yes	high	The generic label is anchored to LBC1921 by the verified EGA example; the profile also describes the distinct LBC1936 cohort.
