name,cohorts,id,label,match,candidates,note
dietary exposure to hazardous substances,1,ECTO:9002126,exposure to environmental food contaminant,judged,"ECTO:0900010 exposure to food additive via ingestion (0.856) | ECTO:0900120 exposure to food component via ingestion (0.851) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.833) | ECTO:0900012 exposure to food preservative via ingestion (0.832) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.825) | ECTO:2000068 exposure to dietary intervention (0.824)",
dietary factors,1,EFO:0002755,diet,judged,"ECTO:2000068 exposure to dietary intervention (0.934) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.892) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.883) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.877) | ECTO:6000021 exposure to eating behavior (0.871) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.846)",
dietary fatty acids and their food sources,1,EFO:0002755,diet,judged,"ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.857) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.798) | ECTO:0070247 exposure to fat content 50-80%, > 25% pufa via ingestion (0.780) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.766) | ECTO:0070164 exposure to fish oil supplement via ingestion (0.764) | ECTO:0900052 exposure to omega-3 fatty acid via ingestion (0.760)",fatty acids; no ontology has dietary fatty acid intake
dietary habits,2,ECTO:6000021,exposure to eating behavior,judged,"ECTO:2000068 exposure to dietary intervention (0.919) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.885) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.868) | ECTO:6000021 exposure to eating behavior (0.865) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.864) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.817)",habits taken as eating behaviour
"dietary habits (organic, vegetarian)",1,ECTO:6000021,exposure to eating behavior,judged,ECTO:2000068 exposure to dietary intervention (0.849) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.829) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.823) | ECTO:0070233 exposure to vegetable or vegetable product (us cfr) via ingestion (0.818) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.815) | ECTO:0070232 exposure to vegetable food product via ingestion (0.813),habits taken as eating behaviour
dietary intake,3,EFO:0002755,diet,judged,"ECTO:2000068 exposure to dietary intervention (0.936) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.893) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.881) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.874) | ECTO:6000021 exposure to eating behavior (0.860) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.844)",
dietary intake of micronutrients,1,ECTO:0900369,exposure to micronutrient via ingestion,judged,"ECTO:0900369 exposure to micronutrient via ingestion (0.868) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.846) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.820) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.818) | ECTO:9001687 exposure to micronutrient (0.816) | ECTO:2000068 exposure to dietary intervention (0.808)",
dietary mercury intake,1,ECTO:0900006,exposure to mercury via ingestion,judged,ECTO:0070205 exposure to high mercury food material via ingestion (0.852) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.825) | ECTO:0900018 exposure to mercury cation via ingestion (0.816) | ECTO:0900006 exposure to mercury via ingestion (0.806) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.804) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.798),
dietary patterns,1,ECTO:6000021,exposure to eating behavior,judged,"ECTO:2000068 exposure to dietary intervention (0.898) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.863) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.849) | ECTO:6000021 exposure to eating behavior (0.846) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.845) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.805)",patterns taken as eating behaviour
dietary potassium,1,ECTO:0900037,exposure to potassium via ingestion,judged,ECTO:2000117 exposure to dietary sodium intake avoidance (0.859) | ECTO:2000103 exposure to potassium supplementation (0.836) | ECTO:0900037 exposure to potassium via ingestion (0.825) | ECTO:9001350 exposure to potassium chloride (0.817) | ECTO:0900476 exposure to potassium(1+) via ingestion (0.815) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.814),
dietary sodium,1,ECTO:0070218,exposure to sodium chloride food material via ingestion,judged,ECTO:2000117 exposure to dietary sodium intake avoidance (0.926) | ECTO:0070218 exposure to sodium chloride food material via ingestion (0.881) | ECTO:0900473 exposure to sodium chloride via ingestion (0.848) | ECTO:2000068 exposure to dietary intervention (0.827) | ECTO:9001609 exposure to sodium diphosphate (0.823) | ECTO:9001347 exposure to sodium chloride (0.822),salt in food
dietary supplement use,2,ECTO:0070245,"exposure to dietary supplement, vitamin(s) and fatty acids via ingestion",judged,"ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.913) | ECTO:2000068 exposure to dietary intervention (0.843) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.836) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.833) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.812) | ECTO:0900025 exposure to vitamin D via ingestion (0.806)",
dietary vitamin B2 intake,1,ECTO:0900029,exposure to vitamin B via ingestion,judged,"ECTO:0900030 exposure to vitamin B6 via ingestion (0.841) | ECTO:0900136 exposure to thiamine via ingestion (0.829) | ECTO:0900029 exposure to vitamin B via ingestion (0.811) | ECTO:0900025 exposure to vitamin D via ingestion (0.810) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.800) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.800)",riboflavin has no own term; vitamin B via ingestion
disinfection by-products,1,,,none,ECTO:0900431 exposure to disinfectant via inhalation (0.862) | ECTO:0000657 exposure to disinfectant (0.860) | ECTO:0900276 exposure to disulfiram via ingestion (0.766) | ECTO:9001435 exposure to disulfoton (0.756) | ECTO:9001434 exposure to disulfiram (0.751) | ECTO:9000240 exposure to disaccharide (0.735),by-products are not the disinfectant; no ECTO term
disinfection by-products (trihalomethanes) in drinking water,1,,,none,ECTO:0900431 exposure to disinfectant via inhalation (0.774) | ECTO:0000657 exposure to disinfectant (0.729) | ECTO:9000989 exposure to Benzotrichloride (0.725) | ECTO:0900501 exposure to trimethylamine via inhalation (0.725) | ECTO:9000723 exposure to trichlorofluoromethane (0.721) | ECTO:9000530 exposure to trichloroethene (0.721),no ECTO term for trihalomethanes
domestic aeroallergen exposure in infancy (house dust mite Der p 1 and cat Fel d 1),1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.737) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.706) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.702) | ECTO:0800002 exposure to air pollution via maternal (0.693) | ECTO:0200001 exposure to corticosteroid therapy via inhalation (0.684) | ECTO:0700002 exposure to aerosol via inhalation (0.683),
drinking water disinfection by-products,1,,,none,ECTO:0900431 exposure to disinfectant via inhalation (0.809) | ECTO:7000125 exposure to drinking water (0.774) | ECTO:0000657 exposure to disinfectant (0.773) | ECTO:0900276 exposure to disulfiram via ingestion (0.749) | ECTO:7000115 exposure to waterborne particulate matter (0.730) | ECTO:8000038 exposure to water pollution (0.728),no ECTO term
drinking water disinfection by-products during pregnancy,1,,,none,ECTO:0900431 exposure to disinfectant via inhalation (0.774) | ECTO:2000076 exposure to pregnancy diet intake (0.767) | ECTO:0900325 maternal exposure to hydrogen peroxide (0.758) | ECTO:0900506 maternal exposure to valproate semisodium (0.746) | ECTO:0900221 maternal exposure to bisphenol A (0.745) | ECTO:0900103 maternal exposure to androgen (0.733),no ECTO term
drinking water source,1,ECTO:7000125,exposure to drinking water,judged,ECTO:7000125 exposure to drinking water (0.849) | ECTO:0070135 exposure to water via ingestion (0.813) | ECTO:1000056 exposure to rainfall (0.798) | ECTO:8000038 exposure to water pollution (0.797) | ECTO:0070216 exposure to watercress via ingestion (0.795) | ECTO:7000165 exposure to water-based cloud droplet (0.782),
drug use,2,ECTO:6000008,exposure to drug abuse,judged,ECTO:0900043 exposure to drug via maternal (0.891) | ECTO:0000509 exposure to drug (0.886) | ECTO:6000008 exposure to drug abuse (0.871) | ECTO:9001827 exposure to drug metabolite (0.852) | ECTO:9002082 exposure to drug allergen (0.840) | ECTO:0100008 exposure to methamphetamine addictive consumption (0.806),drug use as substance abuse
early life exposures,1,ExO:0000002,exposure event,judged,ECTO:0600002 exposure to child care environment (0.854) | ECTO:0070225 exposure to infant formula via ingestion (0.849) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.840) | ECTO:2000076 exposure to pregnancy diet intake (0.816) | ECTO:1000042 exposure to day care building (0.810) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.808),the root exposure class of ECTO (from ExO); the name is no more specific than that
early life exposures of an urban population,1,ExO:0000002,exposure event,judged,ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.797) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.792) | ECTO:0070225 exposure to infant formula via ingestion (0.781) | ECTO:0600002 exposure to child care environment (0.781) | ECTO:8000040 exposure to urban pollution (0.780) | ECTO:0080003 exposure to lead in water via ingestion (0.773),the root exposure class of ECTO (from ExO); the name is no more specific than that
early nutrition,1,EFO:0002755,diet,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.819) | ECTO:0070225 exposure to infant formula via ingestion (0.798) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.798) | ECTO:0900056 exposure to nutrient via ingestion (0.795) | ECTO:0900268 exposure to nutraceutical via ingestion (0.787) | ECTO:0600002 exposure to child care environment (0.775),in infancy
early-life air pollution,1,ECTO:8000036,exposure to air pollution,judged,ECTO:0800002 exposure to air pollution via maternal (0.859) | ECTO:8000036 exposure to air pollution (0.794) | ECTO:0600002 exposure to child care environment (0.792) | ECTO:0700002 exposure to aerosol via inhalation (0.778) | ECTO:0700001 exposure to ultrafine respirable suspended particulate matter via inhalation (0.768) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.766),
early-life environmental exposures,2,ExO:0000002,exposure event,judged,ECTO:0600002 exposure to child care environment (0.831) | ECTO:0800001 exposure to environmental process route (0.827) | ECTO:0070225 exposure to infant formula via ingestion (0.815) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.814) | ECTO:8000019 exposure to environmental pollution (0.807) | ECTO:0000931 exposure to environmental contaminant (0.806),the root exposure class of ECTO (from ExO); the name is no more specific than that
early-life exposome (HELIX),1,ExO:0000002,exposure event,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.757) | ECTO:0070225 exposure to infant formula via ingestion (0.745) | ECTO:0600002 exposure to child care environment (0.745) | ECTO:2000076 exposure to pregnancy diet intake (0.728) | ECTO:0070224 exposure to human milk (raw) via ingestion (0.727) | ECTO:0200004 exposure to maternal pharmacotherapy (0.721),the root exposure class of ECTO (from ExO); the name is no more specific than that
early-life microbial exposures,1,,,none,ECTO:0070000 exposure to probiotic or bacteria supplement via ingestion (0.800) | ECTO:0900087 exposure to gut flora metabolite via ingestion (0.798) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.792) | ECTO:0070225 exposure to infant formula via ingestion (0.780) | ECTO:9002410 exposure to gut flora metabolite (0.777) | ECTO:0600002 exposure to child care environment (0.776),"candidates are probiotics and gut metabolites, not microbial exposure"
eating,1,ECTO:6000021,exposure to eating behavior,judged,ECTO:9002063 exposure to food component (0.810) | ECTO:9001942 exposure to food additive (0.801) | ECTO:9002056 exposure to food antioxidant (0.792) | ECTO:2000068 exposure to dietary intervention (0.787) | ECTO:9001930 exposure to food emulsifier (0.779) | ECTO:1000040 exposure to restaurant (0.775) | ECTO:6000021 exposure to eating behavior (lex),
electric and magnetic fields,1,ECTO:0000002,exposure to electromagnetic radiation,judged,ECTO:0000002 exposure to electromagnetic radiation (0.842) | ECTO:9001904 exposure to electrophilic reagent (0.755) | ECTO:9001641 exposure to electron acceptor (0.726) | ECTO:9001640 exposure to electron donor (0.717) | ECTO:8000053 exposure to microwave radiation (0.703) | ECTO:7000156 exposure to emissions from petroleum combustion (0.698),nearest term: electromagnetic radiation
elemental carbon,1,ECTO:9002171,exposure to carbon black,judged,ECTO:9001313 exposure to elemental boron (0.848) | ECTO:9001252 exposure to elemental silver (0.825) | ECTO:9001154 exposure to elemental manganese (0.819) | ECTO:9001306 exposure to elemental zinc (0.815) | ECTO:9001579 exposure to elemental indium (0.815) | ECTO:9002171 exposure to carbon black (0.811),elemental carbon particulate taken as carbon black
emerging exogenous pollutants,1,ECTO:0000931,exposure to environmental contaminant,judged,ECTO:0900124 exposure to xenobiotic via ingestion (0.813) | ECTO:7000156 exposure to emissions from petroleum combustion (0.812) | ECTO:1000017 exposure to industrial wastewater treatment plant (0.812) | ECTO:9002126 exposure to environmental food contaminant (0.810) | ECTO:9002027 exposure to xenobiotic metabolite (0.810) | ECTO:0000485 exposure to chemical with biological effect (0.810),
endocrine determinants,1,,,none,ECTO:9001630 exposure to endocrine disruptor (0.883) | ECTO:2000074 exposure to hormone modifying therapy (0.771) | ECTO:9002569 exposure to endocannabinoid (0.767) | ECTO:2000006 exposure to estrogen modification therapy (0.753) | ECTO:2000005 exposure to hormone replacement therapy (0.749) | ECTO:9000720 exposure to endosulfan (0.742),not an exposure as named
endocrine disruptors,1,ECTO:9001630,exposure to endocrine disruptor,judged,ECTO:9001630 exposure to endocrine disruptor (0.941) | ECTO:9000720 exposure to endosulfan (0.793) | ECTO:9002569 exposure to endocannabinoid (0.775) | ECTO:0900130 maternal exposure to estrogens (0.767) | ECTO:2000006 exposure to estrogen modification therapy (0.762) | ECTO:9002091 exposure to ecdysone antagonists (0.757),
endotoxin exposure,1,ECTO:9000215,exposure to lipopolysaccharide,judged,ECTO:0900357 exposure to lipopolysaccharide via injection (0.853) | ECTO:0900142 exposure to lipopolysaccharide via inhalation (0.853) | ECTO:0900361 exposure to lipopolysaccharide via ingestion (0.851) | ECTO:9000215 exposure to lipopolysaccharide (0.839) | ECTO:9002569 exposure to endocannabinoid (0.802) | ECTO:9000720 exposure to endosulfan (0.799),
environmental and lifestyle exposure,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.895) | ECTO:0500000 exposure to environmental disposition (0.878) | ECTO:0600000 exposure to environmental system (0.875) | ECTO:0010003 exposure to environmental physical object quality (0.874) | ECTO:8000000 exposure to environmental process (0.874) | ECTO:8000019 exposure to environmental pollution (0.873),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental and lifestyle exposures altered during economic transformation,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.810) | ECTO:9002126 exposure to environmental food contaminant (0.781) | ECTO:8000000 exposure to environmental process (0.776) | ECTO:8000019 exposure to environmental pollution (0.768) | ECTO:0500000 exposure to environmental disposition (0.765) | ECTO:0000931 exposure to environmental contaminant (0.764),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental and lifestyle influences on allergy development,1,ExO:0000002,exposure event,judged,ECTO:0900047 exposure to allergen via inhalation (0.840) | ECTO:0800001 exposure to environmental process route (0.800) | ECTO:9002126 exposure to environmental food contaminant (0.778) | ECTO:0500000 exposure to environmental disposition (0.770) | ECTO:8000019 exposure to environmental pollution (0.769) | ECTO:8000000 exposure to environmental process (0.769),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental basis of childhood-onset asthma,2,ExO:0000002,exposure event,judged,ECTO:0600002 exposure to child care environment (0.798) | ECTO:0800001 exposure to environmental process route (0.787) | ECTO:0800002 exposure to air pollution via maternal (0.776) | ECTO:0900047 exposure to allergen via inhalation (0.773) | ECTO:8000019 exposure to environmental pollution (0.755) | ECTO:9002126 exposure to environmental food contaminant (0.754),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental chemical pollutants,1,ECTO:0000931,exposure to environmental contaminant,judged,ECTO:0000931 exposure to environmental contaminant (0.889) | ECTO:8000019 exposure to environmental pollution (0.877) | ECTO:9002126 exposure to environmental food contaminant (0.865) | ECTO:0000015 exposure to environmental material (0.840) | ECTO:0800001 exposure to environmental process route (0.837) | ECTO:8000000 exposure to environmental process (0.829),
environmental contaminants,2,ECTO:0000931,exposure to environmental contaminant,judged,ECTO:0000931 exposure to environmental contaminant (0.952) | ECTO:9002126 exposure to environmental food contaminant (0.917) | ECTO:8000019 exposure to environmental pollution (0.916) | ECTO:0000015 exposure to environmental material (0.892) | ECTO:1000000 exposure to environmental condition (0.885) | ECTO:0600000 exposure to environmental system (0.884),
environmental determinants,1,ExO:0000002,exposure event,judged,ECTO:1000000 exposure to environmental condition (0.918) | ECTO:0600000 exposure to environmental system (0.913) | ECTO:0500000 exposure to environmental disposition (0.911) | ECTO:8000019 exposure to environmental pollution (0.906) | ECTO:8000000 exposure to environmental process (0.905) | ECTO:0000015 exposure to environmental material (0.905),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental determinants of atopic diseases,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.804) | ECTO:0900047 exposure to allergen via inhalation (0.798) | ECTO:8000019 exposure to environmental pollution (0.790) | ECTO:9002126 exposure to environmental food contaminant (0.788) | ECTO:0500000 exposure to environmental disposition (0.786) | ECTO:0000931 exposure to environmental contaminant (0.784),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental determinants of cancer and other chronic diseases,1,ExO:0000002,exposure event,judged,ECTO:0000931 exposure to environmental contaminant (0.808) | ECTO:0800001 exposure to environmental process route (0.807) | ECTO:9002126 exposure to environmental food contaminant (0.805) | ECTO:8000019 exposure to environmental pollution (0.799) | ECTO:8000000 exposure to environmental process (0.789) | ECTO:0500000 exposure to environmental disposition (0.786),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental determinants of testicular germ cell tumours,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.782) | ECTO:9002126 exposure to environmental food contaminant (0.780) | ECTO:0000931 exposure to environmental contaminant (0.771) | ECTO:8000019 exposure to environmental pollution (0.759) | ECTO:0500000 exposure to environmental disposition (0.756) | ECTO:8000000 exposure to environmental process (0.755),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental exposure to chemicals,1,ECTO:0000931,exposure to environmental contaminant,judged,ECTO:0000931 exposure to environmental contaminant (0.897) | ECTO:0800001 exposure to environmental process route (0.885) | ECTO:8000019 exposure to environmental pollution (0.881) | ECTO:9002126 exposure to environmental food contaminant (0.875) | ECTO:0000015 exposure to environmental material (0.854) | ECTO:8000000 exposure to environmental process (0.850),
environmental exposures,3,ExO:0000002,exposure event,judged,ECTO:8000019 exposure to environmental pollution (0.940) | ECTO:0000931 exposure to environmental contaminant (0.936) | ECTO:1000000 exposure to environmental condition (0.930) | ECTO:0600000 exposure to environmental system (0.928) | ECTO:0000015 exposure to environmental material (0.923) | ECTO:0500000 exposure to environmental disposition (0.922),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental exposures and lifestyle factors,2,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.890) | ECTO:8000019 exposure to environmental pollution (0.876) | ECTO:0600000 exposure to environmental system (0.872) | ECTO:8000000 exposure to environmental process (0.872) | ECTO:0500000 exposure to environmental disposition (0.872) | ECTO:1000000 exposure to environmental condition (0.872),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental exposures via biomonitoring,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.854) | ECTO:0000931 exposure to environmental contaminant (0.839) | ECTO:9002126 exposure to environmental food contaminant (0.837) | ECTO:8000019 exposure to environmental pollution (0.825) | ECTO:8000000 exposure to environmental process (0.812) | ECTO:0000015 exposure to environmental material (0.809),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental factors,3,ExO:0000002,exposure event,judged,ECTO:1000000 exposure to environmental condition (0.939) | ECTO:0600000 exposure to environmental system (0.931) | ECTO:8000019 exposure to environmental pollution (0.927) | ECTO:0000015 exposure to environmental material (0.925) | ECTO:0500000 exposure to environmental disposition (0.920) | ECTO:8000000 exposure to environmental process (0.918),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental factors assessed via household dust and skin samples,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.812) | ECTO:9002126 exposure to environmental food contaminant (0.787) | ECTO:8000019 exposure to environmental pollution (0.786) | ECTO:0000015 exposure to environmental material (0.784) | ECTO:0000931 exposure to environmental contaminant (0.784) | ECTO:8000000 exposure to environmental process (0.783),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental factors interacting with genes in breast cancer,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.770) | ECTO:9002126 exposure to environmental food contaminant (0.756) | ECTO:2000006 exposure to estrogen modification therapy (0.745) | ECTO:8000000 exposure to environmental process (0.745) | ECTO:0000931 exposure to environmental contaminant (0.741) | ECTO:8000019 exposure to environmental pollution (0.735),the root exposure class of ECTO (from ExO); the name is no more specific than that
"environmental pollutants in the air, water and diet during the pregnancy and beginning of life",1,ECTO:8000019,exposure to environmental pollution,judged,ECTO:9002126 exposure to environmental food contaminant (0.790) | ECTO:0800002 exposure to air pollution via maternal (0.782) | ECTO:0000931 exposure to environmental contaminant (0.779) | ECTO:0800001 exposure to environmental process route (0.778) | ECTO:8000019 exposure to environmental pollution (0.777) | ECTO:0900103 maternal exposure to androgen (0.770),
environmental risk factors for breast and prostate cancer,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.802) | ECTO:9002126 exposure to environmental food contaminant (0.789) | ECTO:0000931 exposure to environmental contaminant (0.784) | ECTO:8000019 exposure to environmental pollution (0.780) | ECTO:8000000 exposure to environmental process (0.778) | ECTO:0600000 exposure to environmental system (0.769),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental risk factors for breast cancer,1,ExO:0000002,exposure event,judged,ECTO:0800001 exposure to environmental process route (0.819) | ECTO:0000931 exposure to environmental contaminant (0.811) | ECTO:9002126 exposure to environmental food contaminant (0.811) | ECTO:8000019 exposure to environmental pollution (0.807) | ECTO:8000000 exposure to environmental process (0.796) | ECTO:0000015 exposure to environmental material (0.795),the root exposure class of ECTO (from ExO); the name is no more specific than that
environmental tobacco smoke,2,ECTO:7000059,exposure to smoke,judged,ECTO:8000019 exposure to environmental pollution (0.824) | ECTO:0300003 exposure to cigarette smoking via maternal (0.823) | ECTO:0000931 exposure to environmental contaminant (0.821) | ECTO:0300002 exposure to smoking nicotine via maternal (0.817) | ECTO:0800001 exposure to environmental process route (0.812) | ECTO:0100010 exposure to tobacco pipe smoking (0.808),"tobacco smoke breathed by non-smokers; ECTO has no passive-smoking term, so smoke in general"
ever smoking,1,ECTO:6000029,exposure to tobacco smoking,judged,ECTO:0300003 exposure to cigarette smoking via maternal (0.818) | ECTO:0300002 exposure to smoking nicotine via maternal (0.817) | ECTO:7000167 exposure to smokeless tobacco (0.816) | ECTO:0300004 exposure to cigar smoking via maternal (0.811) | ECTO:0100003 exposure to cigarette smoking (0.811) | ECTO:0100004 exposure to cigar smoking (0.805),
ever-smoking,1,ECTO:6000029,exposure to tobacco smoking,judged,ECTO:7000167 exposure to smokeless tobacco (0.786) | ECTO:0300003 exposure to cigarette smoking via maternal (0.777) | ECTO:0300002 exposure to smoking nicotine via maternal (0.771) | ECTO:0100010 exposure to tobacco pipe smoking (0.763) | ECTO:7000059 exposure to smoke (0.762) | ECTO:0900393 exposure to nicotine via inhalation (0.760),
exercise,1,ECTO:6000002,exposure to exercise,exact,ECTO:6000002 exposure to exercise (0.862) | ECTO:2000084 exposure to aerobic exercise therapy (0.791) | ECTO:6000031 exposure to strenuous exercise (0.790) | ECTO:6000036 exposure to moderate exercise (0.777) | ECTO:6000003 exposure to walking (0.770) | ECTO:6000039 exposure to Physical Activity (0.768),
"exercise interventions of differing amount, intensity and mode",1,ECTO:6000002,exposure to exercise,judged,ECTO:6000002 exposure to exercise (0.754) | ECTO:2000084 exposure to aerobic exercise therapy (0.728) | ECTO:4000034 exposure to increased air temperature (0.699) | ECTO:4000031 exposure to increased water temperature (0.699) | ECTO:2000111 exposure to weight loss pharmacotherapy (0.698) | ECTO:4000024 exposure to increased air pressure (0.698),
"exposome estimated from blood, saliva, sweat and personal aerosols",1,ExO:0000002,exposure event,judged,ECTO:9002079 exposure to human blood serum metabolite (0.742) | ECTO:0700002 exposure to aerosol via inhalation (0.740) | ECTO:0080005 exposure to radon in air via inhalation (0.735) | ECTO:8000003 exposure to aerosolisation of dust (0.734) | ECTO:0300002 exposure to smoking nicotine via maternal (0.732) | ECTO:8000002 exposure to atmospheric aerosolisation of dust (0.731),the root exposure class of ECTO (from ExO); the name is no more specific than that
"exposome factors (environment, lifestyle, nutrition) in pregnancy and early childhood",1,ExO:0000002,exposure event,judged,ECTO:2000076 exposure to pregnancy diet intake (0.811) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.805) | ECTO:0900103 maternal exposure to androgen (0.798) | ECTO:0900130 maternal exposure to estrogens (0.790) | ECTO:0070225 exposure to infant formula via ingestion (0.790) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.789),the root exposure class of ECTO (from ExO); the name is no more specific than that
exposure at home and day care,1,ECTO:0600002,exposure to child care environment,judged,ECTO:0600002 exposure to child care environment (0.843) | ECTO:1000042 exposure to day care building (0.819) | ECTO:0070225 exposure to infant formula via ingestion (0.815) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.799) | ECTO:0080003 exposure to lead in water via ingestion (0.790) | ECTO:0070206 exposure to rice milk via ingestion (0.788),day care; the home has no term
exposure to animal sheds,1,ECTO:1000034,exposure to farm,judged,ECTO:7000098 exposure to animal waste material (0.864) | ECTO:7000093 exposure to chicken breeding waste material (0.848) | ECTO:7000107 exposure to animal manure (0.847) | ECTO:5000008 exposure to petting zoo (0.832) | ECTO:7000108 exposure to fresh animal manure (0.827) | ECTO:0070075 exposure to poultry via ingestion (0.823),animal sheds are farm buildings; nearest term
exposure to farming environments,1,ECTO:1000034,exposure to farm,judged,ECTO:1000016 exposure to agricultural wastewater treatment plant (0.878) | ECTO:7000091 exposure to agricultural soil (0.848) | ECTO:9002126 exposure to environmental food contaminant (0.843) | ECTO:0070215 exposure to feedstuff (food for agricultural animals) via ingestion (0.841) | ECTO:7000098 exposure to animal waste material (0.841) | ECTO:7000093 exposure to chicken breeding waste material (0.841),
exposures in early life,1,ExO:0000002,exposure event,judged,ECTO:0600002 exposure to child care environment (0.875) | ECTO:0070225 exposure to infant formula via ingestion (0.870) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.854) | ECTO:2000076 exposure to pregnancy diet intake (0.837) | ECTO:1000042 exposure to day care building (0.835) | ECTO:0080003 exposure to lead in water via ingestion (0.833),the root exposure class of ECTO (from ExO); the name is no more specific than that
external exposome (ambient and indoor exposures),1,ExO:0000002,exposure event,judged,ECTO:0010003 exposure to environmental physical object quality (0.845) | ECTO:0800002 exposure to air pollution via maternal (0.842) | ECTO:8000002 exposure to atmospheric aerosolisation of dust (0.833) | ECTO:0800001 exposure to environmental process route (0.824) | ECTO:0010002 exposure to environmental process quality (0.822) | ECTO:0080005 exposure to radon in air via inhalation (0.818),the root exposure class of ECTO (from ExO); the name is no more specific than that
