catalogue id	name	COHO ID	decision	xref	website	note
NORDCAP	Nordic Children and Adults Born Preterm	COHO:0002614	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NORDCAP	https://www.oulu.fi/en/projects/nordic-children-and-adults-born-preterm-nordcap	Global Exposome Cohort Catalogue entry NORDCAP (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NORDCAP), checked against its sources on 2026-09-25. NORDCAP is register-based (no contact with participants) but has a defined population, all births in Finland 1987–2023 (the catalogue's 1987–2023; one paper describes an earlier extract of births 1987–2016), so it is treated as a cohort, not a registry of resources; the curator may prefer 'not a cohort' if purely register-linked projects are excluded. The project page says NORDCAP also includes a study of the Finnish 1987–1990 birth cohort and has Nordic partners (Sweden, Norway, Denmark), but the catalogue entry and the data described are Finnish only. The paper spells it 'Nordic Children and Adolescents Born Preterm'; kept as a synonym. The Finnish name is the catalogue's local name. Not in COHO; unrelated to the Northern Finland Birth Cohorts (COHO:0000435).
WDC	Wearable data collection study	COHO:0002615	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/WDC		Global Exposome Cohort Catalogue entry WDC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/WDC), checked against its sources on 2026-09-25. The HEAP wearable-sensor pilot: D5.4 says 'The wearablesensor cohort in HEAP consists of healthy pregnant and non-pregnant women (N=100)followed up for at least four months' (DataCite text, spaces missing as fetched), under a University of Oulu protocol titled 'Monitoring exposures during pregnancy with a wearable device', with monitoring due to finish in February 2024 (the catalogue gives 2022–2022). The example is the design paper describing the planned study, not a results paper, and it does not use the name WDC; no results paper was found. Parent left empty because the sources disagree: the design paper plans to draw the women from the Finnish HPV vaccination trial cohort, D5.1 from the Finnish Maternity Cohort (MAT, this check), and D5.4 includes non-pregnant women. zenodo.org and heap-exposome.eu (now a hijacked domain) could not be read directly. Could not read: a paper reporting results from the wearable cohort (none found in Europe PMC).
GenR	The Generation R Study	COHO:0000446	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GenR	https://generationr.nl/	Global Exposome Cohort Catalogue entry GenR (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GenR), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
BAMSE	BAMSE	COHO:0000037	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BAMSE		Global Exposome Cohort Catalogue entry BAMSE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BAMSE), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ABCD	The Amsterdam Born Children and their Development Study	COHO:0001451	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ABCD	http://www.abcd-studie.nl/	Global Exposome Cohort Catalogue entry ABCD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ABCD), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
Airwave	Airwave	COHO:0000521	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Airwave		Global Exposome Cohort Catalogue entry Airwave (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Airwave), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
KARDIOVIZE	KARDIOVIZE	COHO:0002616	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KARDIOVIZE		Global Exposome Cohort Catalogue entry KARDIOVIZE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KARDIOVIZE), checked against its sources on 2026-09-25. The catalogue gives only 'KARDIOVIZE'; it is the Kardiovize Brno 2030 cohort of St Anne's University Hospital, Brno, whose papers call it the Kardiovize Brno 2030 study/project or the Kardiovize study. Not in COHO. It copied the sampling design of the Czech post-MONICA study (COHO:0001642) ('Similar to the post‐Monica study, Kardiovize targeted 1% of the adult urban population between 25 and 64 years old.', PMC8488447) but is a separate sample, so no parent. The catalogue id is kept as an acronym alongside the case variant 'Kardiovize'. Could not read: PMID:28812915 full text (design paper; abstract suffices).
GCAT	GCAT	COHO:0000074	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GCAT		Global Exposome Cohort Catalogue entry GCAT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GCAT), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
SAPALDIA	SAPALDIA	COHO:0000589	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SAPALDIA		Global Exposome Cohort Catalogue entry SAPALDIA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SAPALDIA), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
BCS 1970	1970 British Cohort Study	COHO:0002617	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BCS%201970	https://cls.ucl.ac.uk/cls-studies/1970-british-cohort-study/	Global Exposome Cohort Catalogue entry BCS 1970 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BCS%201970), checked against its sources on 2026-09-25. The 1970 British Cohort Study; surprisingly not yet in COHO (only the 1958 British Birth Cohort, COHO:0000207, and the 1946 NSHD, COHO:0001026, are). The catalogue id 'BCS 1970' is kept as an acronym with BCS70. 'British Births Survey' is the name of its 1970 birth sweep ('BCS70 began as the British Births Survey', PMC10244059); '1970 British birth cohort' appears in paper titles (e.g. PMID:41888672, title only). Northern Ireland births were in the birth survey but dropped afterwards, so the country is United Kingdom.
DCS	Doetinchem Cohort Studie	COHO:0000906	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DCS	https://rivm.nl/doetinchem-cohort-studie	Global Exposome Cohort Catalogue entry DCS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DCS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
EPIC-EUROPE	EPIC-EUROPE	COHO:0000065	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EPIC-EUROPE		Global Exposome Cohort Catalogue entry EPIC-EUROPE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EPIC-EUROPE), checked against its sources on 2026-09-25. The catalogue gives only 'EPIC-EUROPE' with type 'Cohort study': the pan-European EPIC cohort (as opposed to its national parts), i.e. COHO:0000065 'European Prospective Investigation into Cancer'. Add the catalogue id EPIC-EUROPE as an acronym. The term also lacks the cohort's usual full name, 'European Prospective Investigation into Cancer and Nutrition' ('Within the European Prospective Investigation into Cancer and Nutrition (EPIC) cohort, 92 immune proteins were measured in baseline blood samples of 406 incident pancreatic cancer cases and 406 sex‐ and age‐matched controls, using the Olink Immuno‐Oncology panel.', https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13547983/fullTextXML); adding it as a synonym is suggested (the curator may consider it for the label). Not EPIC-InterAct, EPIC-CVD or a national EPIC centre, since nothing in the entry narrows it.
NFBC1966	NFBC1966	COHO:0001213	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NFBC1966	https://www.oulu.fi/nfbc	Global Exposome Cohort Catalogue entry NFBC1966 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NFBC1966), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
SALIA	SALIA	COHO:0002618	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SALIA		Global Exposome Cohort Catalogue entry SALIA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SALIA), checked against its sources on 2026-09-25. The catalogue record has only the acronym. SALIA is the German women's air-pollution cohort from the Ruhr Area and Borken/Dülmen (IUF Düsseldorf); not in COHO under any name. The expansion is written with 'Aging' and 'Ageing' and with varying capitals across papers; the label takes the form in PMID:31137595 ('Study on the influence of Air pollution on Lung function, Inflammation and Ageing, an ongoing cohort study in the state of North Rhine-Westphalia'), the others are synonyms. SALIA also took part in ESCAPE, which is not a parent.
NOMA	Effect of fat quality on blood lipids and immune response	COHO:0002619	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NOMA	https://www.med.uio.no/imb/english/research/projects/noma/	Global Exposome Cohort Catalogue entry NOMA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NOMA), checked against its sources on 2026-09-25. A University of Oslo randomised dietary fat trial (2012-2014); a trial's participants, so a cohort. The catalogue's name is the project page's title; the study calls itself 'the NoMa study' (also 'The NOMA study' on the page), so NoMa study is the label. Not in COHO; the resembling blood-donor terms are unrelated. Used in LongITools with the Rotterdam Study, which is not a parent. Could not read: PMID:27737722 (design paper, Br J Nutr 2016, closed; requested, not read), PMID:32807640 (closed; requested, not read).
HYDRIA	HYDRIA	COHO:0002620	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HYDRIA		Global Exposome Cohort Catalogue entry HYDRIA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HYDRIA), checked against its sources on 2026-09-25. The catalogue record has only the acronym. HYDRIA is Greece's 2013–2014 national health and nutrition survey run by the Hellenic Health Foundation: a defined, nationally representative cross-sectional sample, so a cohort. Not in COHO (COHO:0000088 Greece Hellenic Isolated Cohorts and COHO:0000171 THISEAS are different). The first Greece quote is from the paper's methods; the country is given as 'the country' there, so the second quote, which names Greece, may be preferred. The acronym is not expanded in any paper read; the design papers (refs 3–4 of PMID:35334847, a Hellenic Health Foundation report) were not read. A 'Pilot HYDRIA-children' study in children is a separate sample, not this cohort.
FEF	Fibrefects - Grain fibre modification for gut-mediated health effects	COHO:0002621	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/FEF		Global Exposome Cohort Catalogue entry FEF (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/FEF), checked against its sources on 2026-09-25. The catalogue's FEF is the FIBREFECTS rye-bread crossover trial of the University of Eastern Finland (registered as NCT03550365, whose official title is the label). FIBREFECTS is also the name of the funding project, but the catalogue entry, the trial record and LongITools all use it for this trial, whose participants are a cohort. Country: no read text says in so many words that participants were recruited in Finland; the quote gives the approving ethics committee (Hospital District of Northern Savo, a Finnish region), and the sponsor and all authors are in Finland (Kuopio); the curator may prefer the catalogue's country field or the closed PMID:31136658. The trial id NCT03550365 is offered as an identifier synonym; drop it if COHO does not keep registry ids. Not in COHO. Could not read: PMID:31136658 full text (closed; the Elsevier download came back empty), PMID:28391735 (closed; requested).
Piccolipiù	Piccolipiù	COHO:0002622	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Piccolipiù		Global Exposome Cohort Catalogue entry Piccolipiù (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Piccolipiù), checked against its sources on 2026-09-25. The catalogue record has only the name. Piccolipiù is the Italian multicentre birth cohort coordinated from Rome (the Local Health Unit Roma E is named as national coordinator); not in COHO. 'Piccolipiù' is a name, not an expansion of anything; since the catalogue id equals the name, the label adds 'birth cohort' so that the id can stand as the acronym synonym without duplicating the label; the curator may prefer the bare 'Piccolipiù' as label. 'Progetto Piccolipiù' is the name of the study's Facebook page given in the protocol. Piccolipiù is in the ATHLETE network in the catalogue, which is not a COHO term.
LISA	LISA	COHO:0000831	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LISA		Global Exposome Cohort Catalogue entry LISA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LISA), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
NWAC	NWAC		unresolved			Global Exposome Cohort Catalogue entry NWAC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NWAC), checked against its sources on 2026-09-25. The catalogue gives nothing but the id and that the entry comes from the EPHOR (occupational exposome) network, alongside DWDC, NBC1967-1976 and STREAM. The most likely reading is the Norwegian Working Age Cohort of the National Institute of Occupational Health (STAMI), Oslo: 'The Norwegian Working Age Cohort includes individuals born 1930–1992 and residing in Norway 2000-2010' (PMID:40607777, https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12414609/fullTextXML), a register-based cohort that seems to overlap with, or be the forerunner of, the Nor-Work cohort (also born 1930–1992, part of the EPHOR mega cohort); NBC1967-1976 would then be the related register cohort of Norwegians born 1967–1976. But no text read expands 'NWAC', so the identity, and whether it is distinct from Nor-Work, cannot be settled. Neither Nor-Work nor a Norwegian working-age cohort is in COHO. Could not read: the EPHOR partner's (STAMI) expansion of NWAC.
FinnGeDi	Finnish Gestational Diabetes Study	COHO:0000891	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/FinnGeDi		Global Exposome Cohort Catalogue entry FinnGeDi (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/FinnGeDi), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ELIPA	Foods for weight management	COHO:0002623	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELIPA		Global Exposome Cohort Catalogue entry ELIPA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELIPA), checked against its sources on 2026-09-25. A University of Eastern Finland (Kuopio) satiety and weight-maintenance RCT; its participants are a cohort. The trial calls itself 'Foods for weight management (Elintarvikkeita painonhallintaan)' with acronym ELIPA in its registration; LongITools calls it 'Foods for Weight Maintenance'. None of the open papers that used it says 'ELIPA': they identify it by its registration number, so the example quote names it by ISRCTN 67529475 and that id is offered as a synonym (drop it, and use the closed PMID:37993047 if it names ELIPA, if registry ids are not wanted). Not in COHO. Could not read: PMID:37993047 full text (closed; the Elsevier download came back empty), PMID:37268538 (closed; requested).
CONSTANCES	Cohorte des Consultants des Centres d’Examens de Santé	COHO:0002624	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CONSTANCES	https://www.constances.fr/	Global Exposome Cohort Catalogue entry CONSTANCES (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CONSTANCES), checked against its sources on 2026-09-25. CONSTANCES, the large French Inserm/national health insurance adult cohort, is not in COHO under any name (checked CONSTANCES, Constances, Consultants). The cohort's own site writes 'Constances' and its papers 'CONSTANCES'; the label takes the site's form so that the upper-case acronym can be kept as a distinct synonym (the curator may prefer 'CONSTANCES cohort'). The French expansion is given by the catalogue and by LongITools, not by the design paper. The cohort belongs to the EPHOR and LongITools networks and to OMega-X, none of which is a COHO term.
GASPII	GASPII	COHO:0002625	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GASPII		Global Exposome Cohort Catalogue entry GASPII (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GASPII), checked against its sources on 2026-09-25. The catalogue record has only the acronym. GASPII is the Rome birth cohort (2003–2004), used in ESCAPE and other European birth-cohort pools; not in COHO (COHO:0000199 'GASP' is a Peruvian asthma study, unrelated). The design abstract gives the setting ('two hospital ofRome in the district ofthe Local Health Unit RME', as printed). The Italian form of the name was not found in any text read. The label is the English expansion used in the papers; 'IT-GASPII' is a tag used for it in multi-cohort papers. It is in the EXPANSE network in the catalogue, which is not a COHO term. Could not read: PMID:18326421 full text (Epidemiol Prev, Italian; requested).
GINI	GINI	COHO:0000708	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GINI		Global Exposome Cohort Catalogue entry GINI (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GINI), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
KANC	Kaunas cohort	COHO:0002626	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KANC		Global Exposome Cohort Catalogue entry KANC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KANC), checked against its sources on 2026-09-25. KANC is the Kaunas birth cohort (Lithuania), one of the six birth cohorts that make up HELIX. COHO has HELIX (COHO:0000827) as a cohort (the HELIX subcohort of mother-child pairs drawn from the six cohorts), but not KANC itself; KANC is not a sub-cohort of HELIX (the relation runs the other way), so no parent is given. If HELIX is ever retyped as an aggregation, KANC would be one of its members ('the Kaunas cohort (KANC) in Lithuania', PMC13504928). The design paper calls the cohort the 'HiWATE cohort study'; recruitment is given as 2007–2008 there and 2007–2009 in later papers. The HELIX profile spells it 'Kaunus cohort', a misprint not offered as a synonym.
EST-Biobank	EST-Biobank	COHO:0000064	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EST-Biobank		Global Exposome Cohort Catalogue entry EST-Biobank (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EST-Biobank), checked against its sources on 2026-09-25. The catalogue records nothing but the id and name EST-Biobank (type cohort study), which can only be the Estonian Biobank of the University of Tartu, COHO:0000064. The term already carries Estonia, EstBB, EGCUT, EBB and EB; it lacks the catalogue id EST-Biobank as an acronym.
CELSPAC-YA	CELSPAC-YA	COHO:0002627	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CELSPAC-YA		Global Exposome Cohort Catalogue entry CELSPAC-YA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CELSPAC-YA), checked against its sources on 2026-09-25. CELSPAC: Young Adults is the adult follow-up (from March 2019) of the Czech ELSPAC children, run by RECETOX at Masaryk University. The catalogue record gives only the id. The paper calls it a follow-up of the Czech part of ELSPAC, hence isSubCohortOf the ELSPAC entry of this check; the study page (Czech) adds that siblings, partners and anyone born in 1991-1992 may also join ('Stejně tak se do studie mohou přihlásit vrstevníci původních účastníků ELSPAC, tedy kdokoli narozen v letech 1991 a 1992'), so it is not strictly a subset: the curator may prefer to drop the parent. It belongs to the CELSPAC family of RECETOX studies (with CELSPAC: Parents, CELSPAC-TNG, CELSPAC-SPECIMEn, CELSPAC-FIREexpo), which is not a COHO term.
NFBC1986	Northern Finland Birth Cohort 1986	COHO:0000760	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NFBC1986	https://www.oulu.fi/nfbc	Global Exposome Cohort Catalogue entry NFBC1986 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NFBC1986), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ELSPAC	European Longitudinal Study of Pregnancy and Childhood	COHO:0002628	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELSPAC		Global Exposome Cohort Catalogue entry ELSPAC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELSPAC), checked against its sources on 2026-09-25. The catalogue entry (Czechia, 1990-2013) is the Czech ELSPAC cohort (ELSPAC-CZ), not the international WHO-initiated ELSPAC, whose seven independent centres included ALSPAC (COHO:0000016), the Isle of Man, Slovakia, Ukraine, Greece and Russia. The Czech team calls its cohort by the full ELSPAC name, which is why that is the label; if the curator wants the label to distinguish it from the international study, 'European Longitudinal Study of Pregnancy and Childhood in the Czech Republic' (the cohort profile's title wording) would do. CELSPAC-YA (this check) is its adult follow-up.
ExposomeMaps	Exposome Maps		not a cohort		https://exposome.uu.nl/	Global Exposome Cohort Catalogue entry ExposomeMaps (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ExposomeMaps), checked against its sources on 2026-09-25. Exposome Maps (Utrecht University) is a data catalogue of geospatial environmental exposure estimates (air pollution, noise, green space, walkability and so on) across Europe; the catalogue itself types it as a Registry. It has no participants, so it is not a cohort. Its two listed publications are a Science review on the exposome and the EXPANSE project paper (PMID:34414346), neither of which defines a group of people.
PELAGIE	Perturbateurs Endocriniens: Étude Longitudinale sur les Anomalies de la Grossesse, l’Infertilité et l’Enfance	COHO:0002629	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PELAGIE	http://www.pelagie-inserm.fr/	Global Exposome Cohort Catalogue entry PELAGIE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PELAGIE), checked against its sources on 2026-09-25. PELAGIE is the INSERM (Rennes) mother-child cohort from Brittany; nothing in COHO resembles it (the suggested COHO:0001679 is an unrelated French myocardial infarction study). The website spells the name with a space before the colon ('Perturbateurs Endocriniens : Étude…') and the acronym as PÉLAGIE; the label follows the catalogue and the EHP paper. The cohort profile (PMID:38760172) would be the better definition source once it is readable. Could not read: PMID:38760172.
G21	Generation 21	COHO:0002630	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/G21	http://www.geracao21.com/pt/	Global Exposome Cohort Catalogue entry G21 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/G21), checked against its sources on 2026-09-25. Generation XXI (Geração XXI, written Geração 21 on its website) is the Porto birth cohort of the University of Porto's Institute of Public Health; the catalogue's 'Generation 21' is a rendering of that name. None of the suggested COHO terms (GERA, Generation R, Generation Scotland) is the same cohort.
Moli-sani	Moli-sani Study	COHO:0002631	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Moli-sani	https://www.moli-sani.org/	Global Exposome Cohort Catalogue entry Moli-sani (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Moli-sani), checked against its sources on 2026-09-25. The Moli-sani Study is the Molise population cohort run by the IRCCS Neuromed; not in COHO under any name. Moli-sani is a name rather than an acronym, but it is the catalogue's id and the website also writes MOLI-SANI, so both go in as acronyms. The Moli-family study listed on the same website is a separate study.
Krakow	Krakow	COHO:0001095	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Krakow		Global Exposome Cohort Catalogue entry Krakow (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Krakow), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
CELSPAC-TNG	Central European Longitudinal Study of Parents and Children: The Next Generation	COHO:0002632	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CELSPAC-TNG	https://www.celspac.cz/tng	Global Exposome Cohort Catalogue entry CELSPAC-TNG (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CELSPAC-TNG), checked against its sources on 2026-09-25. CELSPAC: TNG is RECETOX's new-generation birth cohort in Brno; the study page (Czech) says it began in 2017 and recruited pregnant women until 2026 ('TNG započala v roce 2017 a nabírala těhotné ženy až do roku 2026'), the catalogue says 2018, and the 2015-2016 recruits were a pilot. It continues the ELSPAC tradition but recruits a new generation, so it is not a sub-cohort of ELSPAC. The papers vary between 'Studies' and 'Study' in the name; the plural is in the ethics statements, the singular is the catalogue's. The acronym TNG is generic and may clash with other studies.
CHILDREN FIRST	CHILDREN HEALTH AND ENVIRONMENT OBSERVATORY	COHO:0002633	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHILDREN%20FIRST		Global Exposome Cohort Catalogue entry CHILDREN FIRST (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHILDREN%20FIRST), checked against its sources on 2026-09-25. The catalogue entry (Cyprus, 2023-2029, pointing to childrenfirstcy.com) is the Cypriot Children's Health and Environment Observatory, which calls itself 'CHILDREN_FIRST – The Cypriot Children's Health and Environment Observatory' and says it is part of the Mediterranean CHILDREN_FIRST network. The protocol describes CHILDREN_FIRST as one multi-country cohort with sites in Cyprus, Greece and Albania, of which only Cyprus had recruited (Greece had done feasibility work); if the curator prefers one term for the whole multi-country cohort, label it CHILDREN_FIRST and make this a sub-cohort, or widen this definition. The only paper is the protocol, which reports the Cypriot recruitment, so it serves as the example; no results paper was found in Europe PMC. The Greek name comes from the site's about page.
ORISCAV-LUX-II	Observation of Cardiovascular Risks and Health in Luxembourg	COHO:0002634	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ORISCAV-LUX-II		Global Exposome Cohort Catalogue entry ORISCAV-LUX-II (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ORISCAV-LUX-II), checked against its sources on 2026-09-25. The catalogue entry is the second wave (ORISCAV-LUX 2, 2016-2018) of LIH's ORISCAV-LUX study; its name is the whole study's. The second wave followed up the first wave's participants (660 of them) and added new random samples and volunteers (PMID:30717671: 'In 2016, the second wave ORISCAV-LUX study was initiated to follow-up the same baseline sample of participants.'), and later papers treat both waves as one cohort, so one term for the study is proposed, carrying the wave-2 names as acronyms. If the curator wants the second wave as its own term, it would be a sub-cohort of this one. Luxembourg is not in gaz_xrefs.tsv (DBpedia resource Luxembourg); the country also follows from the name. None of the suggested COHO terms is related.
BiSC	Barcelona Life Study Cohort	COHO:0002635	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BiSC		Global Exposome Cohort Catalogue entry BiSC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BiSC), checked against its sources on 2026-09-25. BiSC is an ISGlobal-led exposome birth cohort in Barcelona (ERC-funded), with mothers recruited in pregnancy 2018-2021 and children followed postnatally. No COHO term covers it: the suggested matches (Barcelona-1, Triple A Barcelona Study, LIFE studies) are unrelated. 'BiSC Project' is the name the website uses for its project page. The design paper is the IJE cohort profile PMID:38725298, which could replace the website as definition source once its text is available. Could not read: PMID:38725298 full text (cohort profile, requested; not needed for the record).
EXOMAIR	EXOMAIR		not a cohort			Global Exposome Cohort Catalogue entry EXOMAIR (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EXOMAIR), checked against its sources on 2026-09-25. EXOMAIR is a research project, not a group of people. It runs 2024-2026 under ISCIII grant PI23/01032, is coordinated at ISGlobal, and its full title is 'Hacia una Medicina de Precisión: Análisis del Exposoma y Omicas usando Inteligencia Artificial Explicable para estudiar su impacto durante la vida en la Obesidad, Insulino Resistencia y salud metabólica'. The ISGlobal page says it analyses two existing cohorts: 'Se llevarán a cabo enfoques multiómicos y de exposoma a partir de dos cohortes ya existentes: PUBMEP (N=198) e IBEROMICs (N=753).' (https://www.isglobal.org/-/exomair). Both of those cohorts are separate entries of this catalogue (PUBMEP in this batch, IBEROMICS elsewhere). The catalogue's 'hospital cohort' wording describes the data the project uses. It is not a consortium of cohorts either, only one funded project, so it is not an aggregation. Nothing to mint.
PUBMEP	Puberty and metabolic risk in obese children. Epigenetic alterations and pathophysiological and diagnostic implications	COHO:0002636	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PUBMEP		Global Exposome Cohort Catalogue entry PUBMEP (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PUBMEP), checked against its sources on 2026-09-25. PUBMEP is a Spanish multicentre follow-up at puberty of children first studied, before puberty, in GENOBOX. GENOBOX is a separate entry of this catalogue (in another batch), not yet in COHO, so the parent is given as the catalogue id GENOBOX and depends on GENOBOX being minted; drop the parent if it is not. The label is the project title as the University of Granada (UCEENS) gives it, and the catalogue uses the same title. No source expands the acronym, and papers call it 'the PUBMEP study', so the curator may prefer 'PUBMEP study' as the label. The catalogue's 96 children are the epigenetic subsample. The 2022 paper describes 191 who agreed to take part, and ISGlobal gives N=198. No COHO term matches: the suggested Leipzig and other childhood obesity cohorts are different studies. The EXOMAIR project in this batch analyses PUBMEP.
TEEC	Taiwan Elderly Exposome Cohort		unresolved			Global Exposome Cohort Catalogue entry TEEC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/TEEC), checked against its sources on 2026-09-25. The catalogue describes a real cohort, about 400 older adults in southern Taiwan recruited 2022-2025 with biosamples, but no website, publication or host institution for it could be found, so there is no example study and no source beyond the catalogue. The catalogue says it is 'nested', but not in which parent cohort. One guess is the Taiwan Initiative for Geriatric Epidemiological Research (TIGER, southern Taiwan, collects environmental exposures and metabolomics), but nothing links them, so no parent is given. It is not the same people as any COHO term: Taiwan Biobank, the NCI Taiwan cohort and the Taiwan diabetes studies are unrelated. The draft fields above come from the catalogue alone and could be used to mint it once a publication appears (or as a placeholder, if the curator wants one). Could not read: any publication or website of TEEC, PMID:40737520 full text, to see whether it used TEEC.
